"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","ligand_log2FC","ligand_p_val_adj","receptor_log2FC","receptor_p_val_adj"
"2092","B:ITGA4_B:CD81","B","ITGA4","B","CD81",NA,NA,-0.274832051031821,2.95484326986049e-56
"2093","B:ITGA4_B:CD82","B","ITGA4","B","CD82",NA,NA,NA,NA
"2094","B:ITGB1_B:CD81","B","ITGB1","B","CD81",NA,NA,-0.274832051031821,2.95484326986049e-56
"2095","B:LGALS1_B:CD69","B","LGALS1","B","CD69",NA,NA,0.342504240902661,5.2534341688739e-85
"2096","B:LGALS1_B:ITGB1","B","LGALS1","B","ITGB1",NA,NA,NA,NA
"2097","B:LGALS1_B:PTPRC","B","LGALS1","B","PTPRC",NA,NA,NA,NA
"2098","B:LGALS9_B:CD44","B","LGALS9","B","CD44",NA,NA,NA,NA
"2099","B:LGALS9_B:CD47","B","LGALS9","B","CD47",NA,NA,NA,NA
"2100","B:LGALS9_B:PTPRC","B","LGALS9","B","PTPRC",NA,NA,NA,NA
"2101","B:LTB_B:CD40","B","LTB","B","CD40",-0.367301712302092,9.33511976883981e-125,NA,NA
"2102","B:MS4A1_B:CD53","B","MS4A1","B","CD53",NA,NA,-0.262254322349261,2.15900310282872e-49
"2103","B:MS4A1_B:CD82","B","MS4A1","B","CD82",NA,NA,NA,NA
"2104","B:SPTAN1_B:PTPRA","B","SPTAN1","B","PTPRA",NA,NA,NA,NA
"2105","B:TIMP1_B:CD63","B","TIMP1","B","CD63",NA,NA,NA,NA
"2106","HSPC:ADAM17_B:ITGB1","HSPC","ADAM17","B","ITGB1",NA,NA,NA,NA
"2107","HSPC:ADAM28_B:ITGA4","HSPC","ADAM28","B","ITGA4",NA,NA,NA,NA
"2108","HSPC:ADAM9_B:ITGB1","HSPC","ADAM9","B","ITGB1",NA,NA,NA,NA
"2109","HSPC:CD4_B:CXCR4","HSPC","CD4","B","CXCR4",NA,NA,NA,NA
"2110","HSPC:CD53_B:CD37","HSPC","CD53","B","CD37",NA,NA,NA,NA
"2111","HSPC:CD82_B:CD37","HSPC","CD82","B","CD37",NA,NA,NA,NA
"2112","HSPC:COL6A1_B:CD44","HSPC","COL6A1","B","CD44",NA,NA,NA,NA
"2113","HSPC:COL6A1_B:ITGB1","HSPC","COL6A1","B","ITGB1",NA,NA,NA,NA
"2114","HSPC:COL6A2_B:CD44","HSPC","COL6A2","B","CD44",NA,NA,NA,NA
"2115","HSPC:COL6A2_B:ITGB1","HSPC","COL6A2","B","ITGB1",NA,NA,NA,NA
"2116","HSPC:DUSP18_B:ITGB1","HSPC","DUSP18","B","ITGB1",NA,NA,NA,NA
"2117","HSPC:DUSP18_B:RPSA","HSPC","DUSP18","B","RPSA",NA,NA,NA,NA
"2118","HSPC:F13A1_B:ITGA4","HSPC","F13A1","B","ITGA4",NA,NA,NA,NA
"2119","HSPC:F13A1_B:ITGB1","HSPC","F13A1","B","ITGB1",NA,NA,NA,NA
"2120","HSPC:GP1BB_B:ITGB2","HSPC","GP1BB","B","ITGB2",-0.301402832063824,2.21895410888982e-82,NA,NA
"2121","HSPC:GP9_B:ITGB2","HSPC","GP9","B","ITGB2",NA,NA,NA,NA
"2122","HSPC:HLA-A_B:APLP2","HSPC","HLA-A","B","APLP2",NA,NA,NA,NA
"2123","HSPC:HLA-B_B:CANX","HSPC","HLA-B","B","CANX",NA,NA,NA,NA
"2124","HSPC:HLA-C_B:CD47","HSPC","HLA-C","B","CD47",NA,NA,NA,NA
"2125","HSPC:HLA-C_B:CD53","HSPC","HLA-C","B","CD53",NA,NA,-0.262254322349261,2.15900310282872e-49
"2126","HSPC:HLA-C_B:CD81","HSPC","HLA-C","B","CD81",NA,NA,-0.274832051031821,2.95484326986049e-56
"2127","HSPC:HLA-DRA_B:CD19","HSPC","HLA-DRA","B","CD19",NA,NA,NA,NA
"2128","HSPC:HLA-DRA_B:CD37","HSPC","HLA-DRA","B","CD37",NA,NA,NA,NA
"2129","HSPC:HLA-DRA_B:CD53","HSPC","HLA-DRA","B","CD53",NA,NA,-0.262254322349261,2.15900310282872e-49
"2130","HSPC:HLA-DRA_B:CD63","HSPC","HLA-DRA","B","CD63",NA,NA,NA,NA
"2131","HSPC:HLA-DRA_B:CD81","HSPC","HLA-DRA","B","CD81",NA,NA,-0.274832051031821,2.95484326986049e-56
"2132","HSPC:HLA-DRA_B:CD82","HSPC","HLA-DRA","B","CD82",NA,NA,NA,NA
"2133","HSPC:HLA-DRB1_B:CD19","HSPC","HLA-DRB1","B","CD19",NA,NA,NA,NA
"2134","HSPC:HLA-DRB1_B:CD37","HSPC","HLA-DRB1","B","CD37",NA,NA,NA,NA
"2135","HSPC:HLA-DRB1_B:CD53","HSPC","HLA-DRB1","B","CD53",NA,NA,-0.262254322349261,2.15900310282872e-49
"2136","HSPC:HLA-DRB1_B:CD81","HSPC","HLA-DRB1","B","CD81",NA,NA,-0.274832051031821,2.95484326986049e-56
"2137","HSPC:HLA-DRB1_B:CD82","HSPC","HLA-DRB1","B","CD82",NA,NA,NA,NA
"2138","HSPC:ITGA4_B:CD81","HSPC","ITGA4","B","CD81",NA,NA,-0.274832051031821,2.95484326986049e-56
"2139","HSPC:ITGA4_B:CD82","HSPC","ITGA4","B","CD82",NA,NA,NA,NA
"2140","HSPC:LAMB2_B:CD44","HSPC","LAMB2","B","CD44",NA,NA,NA,NA
"2141","HSPC:LAMB2_B:ITGB1","HSPC","LAMB2","B","ITGB1",NA,NA,NA,NA
"2142","HSPC:LAMB2_B:RPSA","HSPC","LAMB2","B","RPSA",NA,NA,NA,NA
"2143","HSPC:LAMC1_B:CD44","HSPC","LAMC1","B","CD44",NA,NA,NA,NA
"2144","HSPC:LAMC1_B:ITGB1","HSPC","LAMC1","B","ITGB1",NA,NA,NA,NA
"2145","HSPC:NETO2_B:FCRL1","HSPC","NETO2","B","FCRL1",NA,NA,NA,NA
"2146","HSPC:SEMA4F_B:VSIR","HSPC","SEMA4F","B","VSIR",NA,NA,NA,NA
"2147","HSPC:SEMA7A_B:ITGB1","HSPC","SEMA7A","B","ITGB1",NA,NA,NA,NA
"2148","HSPC:ST6GAL1_B:CD22","HSPC","ST6GAL1","B","CD22",NA,NA,NA,NA
"2149","HSPC:TCTN1_B:CEP290","HSPC","TCTN1","B","CEP290",NA,NA,NA,NA
"2150","HSPC:TCTN3_B:FCRL1","HSPC","TCTN3","B","FCRL1",NA,NA,NA,NA
"2151","HSPC:TNFSF13_B:TNFRSF13B","HSPC","TNFSF13","B","TNFRSF13B",NA,NA,NA,NA
"2152","HSPC:TNFSF13_B:TNFRSF14","HSPC","TNFSF13","B","TNFRSF14",NA,NA,NA,NA
"2153","HSPC:TOR2A_B:ATP5F1B","HSPC","TOR2A","B","ATP5F1B",NA,NA,NA,NA
"2154","HSPC:VSTM1_B:LAMP1","HSPC","VSTM1","B","LAMP1",NA,NA,NA,NA
"2155","Ery:ADAM15_B:ITGB1","Ery","ADAM15","B","ITGB1",NA,NA,NA,NA
"2156","Ery:AGTRAP_B:RACK1","Ery","AGTRAP","B","RACK1",NA,NA,NA,NA
"2157","Ery:B2M_B:HLA-F","Ery","B2M","B","HLA-F",NA,NA,NA,NA
"2158","Ery:CALM1_B:PTPRA","Ery","CALM1","B","PTPRA",-0.436247425136071,1.5401981273782e-89,NA,NA
"2159","Ery:CALM1_B:SELL","Ery","CALM1","B","SELL",-0.436247425136071,1.5401981273782e-89,-0.274040408620871,1.73632689645397e-53
"2160","Ery:CALM2_B:SELL","Ery","CALM2","B","SELL",NA,NA,-0.274040408620871,1.73632689645397e-53
"2161","Ery:CALR_B:HLA-F","Ery","CALR","B","HLA-F",NA,NA,NA,NA
"2162","Ery:CD53_B:CD37","Ery","CD53","B","CD37",NA,NA,NA,NA
"2163","Ery:CD55_B:ADGRE5","Ery","CD55","B","ADGRE5",NA,NA,NA,NA
"2164","Ery:CD82_B:CD37","Ery","CD82","B","CD37",-0.265601021427961,1.92871032516903e-41,NA,NA
"2165","Ery:CD99_B:CD81","Ery","CD99","B","CD81",NA,NA,-0.274832051031821,2.95484326986049e-56
"2166","Ery:CLEC11A_B:ITGB1","Ery","CLEC11A","B","ITGB1",NA,NA,NA,NA
"2167","Ery:COL18A1_B:ITGB1","Ery","COL18A1","B","ITGB1",NA,NA,NA,NA
"2168","Ery:CXCL8_B:CD79A","Ery","CXCL8","B","CD79A",NA,NA,NA,NA
"2169","Ery:GNAI2_B:ADCY7","Ery","GNAI2","B","ADCY7",NA,NA,NA,NA
"2170","Ery:HLA-A_B:APLP2","Ery","HLA-A","B","APLP2",NA,NA,NA,NA
"2171","Ery:HLA-B_B:CANX","Ery","HLA-B","B","CANX",NA,NA,NA,NA
"2172","Ery:HLA-C_B:CD47","Ery","HLA-C","B","CD47",NA,NA,NA,NA
"2173","Ery:HLA-C_B:CD53","Ery","HLA-C","B","CD53",NA,NA,-0.262254322349261,2.15900310282872e-49
"2174","Ery:HLA-C_B:CD81","Ery","HLA-C","B","CD81",NA,NA,-0.274832051031821,2.95484326986049e-56
"2175","Ery:HLA-DRB1_B:CD19","Ery","HLA-DRB1","B","CD19",NA,NA,NA,NA
"2176","Ery:HLA-DRB1_B:CD37","Ery","HLA-DRB1","B","CD37",NA,NA,NA,NA
"2177","Ery:HLA-DRB1_B:CD53","Ery","HLA-DRB1","B","CD53",NA,NA,-0.262254322349261,2.15900310282872e-49
"2178","Ery:HLA-DRB1_B:CD81","Ery","HLA-DRB1","B","CD81",NA,NA,-0.274832051031821,2.95484326986049e-56
"2179","Ery:HLA-DRB1_B:CD82","Ery","HLA-DRB1","B","CD82",NA,NA,NA,NA
"2180","Ery:HMGB1_B:CXCR4","Ery","HMGB1","B","CXCR4",NA,NA,NA,NA
"2181","Ery:ICAM4_B:ITGA4","Ery","ICAM4","B","ITGA4",NA,NA,NA,NA
"2182","Ery:ICAM4_B:ITGB1","Ery","ICAM4","B","ITGB1",NA,NA,NA,NA
"2183","Ery:ICAM4_B:ITGB2","Ery","ICAM4","B","ITGB2",NA,NA,NA,NA
"2184","Ery:ITGA4_B:CD81","Ery","ITGA4","B","CD81",NA,NA,-0.274832051031821,2.95484326986049e-56
"2185","Ery:ITGA4_B:CD82","Ery","ITGA4","B","CD82",NA,NA,NA,NA
"2186","Ery:ITGB1_B:CD81","Ery","ITGB1","B","CD81",NA,NA,-0.274832051031821,2.95484326986049e-56
"2187","Ery:LGALS1_B:CD69","Ery","LGALS1","B","CD69",NA,NA,0.342504240902661,5.2534341688739e-85
"2188","Ery:LGALS1_B:ITGB1","Ery","LGALS1","B","ITGB1",NA,NA,NA,NA
"2189","Ery:LGALS1_B:PTPRC","Ery","LGALS1","B","PTPRC",NA,NA,NA,NA
"2190","Ery:LGALS9_B:CD44","Ery","LGALS9","B","CD44",NA,NA,NA,NA
"2191","Ery:LGALS9_B:CD47","Ery","LGALS9","B","CD47",NA,NA,NA,NA
"2192","Ery:LGALS9_B:PTPRC","Ery","LGALS9","B","PTPRC",NA,NA,NA,NA
"2193","Ery:TGFB1_B:CXCR4","Ery","TGFB1","B","CXCR4",NA,NA,NA,NA
"2194","Ery:TGFB1_B:ITGB1","Ery","TGFB1","B","ITGB1",NA,NA,NA,NA
"2195","Ery:TGM2_B:ITGA4","Ery","TGM2","B","ITGA4",NA,NA,NA,NA
"2196","Ery:TGM2_B:ITGB1","Ery","TGM2","B","ITGB1",NA,NA,NA,NA
"2197","Ery:THBS1_B:ITGA4","Ery","THBS1","B","ITGA4",NA,NA,NA,NA
"2198","Ery:THBS1_B:ITGB1","Ery","THBS1","B","ITGB1",NA,NA,NA,NA
"2199","Ery:THBS1_B:TGFB1","Ery","THBS1","B","TGFB1",NA,NA,NA,NA
"2200","Ery:TIMP1_B:CD63","Ery","TIMP1","B","CD63",NA,NA,NA,NA
"2201","Ery:TIMP3_B:CD44","Ery","TIMP3","B","CD44",NA,NA,NA,NA
"2202","Ery:TOR2A_B:ATP5F1B","Ery","TOR2A","B","ATP5F1B",NA,NA,NA,NA
"2203","DC:ADAM15_B:ITGB1","DC","ADAM15","B","ITGB1",NA,NA,NA,NA
"2204","DC:ADAM17_B:ITGB1","DC","ADAM17","B","ITGB1",NA,NA,NA,NA
"2205","DC:B2M_B:HLA-F","DC","B2M","B","HLA-F",NA,NA,NA,NA
"2206","DC:CALM1_B:PTPRA","DC","CALM1","B","PTPRA",NA,NA,NA,NA
"2207","DC:CALM1_B:SELL","DC","CALM1","B","SELL",NA,NA,-0.274040408620871,1.73632689645397e-53
"2208","DC:CD53_B:CD37","DC","CD53","B","CD37",NA,NA,NA,NA
"2209","DC:CD55_B:ADGRE5","DC","CD55","B","ADGRE5",NA,NA,NA,NA
"2210","DC:CD82_B:CD37","DC","CD82","B","CD37",NA,NA,NA,NA
"2211","DC:CD99_B:CD81","DC","CD99","B","CD81",NA,NA,-0.274832051031821,2.95484326986049e-56
"2212","DC:CLEC11A_B:ITGB1","DC","CLEC11A","B","ITGB1",NA,NA,NA,NA
"2213","DC:CXCL8_B:CD79A","DC","CXCL8","B","CD79A",NA,NA,NA,NA
"2214","DC:GNAI2_B:ADCY7","DC","GNAI2","B","ADCY7",NA,NA,NA,NA
"2215","DC:HLA-A_B:APLP2","DC","HLA-A","B","APLP2",NA,NA,NA,NA
"2216","DC:HLA-B_B:CANX","DC","HLA-B","B","CANX",NA,NA,NA,NA
"2217","DC:HLA-C_B:CD47","DC","HLA-C","B","CD47",NA,NA,NA,NA
"2218","DC:HLA-C_B:CD53","DC","HLA-C","B","CD53",NA,NA,-0.262254322349261,2.15900310282872e-49
"2219","DC:HLA-C_B:CD81","DC","HLA-C","B","CD81",NA,NA,-0.274832051031821,2.95484326986049e-56
"2220","DC:HLA-DRA_B:CD19","DC","HLA-DRA","B","CD19",NA,NA,NA,NA
"2221","DC:HLA-DRA_B:CD37","DC","HLA-DRA","B","CD37",NA,NA,NA,NA
"2222","DC:HLA-DRA_B:CD53","DC","HLA-DRA","B","CD53",NA,NA,-0.262254322349261,2.15900310282872e-49
"2223","DC:HLA-DRA_B:CD63","DC","HLA-DRA","B","CD63",NA,NA,NA,NA
"2224","DC:HLA-DRA_B:CD81","DC","HLA-DRA","B","CD81",NA,NA,-0.274832051031821,2.95484326986049e-56
"2225","DC:HLA-DRA_B:CD82","DC","HLA-DRA","B","CD82",NA,NA,NA,NA
"2226","DC:HLA-DRB1_B:CD19","DC","HLA-DRB1","B","CD19",NA,NA,NA,NA
"2227","DC:HLA-DRB1_B:CD37","DC","HLA-DRB1","B","CD37",NA,NA,NA,NA
"2228","DC:HLA-DRB1_B:CD53","DC","HLA-DRB1","B","CD53",NA,NA,-0.262254322349261,2.15900310282872e-49
"2229","DC:HLA-DRB1_B:CD81","DC","HLA-DRB1","B","CD81",NA,NA,-0.274832051031821,2.95484326986049e-56
"2230","DC:HLA-DRB1_B:CD82","DC","HLA-DRB1","B","CD82",NA,NA,NA,NA
"2231","DC:ICAM4_B:ITGA4","DC","ICAM4","B","ITGA4",NA,NA,NA,NA
"2232","DC:ICAM4_B:ITGB1","DC","ICAM4","B","ITGB1",NA,NA,NA,NA
"2233","DC:ICAM4_B:ITGB2","DC","ICAM4","B","ITGB2",NA,NA,NA,NA
"2234","DC:IL4R_B:IL2RG","DC","IL4R","B","IL2RG",NA,NA,NA,NA
"2235","DC:ITGA4_B:CD81","DC","ITGA4","B","CD81",NA,NA,-0.274832051031821,2.95484326986049e-56
"2236","DC:ITGA4_B:CD82","DC","ITGA4","B","CD82",NA,NA,NA,NA
"2237","DC:LGALS1_B:CD69","DC","LGALS1","B","CD69",NA,NA,0.342504240902661,5.2534341688739e-85
"2238","DC:LGALS1_B:ITGB1","DC","LGALS1","B","ITGB1",NA,NA,NA,NA
"2239","DC:LGALS1_B:PTPRC","DC","LGALS1","B","PTPRC",NA,NA,NA,NA
"2240","DC:LGALS9_B:CD44","DC","LGALS9","B","CD44",NA,NA,NA,NA
"2241","DC:LGALS9_B:CD47","DC","LGALS9","B","CD47",NA,NA,NA,NA
"2242","DC:LGALS9_B:PTPRC","DC","LGALS9","B","PTPRC",NA,NA,NA,NA
"2243","DC:MRC1_B:PTPRC","DC","MRC1","B","PTPRC",NA,NA,NA,NA
"2244","DC:NCAM1_B:PTPRA","DC","NCAM1","B","PTPRA",NA,NA,NA,NA
"2245","DC:SIGLEC1_B:PTPRC","DC","SIGLEC1","B","PTPRC",NA,NA,NA,NA
"2246","DC:TCTN3_B:FCRL1","DC","TCTN3","B","FCRL1",NA,NA,NA,NA
"2247","DC:TIMP1_B:CD63","DC","TIMP1","B","CD63",NA,NA,NA,NA
"2248","DC:TIMP2_B:CD44","DC","TIMP2","B","CD44",NA,NA,NA,NA
"2249","DC:TIMP2_B:ITGB1","DC","TIMP2","B","ITGB1",NA,NA,NA,NA
"2250","DC:TNFSF13_B:TNFRSF13B","DC","TNFSF13","B","TNFRSF13B",NA,NA,NA,NA
"2251","DC:TNFSF13_B:TNFRSF14","DC","TNFSF13","B","TNFRSF14",NA,NA,NA,NA
"2252","DC:TOR2A_B:ATP5F1B","DC","TOR2A","B","ATP5F1B",NA,NA,NA,NA
"2253","Mono:ADM_HSPC:CALCRL","Mono","ADM","HSPC","CALCRL",0.456471928300587,0,NA,NA
"2254","Mono:ADM_HSPC:VIPR1","Mono","ADM","HSPC","VIPR1",0.456471928300587,0,NA,NA
"2255","Mono:APC_HSPC:PROCR","Mono","APC","HSPC","PROCR",NA,NA,NA,NA
"2256","Mono:ARF1_HSPC:INSR","Mono","ARF1","HSPC","INSR",NA,NA,NA,NA
"2257","Mono:ARF1_HSPC:PLD2","Mono","ARF1","HSPC","PLD2",NA,NA,NA,NA
"2258","Mono:BSG_HSPC:SLC16A1","Mono","BSG","HSPC","SLC16A1",NA,NA,NA,NA
"2259","Mono:BSG_HSPC:SLC16A7","Mono","BSG","HSPC","SLC16A7",NA,NA,NA,NA
"2260","Mono:CD47_HSPC:SCN1B","Mono","CD47","HSPC","SCN1B",NA,NA,NA,NA
"2261","Mono:CD47_HSPC:SIRPA","Mono","CD47","HSPC","SIRPA",NA,NA,NA,NA
"2262","Mono:CD52_HSPC:SIGLEC10","Mono","CD52","HSPC","SIGLEC10",-0.616674115176584,0,NA,NA
"2263","Mono:CD53_HSPC:CD37","Mono","CD53","HSPC","CD37",NA,NA,NA,NA
"2264","Mono:CD55_HSPC:ADGRE5","Mono","CD55","HSPC","ADGRE5",NA,NA,NA,NA
"2265","Mono:CD55_HSPC:CR1","Mono","CD55","HSPC","CR1",NA,NA,NA,NA
"2266","Mono:CD82_HSPC:CD37","Mono","CD82","HSPC","CD37",NA,NA,NA,NA
"2267","Mono:CLEC2B_HSPC:KLRB1","Mono","CLEC2B","HSPC","KLRB1",0.270219643334086,0,NA,NA
"2268","Mono:FYN_HSPC:SPN","Mono","FYN","HSPC","SPN",NA,NA,NA,NA
"2269","Mono:IL18_HSPC:CD48","Mono","IL18","HSPC","CD48",NA,NA,NA,NA
"2270","Mono:IL18_HSPC:IL18RAP","Mono","IL18","HSPC","IL18RAP",NA,NA,NA,NA
"2271","Mono:IL1RN_HSPC:IL1B","Mono","IL1RN","HSPC","IL1B",NA,NA,NA,NA
"2272","Mono:IL1RN_HSPC:IL1R1","Mono","IL1RN","HSPC","IL1R1",NA,NA,NA,NA
"2273","Mono:IL1RN_HSPC:IL1R2","Mono","IL1RN","HSPC","IL1R2",NA,NA,NA,NA
"2274","Mono:IL1RN_HSPC:IL2RG","Mono","IL1RN","HSPC","IL2RG",NA,NA,NA,NA
"2275","Mono:LGALS1_HSPC:CD69","Mono","LGALS1","HSPC","CD69",NA,NA,NA,NA
"2276","Mono:LGALS1_HSPC:ITGB1","Mono","LGALS1","HSPC","ITGB1",NA,NA,NA,NA
"2277","Mono:LGALS1_HSPC:PTPRC","Mono","LGALS1","HSPC","PTPRC",NA,NA,NA,NA
"2278","Mono:LGALS9_HSPC:CD44","Mono","LGALS9","HSPC","CD44",NA,NA,0.309930995647344,2.78177603073879e-82
"2279","Mono:LGALS9_HSPC:CD47","Mono","LGALS9","HSPC","CD47",NA,NA,NA,NA
"2280","Mono:LGALS9_HSPC:HAVCR2","Mono","LGALS9","HSPC","HAVCR2",NA,NA,NA,NA
"2281","Mono:LGALS9_HSPC:LRP1","Mono","LGALS9","HSPC","LRP1",NA,NA,NA,NA
"2282","Mono:LGALS9_HSPC:PTPRC","Mono","LGALS9","HSPC","PTPRC",NA,NA,NA,NA
"2283","Mono:LGALS9_HSPC:PTPRK","Mono","LGALS9","HSPC","PTPRK",NA,NA,NA,NA
"2284","Mono:LGALS9_HSPC:SLC1A5","Mono","LGALS9","HSPC","SLC1A5",NA,NA,NA,NA
"2285","Mono:LILRB4_HSPC:LAIR1","Mono","LILRB4","HSPC","LAIR1",0.333429879547968,0,NA,NA
"2286","Mono:LMAN1_HSPC:MCFD2","Mono","LMAN1","HSPC","MCFD2",NA,NA,NA,NA
"2287","Mono:LRPAP1_HSPC:LDLR","Mono","LRPAP1","HSPC","LDLR",NA,NA,NA,NA
"2288","Mono:LRPAP1_HSPC:LRP1","Mono","LRPAP1","HSPC","LRP1",NA,NA,NA,NA
"2289","Mono:LRPAP1_HSPC:LRP8","Mono","LRPAP1","HSPC","LRP8",NA,NA,NA,NA
"2290","Mono:LRPAP1_HSPC:SIRPA","Mono","LRPAP1","HSPC","SIRPA",NA,NA,NA,NA
"2291","Mono:LRPAP1_HSPC:SORL1","Mono","LRPAP1","HSPC","SORL1",NA,NA,NA,NA
"2292","Mono:LRPAP1_HSPC:SORT1","Mono","LRPAP1","HSPC","SORT1",NA,NA,NA,NA
"2293","Mono:LRPAP1_HSPC:VLDLR","Mono","LRPAP1","HSPC","VLDLR",NA,NA,NA,NA
"2294","Mono:LY86_HSPC:CD180","Mono","LY86","HSPC","CD180",NA,NA,NA,NA
"2295","Mono:NUCB2_HSPC:ERAP1","Mono","NUCB2","HSPC","ERAP1",NA,NA,NA,NA
"2296","Mono:PIK3R1_HSPC:CBL","Mono","PIK3R1","HSPC","CBL",NA,NA,NA,NA
"2297","Mono:PIK3R1_HSPC:EPN1","Mono","PIK3R1","HSPC","EPN1",NA,NA,NA,NA
"2298","Mono:PIK3R1_HSPC:EPOR","Mono","PIK3R1","HSPC","EPOR",NA,NA,NA,NA
"2299","Mono:PTPN6_HSPC:CLEC12A","Mono","PTPN6","HSPC","CLEC12A",NA,NA,NA,NA
"2300","Mono:S100A8_HSPC:CD36","Mono","S100A8","HSPC","CD36",NA,NA,NA,NA
"2301","Mono:S100A8_HSPC:CD68","Mono","S100A8","HSPC","CD68",NA,NA,NA,NA
"2302","Mono:S100A8_HSPC:CD69","Mono","S100A8","HSPC","CD69",NA,NA,NA,NA
"2303","Mono:S100A8_HSPC:ITGB2","Mono","S100A8","HSPC","ITGB2",NA,NA,NA,NA
"2304","Mono:S100A8_HSPC:TLR4","Mono","S100A8","HSPC","TLR4",NA,NA,NA,NA
"2305","Mono:S100A9_HSPC:ALCAM","Mono","S100A9","HSPC","ALCAM",NA,NA,NA,NA
"2306","Mono:S100A9_HSPC:CD36","Mono","S100A9","HSPC","CD36",NA,NA,NA,NA
"2307","Mono:S100A9_HSPC:CD68","Mono","S100A9","HSPC","CD68",NA,NA,NA,NA
"2308","Mono:S100A9_HSPC:ITGB2","Mono","S100A9","HSPC","ITGB2",NA,NA,NA,NA
"2309","Mono:S100A9_HSPC:TLR4","Mono","S100A9","HSPC","TLR4",NA,NA,NA,NA
"2310","Mono:SIGLEC1_HSPC:PTPRC","Mono","SIGLEC1","HSPC","PTPRC",NA,NA,NA,NA
"2311","Mono:SIGLEC1_HSPC:SPN","Mono","SIGLEC1","HSPC","SPN",NA,NA,NA,NA
"2312","Mono:SIRPB2_HSPC:CD47","Mono","SIRPB2","HSPC","CD47",NA,NA,NA,NA
"2313","Mono:SPINT1_HSPC:ST14","Mono","SPINT1","HSPC","ST14",NA,NA,NA,NA
"2314","Mono:TGOLN2_HSPC:BTN3A1","Mono","TGOLN2","HSPC","BTN3A1",NA,NA,NA,NA
"2315","Mono:TNFSF13_HSPC:FAS","Mono","TNFSF13","HSPC","FAS",NA,NA,NA,NA
"2316","Mono:TNFSF13_HSPC:TNFRSF14","Mono","TNFSF13","HSPC","TNFRSF14",NA,NA,NA,NA
"2317","Mono:TNFSF13_HSPC:TNFRSF1A","Mono","TNFSF13","HSPC","TNFRSF1A",NA,NA,NA,NA
"2318","Mono:TOR2A_HSPC:ATP5F1B","Mono","TOR2A","HSPC","ATP5F1B",NA,NA,NA,NA
"2319","Gran:APC_HSPC:PROCR","Gran","APC","HSPC","PROCR",NA,NA,NA,NA
"2320","Gran:ARF1_HSPC:INSR","Gran","ARF1","HSPC","INSR",NA,NA,NA,NA
"2321","Gran:ARF1_HSPC:PLD2","Gran","ARF1","HSPC","PLD2",NA,NA,NA,NA
"2322","Gran:BSG_HSPC:SLC16A1","Gran","BSG","HSPC","SLC16A1",NA,NA,NA,NA
"2323","Gran:BSG_HSPC:SLC16A7","Gran","BSG","HSPC","SLC16A7",NA,NA,NA,NA
"2324","Gran:CD47_HSPC:SCN1B","Gran","CD47","HSPC","SCN1B",NA,NA,NA,NA
"2325","Gran:CD47_HSPC:SIRPA","Gran","CD47","HSPC","SIRPA",NA,NA,NA,NA
"2326","Gran:CD52_HSPC:SIGLEC10","Gran","CD52","HSPC","SIGLEC10",-0.262811733589469,5.77072736627515e-34,NA,NA
"2327","Gran:CD53_HSPC:CD37","Gran","CD53","HSPC","CD37",NA,NA,NA,NA
"2328","Gran:CD55_HSPC:ADGRE5","Gran","CD55","HSPC","ADGRE5",NA,NA,NA,NA
"2329","Gran:CD55_HSPC:CR1","Gran","CD55","HSPC","CR1",NA,NA,NA,NA
"2330","Gran:CD82_HSPC:CD37","Gran","CD82","HSPC","CD37",NA,NA,NA,NA
"2331","Gran:CLEC2B_HSPC:KLRB1","Gran","CLEC2B","HSPC","KLRB1",0.255118018195057,1.73195542930951e-42,NA,NA
"2332","Gran:FYN_HSPC:SPN","Gran","FYN","HSPC","SPN",NA,NA,NA,NA
"2333","Gran:GDF11_HSPC:ACTR2","Gran","GDF11","HSPC","ACTR2",NA,NA,NA,NA
"2334","Gran:GDF11_HSPC:BMPR2","Gran","GDF11","HSPC","BMPR2",NA,NA,NA,NA
"2335","Gran:IL18_HSPC:CD48","Gran","IL18","HSPC","CD48",NA,NA,NA,NA
"2336","Gran:IL18_HSPC:IL18RAP","Gran","IL18","HSPC","IL18RAP",NA,NA,NA,NA
"2337","Gran:IL1RN_HSPC:IL1B","Gran","IL1RN","HSPC","IL1B",NA,NA,NA,NA
"2338","Gran:IL1RN_HSPC:IL1R1","Gran","IL1RN","HSPC","IL1R1",NA,NA,NA,NA
"2339","Gran:IL1RN_HSPC:IL1R2","Gran","IL1RN","HSPC","IL1R2",NA,NA,NA,NA
"2340","Gran:IL1RN_HSPC:IL2RG","Gran","IL1RN","HSPC","IL2RG",NA,NA,NA,NA
"2341","Gran:LGALS9_HSPC:CD44","Gran","LGALS9","HSPC","CD44",NA,NA,0.309930995647344,2.78177603073879e-82
"2342","Gran:LGALS9_HSPC:CD47","Gran","LGALS9","HSPC","CD47",NA,NA,NA,NA
"2343","Gran:LGALS9_HSPC:HAVCR2","Gran","LGALS9","HSPC","HAVCR2",NA,NA,NA,NA
"2344","Gran:LGALS9_HSPC:LRP1","Gran","LGALS9","HSPC","LRP1",NA,NA,NA,NA
"2345","Gran:LGALS9_HSPC:PTPRC","Gran","LGALS9","HSPC","PTPRC",NA,NA,NA,NA
"2346","Gran:LGALS9_HSPC:PTPRK","Gran","LGALS9","HSPC","PTPRK",NA,NA,NA,NA
