id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Ery	B|Gran	B|HSPC	B|Mono	B|T	DC|B	DC|DC	DC|Ery	DC|Gran	DC|HSPC	DC|Mono	DC|T	Ery|B	Ery|DC	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|T	Gran|B	Gran|DC	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|T	HSPC|B	HSPC|DC	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|T	Mono|B	Mono|DC	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|T	T|B	T|DC	T|Ery	T|Gran	T|HSPC	T|Mono	T|T
CPI-SS050F23BBC	CD9_HBEGF	simple:P21926	simple:Q99075	CD9	HBEGF	False	False	False	user_curated	False	0.039	0.094	0.099	0.112	0.03	0.107	0.0	0.063	0.117	0.122	0.136	0.054	0.13	0.0	0.068	0.122	0.127	0.14	0.059	0.135	0.0	0.041	0.095	0.1	0.113	0.032	0.108	0.0	0.156	0.211	0.216	0.229	0.147	0.224	0.0	0.045	0.099	0.104	0.118	0.036	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0632A027A	CD44_HBEGF	simple:P16070	simple:Q99075	CD44	HBEGF	False	False	False	user_curated	False	0.475	0.529	0.534	0.548	0.466	0.542	0.0	0.592	0.646	0.651	0.664	0.583	0.659	0.0	0.323	0.377	0.382	0.396	0.314	0.39	0.0	0.715	0.769	0.774	0.788	0.706	0.782	0.0	1.034	1.088	1.093	1.106	1.025	1.101	0.0	0.707	0.761	0.766	0.779	0.698	0.774	0.0	0.509	0.563	0.568	0.581	0.5	0.576	0.0
CPI-SS04ACBDE69	CD6_HBEGF	simple:P30203	simple:Q99075	CD6	HBEGF	False	False	False	user_curated	False	0.03	0.084	0.089	0.103	0.021	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.073	0.078	0.091	0.01	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.072	0.077	0.091	0.009	0.085	0.0	0.207	0.261	0.266	0.279	0.198	0.274	0.0
CPI-SS01205E292	PRLR_HBEGF	simple:P16471	simple:Q99075	PRLR	HBEGF	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.071	0.076	0.089	0.008	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS019B0C6B8	CD82_HBEGF	simple:P27701	simple:Q99075	CD82	HBEGF	False	False	False	user_curated	False	0.152	0.206	0.211	0.224	0.143	0.219	0.0	0.073	0.128	0.133	0.146	0.064	0.141	0.0	0.041	0.095	0.1	0.113	0.032	0.108	0.0	0.058	0.112	0.117	0.13	0.049	0.125	0.0	0.25	0.304	0.309	0.322	0.241	0.317	0.0	0.098	0.152	0.157	0.17	0.089	0.165	0.0	0.043	0.097	0.102	0.115	0.034	0.11	0.0
CPI-SS0596B1240	HLA-A_ERBB2	simple:P04439	simple:P04626	HLA-A	ERBB2	False	False	False	user_curated	False	0.0	0.0	0.0	1.091	1.095	1.089	0.0	0.0	0.0	0.0	1.106	1.11	1.104	0.0	0.0	0.0	0.0	0.761	0.764	0.758	0.0	0.0	0.0	0.0	1.086	1.089	1.084	0.0	0.0	0.0	0.0	0.892	0.895	0.89	0.0	0.0	0.0	0.0	1.153	1.157	1.151	0.0	0.0	0.0	0.0	1.421	1.425	1.419	0.0
CPI-SS06A3BD338	TGFA_ERBB2	simple:P01135	simple:P04626	TGFA	ERBB2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.008	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F7F48304	PLXNB1_ERBB2	simple:O43157	simple:P04626	PLXNB1	ERBB2	False	False	False	user_curated	False	0.0	0.0	0.0	0.018	0.022	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.009	0.003	0.0	0.0	0.0	0.0	0.008	0.011	0.005	0.0	0.0	0.0	0.0	0.004	0.007	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03F383429	NRG2_ERBB2	simple:O14511	simple:P04626	NRG2	ERBB2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.013	0.008	0.0	0.0	0.0	0.0	0.003	0.007	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08400820C	EREG_ERBB2	simple:O14944	simple:P04626	EREG	ERBB2	False	False	False	user_curated	False	0.0	0.0	0.0	0.078	0.081	0.076	0.0	0.0	0.0	0.0	0.126	0.129	0.123	0.0	0.0	0.0	0.0	0.049	0.052	0.046	0.0	0.0	0.0	0.0	0.141	0.145	0.139	0.0	0.0	0.0	0.0	0.391	0.394	0.389	0.0	0.0	0.0	0.0	0.247	0.251	0.245	0.0	0.0	0.0	0.0	0.062	0.065	0.06	0.0
CPI-SS00F563EAF	CPNE3_ERBB2	simple:O75131	simple:P04626	CPNE3	ERBB2	False	False	False	user_curated	False	0.0	0.0	0.0	0.113	0.116	0.11	0.0	0.0	0.0	0.0	0.152	0.155	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.134	0.129	0.0	0.0	0.0	0.0	0.131	0.135	0.129	0.0	0.0	0.0	0.0	0.131	0.135	0.129	0.0	0.0	0.0	0.0	0.031	0.034	0.029	0.0
CPI-SS0CD901751	TIMP3_ADAM17	simple:P35625	simple:P78536	TIMP3	ADAM17	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.165	0.235	0.051	0.275	0.138	0.33	0.04	0.168	0.238	0.054	0.278	0.141	0.333	0.043	0.163	0.233	0.05	0.273	0.136	0.328	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0DF570F78	NOTCH1_ADAM17	simple:P46531	simple:P78536	NOTCH1	ADAM17	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.25	0.066	0.29	0.153	0.345	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.208	0.278	0.095	0.318	0.181	0.373	0.083	0.188	0.258	0.074	0.298	0.161	0.353	0.063	0.194	0.263	0.08	0.303	0.166	0.358	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04E607E34	AXL_ADAM17	simple:P30530	simple:P78536	AXL	ADAM17	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.164	0.233	0.05	0.273	0.136	0.328	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS070EEF2CD	ITGB1_ADAM17	simple:P05556	simple:P78536	ITGB1	ADAM17	False	False	False	user_curated	False	0.311	0.38	0.197	0.42	0.283	0.475	0.186	0.386	0.456	0.272	0.496	0.359	0.551	0.261	0.448	0.517	0.334	0.557	0.421	0.613	0.323	0.427	0.497	0.314	0.537	0.4	0.592	0.302	0.318	0.388	0.205	0.428	0.291	0.483	0.193	0.42	0.489	0.306	0.529	0.392	0.584	0.295	0.26	0.33	0.147	0.37	0.233	0.425	0.135
CPI-SS0533D1B76	MET_ADAM17	simple:P08581	simple:P78536	MET	ADAM17	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163	0.233	0.05	0.273	0.136	0.328	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FDFB4A50	ITGA5_ADAM17	simple:P08648	simple:P78536	ITGA5	ADAM17	False	False	False	user_curated	False	0.175	0.245	0.061	0.285	0.148	0.34	0.05	0.269	0.339	0.155	0.379	0.242	0.434	0.144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.234	0.304	0.12	0.344	0.207	0.399	0.109	0.206	0.275	0.092	0.316	0.179	0.371	0.081	0.248	0.317	0.134	0.357	0.22	0.412	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0386308FF	IL6R_ADAM17	simple:P08887	simple:P78536	IL6R	ADAM17	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.312	0.381	0.198	0.421	0.284	0.476	0.187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.282	0.351	0.168	0.392	0.255	0.447	0.157	0.226	0.296	0.113	0.336	0.199	0.391	0.101	0.284	0.354	0.171	0.394	0.257	0.449	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0CEB19F55	TGFA_ADAM17	simple:P01135	simple:P78536	TGFA	ADAM17	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.165	0.234	0.051	0.274	0.137	0.329	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05316CA0D	MUC1_ADAM17	simple:P15941	simple:P78536	MUC1	ADAM17	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172	0.241	0.058	0.281	0.144	0.336	0.047	0.209	0.279	0.095	0.319	0.182	0.374	0.084	0.17	0.239	0.056	0.279	0.142	0.334	0.045	0.184	0.253	0.07	0.293	0.156	0.348	0.059	0.166	0.236	0.053	0.276	0.139	0.331	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0CA096754	IL6R_AXL	simple:P08887	simple:P30530	IL6R	AXL	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C85BC9AF	PROS1_AXL	simple:P07225	simple:P30530	PROS1	AXL	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C25DCDE2	ADAM10_AXL	simple:O14672	simple:P30530	ADAM10	AXL	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.254	0.0	0.0	0.0	0.0	0.0	0.0	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.209	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0
CPI-SS08A9FC919	ERBB2_S100A4	simple:P04626	simple:P26447	ERBB2	S100A4	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.741	1.546	0.304	1.573	0.668	1.544	0.99	0.744	1.549	0.308	1.576	0.671	1.548	0.994	0.739	1.543	0.302	1.571	0.666	1.542	0.988	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0932B3D4F	MET_ITGB4	simple:P08581	simple:P16144	MET	ITGB4	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS073E10C24	LAMA5_ITGB4	simple:O15230	simple:P16144	LAMA5	ITGB4	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.016	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.007	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EA554877	LAMB1_ITGB4	simple:P07942	simple:P16144	LAMB1	ITGB4	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.008	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS090EF326A	LAMC1_ITGB4	simple:P11047	simple:P16144	LAMC1	ITGB4	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.028	0.0	0.0	0.0	0.0	0.0	0.031	0.031	0.0	0.0	0.0	0.0	0.0	0.01	0.011	0.0	0.0	0.0	0.0	0.0	0.008	0.008	0.0	0.0	0.0	0.0	0.0	0.037	0.037	0.0
CPI-SS04E4E70A8	FN1_VCAN	simple:P02751	simple:P13611	FN1	VCAN	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.356	0.0	1.333	0.022	1.458	0.047	0.08	0.362	0.0	1.338	0.028	1.463	0.052	0.074	0.355	0.0	1.332	0.021	1.457	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F5FE7F63	LDLR_VCAN	simple:P01130	simple:P13611	LDLR	VCAN	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109	0.391	0.0	1.367	0.057	1.492	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194	0.476	0.0	1.453	0.142	1.577	0.167	0.143	0.425	0.0	1.402	0.091	1.526	0.116	0.178	0.459	0.0	1.436	0.125	1.561	0.15	0.139	0.421	0.0	1.398	0.087	1.523	0.112
CPI-SS052990001	ITGB1_VCAN	simple:P05556	simple:P13611	ITGB1	VCAN	False	False	False	user_curated	False	0.22	0.502	0.0	1.479	0.168	1.604	0.193	0.296	0.577	0.0	1.554	0.243	1.679	0.268	0.357	0.639	0.0	1.616	0.305	1.741	0.33	0.337	0.619	0.0	1.595	0.285	1.72	0.309	0.228	0.51	0.0	1.486	0.176	1.611	0.2	0.329	0.611	0.0	1.588	0.277	1.712	0.302	0.17	0.452	0.0	1.428	0.118	1.553	0.142
CPI-SS02DF30D00	COL1A1_VCAN	simple:P02452	simple:P13611	COL1A1	VCAN	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.356	0.0	1.333	0.022	1.457	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B144AD0C	TLR2_VCAN	simple:O60603	simple:P13611	TLR2	VCAN	False	False	False	user_curated	False	0.088	0.37	0.0	1.347	0.036	1.471	0.061	0.114	0.396	0.0	1.373	0.062	1.497	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.402	0.0	1.378	0.068	1.503	0.092	0.095	0.377	0.0	1.354	0.043	1.479	0.068	0.119	0.401	0.0	1.377	0.067	1.502	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0CD2B7D51	TLR3_VCAN	simple:O15455	simple:P13611	TLR3	VCAN	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.356	0.0	1.333	0.022	1.458	0.047	0.084	0.366	0.0	1.343	0.032	1.467	0.057	0.073	0.355	0.0	1.331	0.021	1.456	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS084577134	MMP2_FGFR1	simple:P08253	simple:P11362	MMP2	FGFR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.013	0.017	0.023	0.0	0.0	0.036	0.0	0.03	0.033	0.039	0.0	0.0	0.017	0.0	0.011	0.015	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00F27FBDF	SPARC_FGFR1	simple:P09486	simple:P11362	SPARC	FGFR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.016	0.019	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097	0.0	0.091	0.094	0.1	0.0	0.0	0.183	0.0	0.177	0.18	0.186	0.0	0.0	0.047	0.0	0.041	0.045	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0445B2471	FRS3_FGFR1	simple:O43559	simple:P11362	FRS3	FGFR1	False	False	False	user_curated	False	0.0	0.028	0.0	0.023	0.026	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.015	0.018	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.012	0.015	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F1F57934	ICAM1_MET	simple:P05362	simple:P08581	ICAM1	MET	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS067EA6552	ERBB2_MET	simple:P04626	simple:P08581	ERBB2	MET	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09032AAA5	ITGB1_MET	simple:P05556	simple:P08581	ITGB1	MET	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.224	0.0	0.0	0.0	0.0	0.0	0.0	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.265	0.0	0.0	0.0	0.0	0.0	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.257	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0
CPI-SS0EE6E46E7	IGF1R_MET	simple:P08069	simple:P08581	IGF1R	MET	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0
CPI-SS0E14775AE	NRP1_MET	simple:O14786	simple:P08581	NRP1	MET	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05438499B	PLXNB1_MET	simple:O43157	simple:P08581	PLXNB1	MET	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03BF95E36	TNFRSF10B_MET	simple:O14763	simple:P08581	TNFRSF10B	MET	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS086BFF188	ADAM10_MET	simple:O14672	simple:P08581	ADAM10	MET	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.254	0.0	0.0	0.0	0.0	0.0	0.0	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.209	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0
CPI-SS0BC7CD11B	LGALS9_MET	simple:O00182	simple:P08581	LGALS9	MET	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.226	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.0	0.0	0.209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0511FD78F	RET_MET	simple:P07949	simple:P08581	RET	MET	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FB93FBEF	MET_LRIG1	simple:P08581	simple:Q96JA1	MET	LRIG1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.017	0.0	0.007	0.003	0.003	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0098257EA	ITGB1_VEGFA	simple:P05556	simple:P15692	ITGB1	VEGFA	False	False	False	user_curated	False	0.163	0.158	0.0	0.194	0.154	0.201	0.0	0.239	0.233	0.0	0.27	0.229	0.277	0.0	0.301	0.295	0.0	0.331	0.291	0.338	0.0	0.28	0.275	0.0	0.311	0.271	0.318	0.0	0.171	0.166	0.0	0.202	0.162	0.209	0.0	0.272	0.267	0.0	0.303	0.263	0.31	0.0	0.113	0.108	0.0	0.144	0.104	0.151	0.0
CPI-SS0DBAA0A77	ITGAV_VEGFA	simple:P06756	simple:P15692	ITGAV	VEGFA	False	False	False	user_curated	False	0.03	0.024	0.0	0.061	0.02	0.068	0.0	0.045	0.039	0.0	0.076	0.035	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.031	0.0	0.068	0.027	0.075	0.0	0.043	0.038	0.0	0.074	0.034	0.081	0.0	0.045	0.04	0.0	0.076	0.036	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0DE0A486F	NRP1_VEGFA	simple:O14786	simple:P15692	NRP1	VEGFA	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.023	0.0	0.059	0.018	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.016	0.0	0.052	0.012	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E00478B4	NRP2_VEGFA	simple:O60462	simple:P15692	NRP2	VEGFA	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.014	0.0	0.05	0.01	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.02	0.0	0.057	0.016	0.064	0.0	0.019	0.013	0.0	0.049	0.009	0.056	0.0	0.021	0.015	0.0	0.052	0.011	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
