id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Ery	B|Gran	B|HSPC	B|Mono	B|T	DC|B	DC|DC	DC|Ery	DC|Gran	DC|HSPC	DC|Mono	DC|T	Ery|B	Ery|DC	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|T	Gran|B	Gran|DC	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|T	HSPC|B	HSPC|DC	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|T	Mono|B	Mono|DC	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|T	T|B	T|DC	T|Ery	T|Gran	T|HSPC	T|Mono	T|T
CPI-SS0C78C21A5	FYN_SPN	simple:P06241	simple:P16150	FYN	SPN	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CPI-SS0E2597B38	CD4_HLA-DRA	simple:P01730	simple:P01903	CD4	HLA-DRA	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
CPI-SS062A16D80	CD4_HLA-DQA1	simple:P01730	simple:P01909	CD4	HLA-DQA1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CPI-SS0BF909D7D	CD4_HLA-DRB1	simple:P01730	simple:P01911	CD4	HLA-DRB1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
CPI-SS001B88F53	CD4_HLA-DQB1	simple:P01730	simple:P01920	CD4	HLA-DQB1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
CPI-SS0719BAC44	CD4_HLA-DPB1	simple:P01730	simple:P04440	CD4	HLA-DPB1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
CPI-SS0D3DE8715	CD4_HLA-DPA1	simple:P01730	simple:P20036	CD4	HLA-DPA1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
CPI-SS0772F470E	LAG3_HLA-DPA1	simple:P18627	simple:P20036	LAG3	HLA-DPA1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS05FC22EFD	CD4_HLA-DMA	simple:P01730	simple:P28067	CD4	HLA-DMA	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
CPI-SS0D3BA6E81	CD4_HLA-DMB	simple:P01730	simple:P28068	CD4	HLA-DMB	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CPI-SS001AF75AA	FCGRT_LILRB2	simple:P55899	simple:Q8N423	FCGRT	LILRB2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS05767306F	ITGA4_ICAM4	simple:P13612	simple:Q14773	ITGA4	ICAM4	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS02454BF63	ITGA4_TGM2	simple:P13612	simple:P21980	ITGA4	TGM2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0D2CA1DBE	CD36_THBS3	simple:P16671	simple:P49746	CD36	THBS3	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CPI-SS02ACCF1F7	MIF_TNFRSF14	simple:P14174	simple:Q92956	MIF	TNFRSF14	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS05EA532DE	RAMP1_ADM	simple:O60894	simple:P35318	RAMP1	ADM	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CPI-SS088EBBFD8	ADCY7_GNAS	simple:P51828	simple:Q5JWF2	ADCY7	GNAS	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CPI-SS02AB83042	HLA-DPA1_TNFSF9	simple:P20036	simple:P41273	HLA-DPA1	TNFSF9	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
CPI-SS02B2D99CE	CD79B_KREMEN1	simple:P40259	simple:Q96MU8	CD79B	KREMEN1	False	False	False	user_curated	False	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS01DB03813	LDLR_HSPA8	simple:P01130	simple:P11142	LDLR	HSPA8	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CPI-SS0C6E8B500	TYROBP_PLXNA1	simple:O43914	simple:Q9UIW2	TYROBP	PLXNA1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS024E759C1	CD44_PSEN1	simple:P16070	simple:P49768	CD44	PSEN1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0
CPI-SS09E666A60	DNAJA3_STUB1	simple:Q96EY1	simple:Q9UNE7	DNAJA3	STUB1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS04F0C53CB	SIRPA_CD69	simple:P78324	simple:Q07108	SIRPA	CD69	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CPI-SS0CB559698	S100A8_CD69	simple:P05109	simple:Q07108	S100A8	CD69	False	False	False	user_curated	False	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1
CPI-SS0538293BB	LGALS1_CD69	simple:P09382	simple:Q07108	LGALS1	CD69	False	False	False	user_curated	False	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1
CPI-SS07939D079	ITGB2_S100A8	simple:P05107	simple:P05109	ITGB2	S100A8	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
CPI-SS0EB5D4AA1	TLR4_S100A8	simple:O00206	simple:P05109	TLR4	S100A8	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CPI-SS0EBE756E8	ITGB2_S100A9	simple:P05107	simple:P06702	ITGB2	S100A9	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
CPI-SS0A15A5445	TLR4_S100A9	simple:O00206	simple:P06702	TLR4	S100A9	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CPI-SS0CD88C2A8	HLA-C_CD53	simple:P10321	simple:P19397	HLA-C	CD53	False	False	False	user_curated	False	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CPI-SS0D60AC3F3	HLA-DRA_CD53	simple:P01903	simple:P19397	HLA-DRA	CD53	False	False	False	user_curated	False	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0
CPI-SS0B5B0130D	HLA-DRB1_CD53	simple:P01911	simple:P19397	HLA-DRB1	CD53	False	False	False	user_curated	False	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0
CPI-SS0CBFFA92D	CD37_CD53	simple:P11049	simple:P19397	CD37	CD53	False	False	False	user_curated	False	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CPI-SS09000A318	CD2_CD53	simple:P06729	simple:P19397	CD2	CD53	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CPI-SS0B8685246	MS4A1_CD53	simple:P11836	simple:P19397	MS4A1	CD53	False	False	False	user_curated	False	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0649D9615	CD44_COL9A2	simple:P16070	simple:Q14055	CD44	COL9A2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
CPI-SS0EC14DD9B	ITGA6_CD82	simple:P23229	simple:P27701	ITGA6	CD82	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS033148584	ITGA4_CD82	simple:P13612	simple:P27701	ITGA4	CD82	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CPI-SS0F8D0AB8C	HLA-DRA_CD82	simple:P01903	simple:P27701	HLA-DRA	CD82	False	False	False	user_curated	False	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0
CPI-SS0B598B098	HLA-DRB1_CD82	simple:P01911	simple:P27701	HLA-DRB1	CD82	False	False	False	user_curated	False	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0
CPI-SS0EE7E5071	CD37_CD82	simple:P11049	simple:P27701	CD37	CD82	False	False	False	user_curated	False	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CPI-SS0BCA51CFE	MS4A1_CD82	simple:P11836	simple:P27701	MS4A1	CD82	False	False	False	user_curated	False	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0679ACC58	TLR4_RETN	simple:O00206	simple:Q9HD89	TLR4	RETN	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CPI-SS0914E6659	CAP1_RETN	simple:Q01518	simple:Q9HD89	CAP1	RETN	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
CPI-SS07151D8BB	TLR4_S100A12	simple:O00206	simple:P80511	TLR4	S100A12	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CPI-SS086F711C7	CD36_S100A12	simple:P16671	simple:P80511	CD36	S100A12	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
CPI-SS048D55DBE	CD36_CD9	simple:P16671	simple:P21926	CD36	CD9	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CPI-SS07EFC724D	ITGA4_CD9	simple:P13612	simple:P21926	ITGA4	CD9	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS09ED670BE	HLA-DRA_CD9	simple:P01903	simple:P21926	HLA-DRA	CD9	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CPI-SS0BE813E57	HLA-B_CANX	simple:P01889	simple:P27824	HLA-B	CANX	False	False	False	user_curated	False	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CPI-SS043FD4010	TFRC_B2M	simple:P02786	simple:P61769	TFRC	B2M	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0BB5B4A97	CD63_KIT	simple:P08962	simple:P10721	CD63	KIT	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CPI-SS02209E289	FCGRT_LILRA2	simple:P55899	simple:Q8N149	FCGRT	LILRA2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS03133B4F2	TFRC_TNFSF13B	simple:P02786	simple:Q9Y275	TFRC	TNFSF13B	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS05D41FF61	HLA-DPB1_TNFSF13B	simple:P04440	simple:Q9Y275	HLA-DPB1	TNFSF13B	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0
CPI-SS012924CEE	CD40_LTB	simple:P25942	simple:Q06643	CD40	LTB	False	False	False	user_curated	False	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0A984F086	TNFRSF1A_LTB	simple:P19438	simple:Q06643	TNFRSF1A	LTB	False	False	False	user_curated	False	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS06CBC985C	LTBR_LTB	simple:P36941	simple:Q06643	LTBR	LTB	False	False	False	user_curated	False	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0066F1AF3	GSTP1_TRAF2	simple:P09211	simple:Q12933	GSTP1	TRAF2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0FC9B5203	ENG_ZYX	simple:P17813	simple:Q15942	ENG	ZYX	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS074C7086D	TYROBP_TREM1	simple:O43914	simple:Q9NP99	TYROBP	TREM1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CPI-SS0CCD27D10	CIRBP_TREM1	simple:Q14011	simple:Q9NP99	CIRBP	TREM1	False	False	False	user_curated	False	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
CPI-SS06956E3DA	MPIG6B_IGFBP7	simple:O95866	simple:Q16270	MPIG6B	IGFBP7	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0EB765A1B	HLA-DRA_LAG3	simple:P01903	simple:P18627	HLA-DRA	LAG3	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CPI-SS0EA42D5F1	HLA-DRB1_LAG3	simple:P01911	simple:P18627	HLA-DRB1	LAG3	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CPI-SS09F82DB40	HLA-DPB1_LAG3	simple:P04440	simple:P18627	HLA-DPB1	LAG3	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CPI-SS0570EC655	HLA-DQA1_LAG3	simple:P01909	simple:P18627	HLA-DQA1	LAG3	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CPI-SS0102552D8	HLA-DQB1_LAG3	simple:P01920	simple:P18627	HLA-DQB1	LAG3	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CPI-SS086EA378D	C1QA_CD33	simple:P02745	simple:P20138	C1QA	CD33	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0
CPI-SS0E06F7A23	FCGRT_IGFLR1	simple:P55899	simple:Q9H665	FCGRT	IGFLR1	False	False	False	user_curated	False	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS067BA9202	LAIR1_LILRB4	simple:Q6GTX8	simple:Q8NHJ6	LAIR1	LILRB4	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CPI-SS072153B22	AQP1_CTNNB1	simple:P29972	simple:P35222	AQP1	CTNNB1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0068487D6	CD48_IL18	simple:P09326	simple:Q14116	CD48	IL18	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0
CPI-SS048518585	S100A9_CD68	simple:P06702	simple:P34810	S100A9	CD68	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS05C3568B3	S100A8_CD68	simple:P05109	simple:P34810	S100A8	CD68	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0E71CCB88	EPOR_IFNGR2	simple:P19235	simple:P38484	EPOR	IFNGR2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0E3695B92	ITGA4_ADAM28	simple:P13612	simple:Q9UKQ2	ITGA4	ADAM28	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS06571E05E	HLA-DRA_CD63	simple:P01903	simple:P08962	HLA-DRA	CD63	False	False	False	user_curated	False	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	1	0	0	1	0
CPI-SS05BDE8B70	TIMP1_CD63	simple:P01033	simple:P08962	TIMP1	CD63	False	False	False	user_curated	False	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0
CPI-SS03C85A29D	HLA-DRA_CD37	simple:P01903	simple:P11049	HLA-DRA	CD37	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0
CPI-SS059A8EB91	HLA-DRB1_CD37	simple:P01911	simple:P11049	HLA-DRB1	CD37	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0
CPI-SS03A96DA10	CD2_CD48	simple:P06729	simple:P09326	CD2	CD48	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
CPI-SS06A7159A8	CD69_KLRB1	simple:Q07108	simple:Q12918	CD69	KLRB1	False	False	False	user_curated	False	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
