	gene_symbol	is_in_LR_database	isLigand	isReceptor	sum_pseudobulkCellType_expr	sum_pseudobulkCellType_expr_threshold	sum_pseudobulkCellType_expr_filter
3325	GMPS	False	False	False	24.8799430314918	0.25	True
3326	AC104472.5	False	False	False	0.312261225745404	0.25	True
3327	KCNAB1	True	True	False	0.281960042862156	0.25	True
3328	AC091607.2	False	False	False	2.77681686499621	0.25	True
3329	AC084036.1	False	False	False	0.937277164885298	0.25	True
3330	SSR3	False	False	False	45.6621447255087	0.25	True
3331	TIPARP-AS1	False	False	False	2.01484772336416	0.25	True
3332	TIPARP	False	False	False	24.8492434275304	0.25	True
3333	LINC00886	False	False	False	0.353291022564284	0.25	True
3334	LEKR1	False	False	False	0.329955767908798	0.25	True
3335	LINC02029	False	False	False	0.326609462786612	0.25	True
3336	LINC00881	False	False	False	0.28133677926485	0.25	True
3337	CCNL1	False	False	False	131.716073646389	0.25	True
3338	AC092944.1	False	False	False	5.63872055148476	0.25	True
3339	PTX3	False	False	False	5.27512225875296	0.25	True
3340	SHOX2	False	False	False	0.607879885720461	0.25	True
3341	RSRC1	False	False	False	25.0991063844971	0.25	True
3342	AC106707.1	False	False	False	1.96463260528972	0.25	True
3343	MLF1	False	False	False	2.5619893612839	0.25	True
3344	GFM1	False	False	False	13.0622374109438	0.25	True
3345	LXN	False	False	False	10.125127536534	0.25	True
3346	RARRES1	True	True	False	0.430170062167016	0.25	True
3347	MFSD1	False	False	False	26.986699554733	0.25	True
3348	AC080013.5	False	False	False	0.389808482088942	0.25	True
3349	IQCJ-SCHIP1	False	False	False	0.357676983226459	0.25	True
3350	SCHIP1	False	False	False	0.523859858969742	0.25	True
3351	IL12A-AS1	False	False	False	0.778089300165803	0.25	True
3352	IL12A	True	True	False	0.858891288482832	0.25	True
3353	C3orf80	False	False	False	1.7789398054987	0.25	True
3354	IFT80	False	False	False	4.63242767671555	0.25	True
3355	SMC4	False	False	False	38.0486191532204	0.25	True
3356	TRIM59	False	False	False	14.768193576943	0.25	True
3357	KPNA4	False	False	False	36.4830629625779	0.25	True
3358	AC069224.1	False	False	False	0.351580987753482	0.25	True
3359	PPM1L	False	False	False	4.29658577525446	0.25	True
3360	B3GALNT1	False	False	False	3.60408924711811	0.25	True
3361	NMD3	False	False	False	17.6579242271335	0.25	True
3362	SPTSSB	False	False	False	0.587303982750465	0.25	True
3363	SERPINI2	False	False	False	0.274996742469389	0.25	True
3364	WDR49	False	False	False	3.81216641626301	0.25	True
3365	PDCD10	False	False	False	31.7677198158264	0.25	True
3366	SERPINI1	False	False	False	1.74526231702934	0.25	True
3367	GOLIM4	False	False	False	14.7418574561549	0.25	True
3368	AC069243.1	False	False	False	0.966686920156263	0.25	True
3369	MECOM	False	False	False	0.7486757748001	0.25	True
3370	TERC	False	False	False	0.250722135755376	0.25	True
3371	AC078802.1	False	False	False	0.661863155899096	0.25	True
3372	MYNN	False	False	False	8.25521079008162	0.25	True
3373	LRRC34	False	False	False	1.58438260662118	0.25	True
3374	AC008040.1	False	False	False	0.270850289099175	0.25	True
3375	SEC62	False	False	False	82.9601395947239	0.25	True
3376	GPR160	False	False	False	6.01726234055695	0.25	True
3377	PHC3	False	False	False	24.2394331527307	0.25	True
3378	PRKCI	False	False	False	6.90505285644515	0.25	True
3379	SKIL	False	False	False	30.9629158429198	0.25	True
3380	RPL22L1	False	False	False	76.4499533379956	0.25	True
3381	EIF5A2	False	False	False	4.98548503087619	0.25	True
3382	TNIK	False	False	False	8.62184944185875	0.25	True
3383	PLD1	True	False	True	7.98267495815224	0.25	True
3384	FNDC3B	False	False	False	21.2196082670275	0.25	True
3385	TNFSF10	True	True	False	14.443070214737	0.25	True
3386	NCEH1	False	False	False	8.62788528106524	0.25	True
3387	ECT2	False	False	False	4.46705756611771	0.25	True
3388	NAALADL2	False	False	False	0.344319193668339	0.25	True
3389	TBL1XR1	False	False	False	32.0152012206262	0.25	True
3390	ZMAT3	False	False	False	9.92953166905176	0.25	True
3391	PIK3CA	True	True	False	19.2981411020699	0.25	True
3392	KCNMB3	False	False	False	1.40875449257353	0.25	True
3393	ZNF639	False	False	False	17.2689598106372	0.25	True
3394	MFN1	False	False	False	8.79374249587432	0.25	True
3395	GNB4	False	False	False	18.349883747262	0.25	True
3396	AC007620.2	False	False	False	0.91839073243847	0.25	True
3397	ACTL6A	False	False	False	9.09572712648422	0.25	True
3398	MRPL47	False	False	False	31.5020979211107	0.25	True
3399	NDUFB5	False	False	False	35.7755998708832	0.25	True
3400	USP13	False	False	False	2.61620865983233	0.25	True
3401	TTC14	False	False	False	34.5800848069686	0.25	True
3402	FXR1	False	False	False	57.1032887647	0.25	True
3403	DNAJC19	False	False	False	23.4448939211659	0.25	True
3404	SOX2-OT	False	False	False	0.301761763086931	0.25	True
3405	ATP11B	False	False	False	25.1950642845897	0.25	True
3406	AC092953.2	False	False	False	0.27675727793475	0.25	True
3407	DCUN1D1	False	False	False	23.2176342731177	0.25	True
3408	MCCC1	False	False	False	6.6720984592913	0.25	True
3409	MCF2L2	False	False	False	1.2176582919589	0.25	True
3410	B3GNT5	False	False	False	10.2109629952538	0.25	True
3411	KLHL6	False	False	False	5.61836251285788	0.25	True
3412	KLHL24	False	False	False	34.3289405202849	0.25	True
3413	YEATS2	False	False	False	6.36168125124806	0.25	True
3414	MAP6D1	False	False	False	0.358155528913749	0.25	True
3415	PARL	False	False	False	24.7742793827371	0.25	True
3416	ABCC5	False	False	False	6.16967801520159	0.25	True
3417	EIF2B5	False	False	False	13.9475352327771	0.25	True
3418	DVL3	False	False	False	7.64517176601437	0.25	True
3419	AP2M1	False	False	False	49.6067797415729	0.25	True
3420	ABCF3	False	False	False	6.38903879095991	0.25	True
3421	ALG3	False	False	False	9.2630126228553	0.25	True
3422	EEF1AKMT4	False	False	False	2.43489409884063	0.25	True
3423	PSMD2	False	False	False	30.1333044563071	0.25	True
3424	EIF4G1	False	False	False	31.414780566912	0.25	True
3425	FAM131A	False	False	False	1.96609780353428	0.25	True
3426	CLCN2	False	False	False	0.600486940121625	0.25	True
3427	POLR2H	False	False	False	19.1563959618054	0.25	True
3428	EPHB3	True	False	True	0.392535235512348	0.25	True
3429	MAGEF1	False	False	False	5.76571697584889	0.25	True
3430	VPS8	False	False	False	8.6637052756299	0.25	True
3431	EHHADH	False	False	False	0.836557240006767	0.25	True
3432	MAP3K13	False	False	False	13.2712342975251	0.25	True
3433	TMEM41A	False	False	False	8.51755968005621	0.25	True
3434	SENP2	False	False	False	11.7731507928312	0.25	True
3435	IGF2BP2	False	False	False	21.2424581895458	0.25	True
3436	TRA2B	False	False	False	116.311112225346	0.25	True
3437	ETV5	True	True	False	1.71391640325542	0.25	True
3438	DGKG	False	False	False	3.09307215703783	0.25	True
3439	CRYGS	False	False	False	0.336018567308218	0.25	True
3440	TBCCD1	False	False	False	1.78109543131806	0.25	True
3441	DNAJB11	True	True	False	30.6249858211914	0.25	True
3442	AC068631.1	False	False	False	0.746304955226578	0.25	True
3443	AC112907.3	False	False	False	0.886095017735611	0.25	True
3444	EIF4A2	False	False	False	85.1726241279806	0.25	True
3445	RFC4	False	False	False	10.290391577423	0.25	True
3446	ST6GAL1	True	True	False	8.74042864241381	0.25	True
3447	RPL39L	False	False	False	4.46227651685411	0.25	True
3448	RTP4	False	False	False	1.14031691395401	0.25	True
3449	BCL6	False	False	False	21.2897244212147	0.25	True
3450	AC072022.2	False	False	False	0.548358804162838	0.25	True
3451	LPP-AS2	False	False	False	0.727090732352543	0.25	True
3452	LPP	True	False	True	23.7436191482029	0.25	True
3453	TPRG1-AS1	False	False	False	0.385873707670828	0.25	True
3454	TPRG1	False	False	False	0.693543883943031	0.25	True
3455	P3H2	False	False	False	0.430531193569823	0.25	True
3456	IL1RAP	True	False	True	9.31898429631558	0.25	True
3457	OSTN-AS1	False	False	False	0.328035683404494	0.25	True
3458	CCDC50	False	False	False	23.1318279442626	0.25	True
3459	MB21D2	False	False	False	0.543650623114371	0.25	True
3460	ATP13A4	False	False	False	0.253425893367328	0.25	True
3461	OPA1	False	False	False	21.2099558050955	0.25	True
3462	HES1	False	False	False	2.89098618484167	0.25	True
3463	ATP13A3	False	False	False	33.319329771414	0.25	True
3464	LINC00884	False	False	False	2.41751637830436	0.25	True
3465	TMEM44-AS1	False	False	False	5.27343269021179	0.25	True
3466	TMEM44	False	False	False	1.24756060319659	0.25	True
3467	LSG1	False	False	False	13.0847509978368	0.25	True
3468	FAM43A	False	False	False	3.69594141543539	0.25	True
3469	XXYLT1	False	False	False	3.9333217237482	0.25	True
3470	XXYLT1-AS2	False	False	False	0.414882141848647	0.25	True
3471	ACAP2	False	False	False	47.2963866288097	0.25	True
3472	ACAP2-IT1	False	False	False	0.254301618382092	0.25	True
3473	PPP1R2	False	False	False	55.9790223890221	0.25	True
3474	AC233280.1	False	False	False	0.614209371789332	0.25	True
3475	MUC20	True	False	True	0.707895223303431	0.25	True
3476	TNK2	False	False	False	10.4624744706148	0.25	True
3477	AC124944.3	False	False	False	0.711216507113494	0.25	True
3478	TNK2-AS1	False	False	False	0.862953276667587	0.25	True
3479	TFRC	True	False	True	45.1256770811272	0.25	True
3480	ZDHHC19	False	False	False	0.440368995796152	0.25	True
3481	SLC51A	False	False	False	1.12025032913924	0.25	True
3482	PCYT1A	False	False	False	10.2849994341274	0.25	True
3483	TCTEX1D2	False	False	False	6.50233889210474	0.25	True
3484	TM4SF19-AS1	False	False	False	0.414640412986255	0.25	True
3485	UBXN7	False	False	False	25.1405129735888	0.25	True
3486	RNF168	False	False	False	26.7532988271299	0.25	True
3487	WDR53	False	False	False	2.34168668291844	0.25	True
3488	FBXO45	False	False	False	6.89155968872183	0.25	True
3489	NRROS	False	False	False	10.0362875303572	0.25	True
3490	PIGX	False	False	False	10.0426845429656	0.25	True
3491	CEP19	False	False	False	1.79957984814693	0.25	True
3492	PAK2	False	False	False	68.0196179755479	0.25	True
3493	SENP5	False	False	False	17.2918836887638	0.25	True
3494	AC016949.1	False	False	False	8.44120365765328	0.25	True
3495	NCBP2	False	False	False	23.525904116125	0.25	True
3496	NCBP2-AS1	False	False	False	0.255867987189559	0.25	True
3497	NCBP2AS2	False	False	False	31.0207357885732	0.25	True
3498	PIGZ	False	False	False	2.08008061745081	0.25	True
3499	MELTF	True	True	True	1.25274797986248	0.25	True
3500	MELTF-AS1	False	False	False	1.17887610625826	0.25	True
3501	DLG1	False	False	False	20.6167129472415	0.25	True
3502	BDH1	False	False	False	4.66097533832384	0.25	True
3503	AC024560.4	False	False	False	0.782067481791886	0.25	True
3504	AC024560.5	False	False	False	5.6533515679006	0.25	True
3505	RUBCN	False	False	False	9.47654817687763	0.25	True
3506	FYTTD1	False	False	False	31.4164488651601	0.25	True
3507	AC055764.2	False	False	False	0.26731326012162	0.25	True
3508	LRCH3	False	False	False	8.24271061205518	0.25	True
3509	IQCG	False	False	False	3.37300173845772	0.25	True
3510	RPL35A	False	False	False	331.566980367851	0.25	True
3511	LMLN	False	False	False	1.34310232189367	0.25	True
3512	ZNF595	False	False	False	2.81520657514519	0.25	True
3513	ZNF718	False	False	False	2.21899565545438	0.25	True
3514	ZNF141	False	False	False	9.35177686226595	0.25	True
3515	ZNF721	False	False	False	13.6617768063606	0.25	True
3516	PIGG	False	False	False	5.72583764450248	0.25	True
3517	PDE6B	False	False	False	2.7525657586306	0.25	True
3518	AC107464.3	False	False	False	1.31640263170969	0.25	True
3519	ATP5ME	False	False	False	94.7476055671979	0.25	True
3520	MYL5	False	False	False	3.77532448503555	0.25	True
3521	SLC49A3	False	False	False	1.48459807898773	0.25	True
3522	PCGF3	False	False	False	8.658475766693	0.25	True
3523	AC139887.4	False	False	False	0.663770052663059	0.25	True
3524	AC139887.2	False	False	False	6.90557157121707	0.25	True
3525	CPLX1	False	False	False	0.2800404727164	0.25	True
3526	GAK	False	False	False	21.3568571796494	0.25	True
3527	TMEM175	False	False	False	4.5874510608627	0.25	True
3528	DGKQ	False	False	False	4.34356647162373	0.25	True
3529	IDUA	False	False	False	2.61209613401737	0.25	True
3530	FGFRL1	True	True	True	3.91146013573369	0.25	True
3531	RNF212	False	False	False	0.524860465462057	0.25	True
3532	SPON2	True	True	False	17.3995749655869	0.25	True
3533	CTBP1-AS	False	False	False	1.59008154085953	0.25	True
3534	CTBP1	False	False	False	23.6439436623851	0.25	True
3535	CTBP1-DT	False	False	False	4.7630276990054	0.25	True
3536	MAEA	False	False	False	10.7200776442961	0.25	True
3537	UVSSA	False	False	False	5.77688317590018	0.25	True
3538	CRIPAK	False	False	False	1.38268649790045	0.25	True
3539	AC147067.1	False	False	False	2.44442274854075	0.25	True
3540	SLBP	False	False	False	33.6374855563622	0.25	True
3541	AC016773.1	False	False	False	2.16462189427339	0.25	True
3542	TACC3	False	False	False	15.9562794357928	0.25	True
3543	TMEM129	False	False	False	4.03647148182212	0.25	True
3544	FGFR3	True	True	True	0.340007426831425	0.25	True
3545	LETM1	False	False	False	11.226079812605	0.25	True
3546	NSD2	False	False	False	17.0617229974952	0.25	True
3547	NELFA	False	False	False	10.4655024349875	0.25	True
3548	C4orf48	False	False	False	38.391767894194	0.25	True
3549	POLN	False	False	False	0.448964902446312	0.25	True
3550	HAUS3	False	False	False	15.4577621378733	0.25	True
3551	MXD4	False	False	False	45.4415115784963	0.25	True
3552	ZFYVE28	False	False	False	3.94846014204692	0.25	True
3553	RNF4	False	False	False	19.5076894392435	0.25	True
3554	FAM193A	False	False	False	11.4090586507514	0.25	True
3555	TNIP2	False	False	False	14.5755249970214	0.25	True
3556	SH3BP2	False	False	False	22.4068007936142	0.25	True
3557	ADD1	False	False	False	35.1440189468562	0.25	True
3558	MFSD10	False	False	False	32.8786377101495	0.25	True
3559	NOP14-AS1	False	False	False	3.21228518799068	0.25	True
3560	NOP14	False	False	False	14.7293513196703	0.25	True
3561	GRK4	False	False	False	1.86982193856027	0.25	True
3562	HTT	False	False	False	19.5578505430527	0.25	True
3563	RGS12	False	False	False	4.52992535698396	0.25	True
3564	DOK7	False	False	False	0.452662451956014	0.25	True
3565	LRPAP1	True	True	True	40.4102908266607	0.25	True
3566	TMEM128	False	False	False	5.17081878453131	0.25	True
3567	LYAR	False	False	False	29.9692734899634	0.25	True
3568	ZBTB49	False	False	False	2.26433528430379	0.25	True
3569	NSG1	False	False	False	1.34239675564832	0.25	True
3570	STX18	False	False	False	8.53962668422972	0.25	True
3571	STX18-AS1	False	False	False	2.29210177258767	0.25	True
3572	CYTL1	True	True	False	11.8485270276694	0.25	True
3573	STK32B	False	False	False	0.594668180124606	0.25	True
3574	EVC2	True	False	True	0.407923211327988	0.25	True
3575	JAKMIP1	False	False	False	0.713465758302703	0.25	True
3576	WFS1	False	False	False	0.270495009154964	0.25	True
3577	MAN2B2	False	False	False	7.39424870085938	0.25	True
3578	MRFAP1	False	False	False	42.1937084821385	0.25	True
3579	LINC02482	False	False	False	1.50305342639787	0.25	True
3580	AC093323.1	False	False	False	6.37990485776467	0.25	True
3581	LINC002481	False	False	False	0.679589754797502	0.25	True
3582	S100P	False	False	False	3.26844239920871	0.25	True
3583	MRFAP1L1	False	False	False	9.54616381612618	0.25	True
3584	BLOC1S4	False	False	False	14.6929199449918	0.25	True
3585	KIAA0232	False	False	False	17.9698668847185	0.25	True
3586	TBC1D14	False	False	False	6.71579431042544	0.25	True
3587	AC097382.3	False	False	False	1.21092566028132	0.25	True
3588	CCDC96	False	False	False	0.813221169355201	0.25	True
3589	TADA2B	False	False	False	8.45753914826029	0.25	True
3590	GRPEL1	False	False	False	19.9213870535179	0.25	True
3591	LINC02447	False	False	False	0.557263967730418	0.25	True
3592	AFAP1	False	False	False	0.695105353948992	0.25	True
3593	SH3TC1	False	False	False	7.71179396385918	0.25	True
3594	HTRA3	False	False	False	1.10711117877422	0.25	True
3595	AC104825.1	False	False	False	0.654264029384882	0.25	True
3596	ACOX3	False	False	False	2.37468064924519	0.25	True
3597	TRMT44	False	False	False	3.63646420331389	0.25	True
3598	AC105345.1	False	False	False	0.510176859369317	0.25	True
3599	AC108519.1	False	False	False	0.821745056000123	0.25	True
3600	SLC2A9	False	False	False	1.9090994656487	0.25	True
3601	AC005674.2	False	False	False	1.73599028852764	0.25	True
3602	WDR1	False	False	False	35.657498301434	0.25	True
3603	ZNF518B	False	False	False	4.53834983522241	0.25	True
3604	CLNK	False	False	False	1.47212871612002	0.25	True
3605	HS3ST1	False	False	False	1.52392785563112	0.25	True
3606	AC006230.1	False	False	False	1.28374697063562	0.25	True
3607	AC025539.1	False	False	False	0.38615056623699	0.25	True
3608	RAB28	False	False	False	4.69185420990916	0.25	True
3609	BOD1L1	False	False	False	74.957153160622	0.25	True
3610	LINC00504	False	False	False	0.673910281354492	0.25	True
3611	CPEB2	False	False	False	6.9860336158131	0.25	True
3612	CC2D2A	True	False	True	0.449631817409209	0.25	True
3613	FBXL5	False	False	False	28.0465108639321	0.25	True
3614	FAM200B	False	False	False	16.4388833301519	0.25	True
3615	BST1	True	True	False	13.7647913062012	0.25	True
3616	CD38	True	False	True	13.6698202817526	0.25	True
3617	FGFBP2	False	False	False	28.8993972998546	0.25	True
3618	PROM1	False	False	False	3.3674369705106	0.25	True
3619	TAPT1	False	False	False	16.7305577615332	0.25	True
3620	TAPT1-AS1	False	False	False	0.411570633936405	0.25	True
3621	LDB2	False	False	False	0.373473564670958	0.25	True
3622	QDPR	True	True	False	9.13001754958122	0.25	True
3623	LAP3	False	False	False	29.3955467816165	0.25	True
3624	AC006160.1	False	False	False	0.328996111854247	0.25	True
3625	MED28	False	False	False	31.1523195808652	0.25	True
3626	FAM184B	False	False	False	3.40682105674981	0.25	True
3627	DCAF16	False	False	False	14.1724858926857	0.25	True
3628	NCAPG	False	False	False	7.16926813811229	0.25	True
3629	LCORL	False	False	False	10.6449197193997	0.25	True
3630	PACRGL	False	False	False	2.55908275257367	0.25	True
3631	ADGRA3	True	True	False	2.37098421980548	0.25	True
3632	DHX15	False	False	False	25.645565301026	0.25	True
3633	CCDC149	False	False	False	1.55374412568288	0.25	True
3634	SEPSECS	False	False	False	3.84387737102346	0.25	True
3635	SEPSECS-AS1	False	False	False	3.28354732788321	0.25	True
3636	PI4K2B	False	False	False	5.24474113647874	0.25	True
3637	ZCCHC4	False	False	False	2.2100177914047	0.25	True
3638	ANAPC4	False	False	False	6.88774646754437	0.25	True
3639	SEL1L3	False	False	False	13.5969569277355	0.25	True
3640	AC092436.3	False	False	False	0.339902754125808	0.25	True
3641	SMIM20	False	False	False	11.5747091680584	0.25	True
3642	RBPJ	False	False	False	42.1853838988882	0.25	True
3643	TBC1D19	False	False	False	1.83935086174419	0.25	True
3644	STIM2	False	False	False	21.8499290961686	0.25	True
3645	STIM2-AS1	False	False	False	0.669584660868823	0.25	True
3646	ARAP2	False	False	False	20.941506470616	0.25	True
3647	DTHD1	False	False	False	3.48987801594806	0.25	True
3648	C4orf19	False	False	False	0.683190314219304	0.25	True
3649	RELL1	False	False	False	17.8442113001575	0.25	True
3650	PGM2	False	False	False	9.01789565565344	0.25	True
3651	TBC1D1	False	False	False	20.3667427742896	0.25	True
3652	KLF3-AS1	False	False	False	2.09500297512772	0.25	True
3653	KLF3	False	False	False	63.4587413895519	0.25	True
3654	TLR10	False	False	False	2.83369918148731	0.25	True
3655	TLR1	True	False	True	5.59639287235929	0.25	True
3656	TLR6	True	False	True	3.14380294759913	0.25	True
3657	FAM114A1	False	False	False	1.09090672302481	0.25	True
3658	TMEM156	False	False	False	10.1032627680005	0.25	True
3659	KLHL5	False	False	False	8.95542435694963	0.25	True
3660	AC079921.1	False	False	False	1.47281326100766	0.25	True
3661	WDR19	False	False	False	1.92067630753321	0.25	True
3662	RFC1	False	False	False	41.0212751768495	0.25	True
3663	KLB	True	True	True	0.272827088312073	0.25	True
3664	RPL9	False	False	False	346.303998238096	0.25	True
3665	LIAS	False	False	False	6.67150722947198	0.25	True
3666	UGDH	False	False	False	2.28600351285017	0.25	True
3667	UGDH-AS1	False	False	False	0.592263395221182	0.25	True
3668	SMIM14	False	False	False	13.6306649935574	0.25	True
3669	AC108471.3	False	False	False	0.492340885069229	0.25	True
3670	UBE2K	False	False	False	36.9084629776934	0.25	True
3671	PDS5A	False	False	False	29.9101211623657	0.25	True
3672	N4BP2	False	False	False	23.9034136390863	0.25	True
3673	AC095057.3	False	False	False	0.68491508254961	0.25	True
3674	RHOH	False	False	False	25.2200785991412	0.25	True
3675	LINC02265	False	False	False	0.338105513228553	0.25	True
3676	RBM47	False	False	False	15.1800925462073	0.25	True
3677	NSUN7	False	False	False	0.673751145646278	0.25	True
3678	APBB2	False	False	False	1.80767175765151	0.25	True
3679	UCHL1	False	False	False	1.14479115261912	0.25	True
3680	LIMCH1	False	False	False	0.839894641876643	0.25	True
3681	TMEM33	False	False	False	18.4327820308646	0.25	True
3682	DCAF4L1	False	False	False	0.364535038120405	0.25	True
3683	SLC30A9	False	False	False	10.5226884130808	0.25	True
3684	BEND4	False	False	False	1.74541706975871	0.25	True
3685	ATP8A1	False	False	False	12.1838754004153	0.25	True
3686	GUF1	False	False	False	9.04854022484235	0.25	True
3687	GNPDA2	False	False	False	6.21332657933176	0.25	True
3688	AC096586.1	False	False	False	0.554110271640493	0.25	True
3689	COMMD8	False	False	False	18.9305912571149	0.25	True
3690	ATP10D	False	False	False	6.69974081174502	0.25	True
3691	AC107068.1	False	False	False	0.832223496154843	0.25	True
3692	NFXL1	False	False	False	4.34169392915183	0.25	True
3693	TXK	False	False	False	7.27386598239383	0.25	True
3694	TEC	False	False	False	5.35725841875165	0.25	True
3695	SLAIN2	False	False	False	18.1855008117952	0.25	True
3696	SLC10A4	False	False	False	1.05034041411784	0.25	True
3697	FRYL	False	False	False	23.791024027987	0.25	True
3698	OCIAD1	False	False	False	47.7099714558999	0.25	True
3699	OCIAD2	False	False	False	27.6931945006105	0.25	True
3700	DCUN1D4	False	False	False	4.69787214223454	0.25	True
3701	SGCB	False	False	False	1.27958468864393	0.25	True
3702	USP46	False	False	False	8.38218833185394	0.25	True
3703	USP46-AS1	False	False	False	0.482221794099688	0.25	True
3704	DANCR	False	False	False	30.3998808713352	0.25	True
3705	SCFD2	False	False	False	2.45511101546325	0.25	True
3706	FIP1L1	False	False	False	27.0466859853146	0.25	True
3707	LNX1	True	True	False	0.958768421568224	0.25	True
3708	CHIC2	False	False	False	14.7519616886645	0.25	True
3709	AC110792.2	False	False	False	0.319364805557901	0.25	True
3710	KIT	True	True	True	4.00683258602751	0.25	True
3711	SRD5A3	False	False	False	7.02091469828719	0.25	True
3712	SRD5A3-AS1	False	False	False	0.407640055297488	0.25	True
3713	TMEM165	False	False	False	33.0910717302526	0.25	True
3714	CLOCK	False	False	False	6.76516388283844	0.25	True
3715	NMU	True	True	False	3.81651998093598	0.25	True
3716	EXOC1	False	False	False	14.8558272548494	0.25	True
3717	AC110611.2	False	False	False	0.783199679400077	0.25	True
3718	CEP135	False	False	False	18.4329653697772	0.25	True
3719	KIAA1211	False	False	False	1.27951211813952	0.25	True
3720	AASDH	False	False	False	7.20368871847524	0.25	True
3721	AC068620.1	False	False	False	0.796703602960478	0.25	True
3722	PPAT	False	False	False	5.59206914706524	0.25	True
3723	PAICS	False	False	False	20.1772924052985	0.25	True
3724	SRP72	False	False	False	61.2214086023241	0.25	True
3725	ARL9	False	False	False	1.35623794390629	0.25	True
3726	HOPX	False	False	False	29.5984743028123	0.25	True
3727	SPINK2	False	False	False	18.0939037317533	0.25	True
3728	REST	False	False	False	42.6928764613029	0.25	True
3729	NOA1	False	False	False	8.08760897156357	0.25	True
3730	POLR2B	False	False	False	30.8478074737123	0.25	True
3731	IGFBP7	True	True	False	36.5924499892566	0.25	True
3732	LINC02232	False	False	False	0.353571648990472	0.25	True
3733	CENPC	False	False	False	47.9278879822602	0.25	True
3734	STAP1	False	False	False	3.71999931143719	0.25	True
3735	UBA6	False	False	False	27.4949474557647	0.25	True
3736	UBA6-AS1	False	False	False	2.14335468896497	0.25	True
3737	TMPRSS11F	False	False	False	0.253060594830753	0.25	True
3738	YTHDC1	False	False	False	67.6077477368459	0.25	True
3739	SULT1B1	False	False	False	2.8773829823292	0.25	True
3740	JCHAIN	False	False	False	14.0432901953556	0.25	True
3741	UTP3	False	False	False	14.1764656143734	0.25	True
3742	AC009570.1	False	False	False	0.426978288303746	0.25	True
3743	RUFY3	False	False	False	15.9742427343701	0.25	True
3744	GRSF1	False	False	False	20.7264140704301	0.25	True
3745	MOB1B	False	False	False	19.6628515922394	0.25	True
3746	DCK	False	False	False	18.596056873002	0.25	True
3747	SLC4A4	False	False	False	1.00930857917319	0.25	True
3748	ADAMTS3	True	True	False	0.99011196982273	0.25	True
3749	COX18	False	False	False	5.09969030532371	0.25	True
3750	ANKRD17	False	False	False	18.7530313412359	0.25	True
3751	RASSF6	False	False	False	0.635414091659097	0.25	True
3752	CXCL8	True	True	False	39.1700154732179	0.25	True
3753	CXCL1	True	True	False	0.872032644971157	0.25	True
3754	PF4	True	True	False	1.1252643789981	0.25	True
3755	PPBP	True	True	False	1.43821844503307	0.25	True
3756	CXCL3	True	True	False	4.44367068186114	0.25	True
3757	CXCL2	True	True	False	9.60587781588593	0.25	True
3758	MTHFD2L	False	False	False	20.7083270852377	0.25	True
3759	AC093677.2	False	False	False	0.722784238482489	0.25	True
3760	EPGN	True	True	True	0.776733222418571	0.25	True
3761	EREG	True	True	False	27.2732616288807	0.25	True
3762	AREG	True	True	False	45.1377130874114	0.25	True
3763	PARM1	False	False	False	0.37008431736697	0.25	True
3764	RCHY1	False	False	False	8.26393229931624	0.25	True
3765	THAP6	False	False	False	6.01052876837749	0.25	True
3766	G3BP2	False	False	False	48.2402710846465	0.25	True
3767	USO1	False	False	False	12.6785934259969	0.25	True
3768	NAAA	False	False	False	18.1300644127402	0.25	True
3769	SDAD1	False	False	False	13.5827907967747	0.25	True
3770	CXCL9	True	True	False	0.368221759434989	0.25	True
3771	CXCL10	True	True	False	0.311533999039474	0.25	True
3772	NUP54	False	False	False	21.7179541751273	0.25	True
3773	SCARB2	False	False	False	20.4363002435031	0.25	True
3774	FAM47E	False	False	False	0.303095717898414	0.25	True
3775	STBD1	False	False	False	0.435923792603678	0.25	True
3776	SEPTIN11	False	False	False	17.6274357641774	0.25	True
3777	CCNI	False	False	False	147.455604209312	0.25	True
3778	CCNG2	False	False	False	12.2811930323026	0.25	True
3779	CNOT6L	False	False	False	38.3980054952982	0.25	True
3780	MRPL1	False	False	False	16.7079034022971	0.25	True
3781	ANXA3	False	False	False	0.457466017712317	0.25	True
3782	AC098818.2	False	False	False	1.83092175664043	0.25	True
3783	BMP2K	False	False	False	15.2646623061519	0.25	True
3784	PAQR3	False	False	False	6.61735417928527	0.25	True
3785	LINC01088	False	False	False	0.489236228842662	0.25	True
3786	ANTXR2	False	False	False	10.6348405285502	0.25	True
3787	PRDM8	False	False	False	3.27333618941321	0.25	True
3788	BMP3	True	True	False	1.0408589577757	0.25	True
3789	PRKG2	False	False	False	1.19608377881651	0.25	True
3790	RASGEF1B	False	False	False	21.8304525803256	0.25	True
3791	AC124016.2	False	False	False	1.56916427814343	0.25	True
3792	HNRNPD	False	False	False	98.4870829214132	0.25	True
3793	AC124016.1	False	False	False	4.3839790528477	0.25	True
3794	HNRNPDL	False	False	False	132.395381896662	0.25	True
3795	ENOPH1	False	False	False	11.1901870288199	0.25	True
3796	TMEM150C	False	False	False	0.399268674061214	0.25	True
3797	SCD5	False	False	False	1.04775822400226	0.25	True
3798	SEC31A	False	False	False	38.0736899950217	0.25	True
3799	THAP9-AS1	False	False	False	16.0614293089081	0.25	True
3800	THAP9	False	False	False	1.20688110797628	0.25	True
3801	LIN54	False	False	False	4.9954353414495	0.25	True
