	gene_symbol	gene_symbol.1	is_in_LR_database	isLigand	isReceptor	sum_pseudobulkCellType_expr	sum_pseudobulkCellType_expr_threshold	sum_pseudobulkCellType_expr_filter	highly_variable	means	dispersions	dispersions_norm
3380	RPL22L1	RPL22L1	False	False	False	76.4499533379956	0.25	True	False	0.3783978576822972	-2.173642689951816	0.17953798
3381	EIF5A2	EIF5A2	False	False	False	4.98548503087619	0.25	True	False	0.02691560645878551	-4.833029874799436	-0.46029508
3382	TNIK	TNIK	False	False	False	8.62184944185875	0.25	True	True	0.05263746969292442	-2.83820286160347	1.3387572
3383	PLD1	PLD1	False	False	False	7.98267495815224	0.25	True	True	0.03371050090641402	-3.560937949962361	0.6869522
3384	FNDC3B	FNDC3B	False	False	False	21.2196082670275	0.25	True	True	0.14325655086528574	-2.172418961113529	1.1383997
3385	TNFSF10	TNFSF10	False	False	False	14.443070214737	0.25	True	True	0.20000755176178212	-1.7039248060216377	1.4874768
3386	NCEH1	NCEH1	False	False	False	8.62788528106524	0.25	True	True	0.028586092210924324	-2.0758554978804846	2.0262868
3387	ECT2	ECT2	False	False	False	4.46705756611771	0.25	True	False	0.01226101099525295	-2.2703551167204385	1.8508756
3388	NAALADL2	NAALADL2	False	False	False	0.344319193668339	0.25	True	False	0.001120095340108533	-3.13678887325404	1.0694747
3389	TBL1XR1	TBL1XR1	False	False	False	32.0152012206262	0.25	True	False	0.1350406513652371	-3.0548036638816902	0.052632898
3390	ZMAT3	ZMAT3	False	False	False	9.92953166905176	0.25	True	False	0.10788600361614416	-3.602059376994816	-0.6207606
3391	PIK3CA	PIK3CA	False	False	False	19.2981411020699	0.25	True	False	0.07282529355524446	-3.6798968482885717	-0.18724835
3392	KCNMB3	KCNMB3	False	False	False	1.40875449257353	0.25	True	False	0.004433723067162655	-4.234575510433243	0.07942623
3393	ZNF639	ZNF639	False	False	False	17.2689598106372	0.25	True	False	0.06211714078048107	-3.641968721185816	-0.14014255
3394	MFN1	MFN1	False	False	False	8.79374249587432	0.25	True	False	0.04254056695330399	-4.049044579283259	0.24674892
3395	GNB4	GNB4	False	False	False	18.349883747262	0.25	True	True	0.09255361480963516	-2.739031715091306	0.98128307
3396	AC007620.2	AC007620.2	False	False	False	0.91839073243847	0.25	True	False	0.00586262722004308	-6.090941413048223	-1.5947536
3397	ACTL6A	ACTL6A	False	False	False	9.09572712648422	0.25	True	True	0.037506883835832144	-2.89495853591377	1.2875715
3398	MRPL47	MRPL47	False	False	False	31.5020979211107	0.25	True	False	0.1463300490040449	-3.289091674259851	-0.23565651
3399	NDUFB5	NDUFB5	False	False	False	35.7755998708832	0.25	True	False	0.21701268775289384	-2.425519187073258	0.1869996
3400	USP13	USP13	False	False	False	2.61620865983233	0.25	True	False	0.014765351038889823	-5.227465307980942	-0.81602013
3401	TTC14	TTC14	False	False	False	34.5800848069686	0.25	True	False	0.19001024510838235	-3.4919553791145317	-0.8363697
3402	FXR1	FXR1	False	False	False	57.1032887647	0.25	True	False	0.23950174516964373	-2.8271914317810323	-0.307265
3403	DNAJC19	DNAJC19	False	False	False	23.4448939211659	0.25	True	False	0.10018666797816098	-3.536508561615333	-0.009163622
3404	SOX2-OT	SOX2-OT	False	False	False	0.301761763086931	0.25	True	False	0.0013573615856016898	-4.895030621765564	-0.51621103
3405	ATP11B	ATP11B	False	False	False	25.1950642845897	0.25	True	False	0.1253566970064889	-3.0342189181102968	0.07796225
3406	AC092953.2	AC092953.2	False	False	False	0.27675727793475	0.25	True	False	0.0016612869265094604	-5.52632131693422	-1.085546
3407	DCUN1D1	DCUN1D1	False	False	False	23.2176342731177	0.25	True	False	0.09837342449710756	-3.5084496593223498	0.025684847
3408	MCCC1	MCCC1	False	False	False	6.6720984592913	0.25	True	False	0.02219687125588708	-3.995921401946187	0.29465854
3409	MCF2L2	MCF2L2	False	False	False	1.2176582919589	0.25	True	False	0.004915752062174002	-5.05126963871597	-0.65711653
3410	B3GNT5	B3GNT5	False	False	False	10.2109629952538	0.25	True	True	0.04436320492432058	-3.1969672571956234	1.0152023
3411	KLHL6	KLHL6	False	False	False	5.61836251285788	0.25	True	False	0.027253458566514885	-3.835324403519742	0.43949434
3412	KLHL24	KLHL24	False	False	False	34.3289405202849	0.25	True	False	0.12077725221497104	-2.806600419959976	0.3580449
3413	YEATS2	YEATS2	False	False	False	6.36168125124806	0.25	True	False	0.034900516220859296	-3.835655489989148	0.43919575
3414	MAP6D1	MAP6D1	False	False	False	0.358155528913749	0.25	True	False	0.0026814415331350983	-5.889542349570126	-1.4131202
3415	PARL	PARL	False	False	False	24.7742793827371	0.25	True	False	0.11816240493623294	-3.601434519237943	-0.6199917
3416	ABCC5	ABCC5	False	False	False	6.16967801520159	0.25	True	True	0.02711278604899133	-2.752015195353826	1.4164863
3417	EIF2B5	EIF2B5	False	False	False	13.9475352327771	0.25	True	False	0.05583517702893718	-4.445883629974468	-1.1385851
3418	DVL3	DVL3	False	False	False	7.64517176601437	0.25	True	False	0.04158732200870764	-5.03174022403098	-0.6395038
3419	AP2M1	AP2M1	False	False	False	49.6067797415729	0.25	True	False	0.25757882935443077	-2.689876794575629	-0.13829699
3420	ABCF3	ABCF3	False	False	False	6.38903879095991	0.25	True	False	0.03571982103276654	-5.165658341590143	-0.760279
3421	ALG3	ALG3	False	False	False	9.2630126228553	0.25	True	False	0.058407646663115174	-3.7437129500753956	-0.26650637
3422	EEF1AKMT4	EEF1AKMT4	False	False	False	2.43489409884063	0.25	True	False	0.013026201447060619	-4.155949303527077	0.15033597
3423	PSMD2	PSMD2	False	False	False	30.1333044563071	0.25	True	False	0.130625025800152	-3.1944587794720154	-0.11921153
3424	EIF4G1	EIF4G1	False	False	False	31.414780566912	0.25	True	False	0.15256853186444033	-2.759011953336321	0.41660208
3425	FAM131A	FAM131A	False	False	False	1.96609780353428	0.25	True	False	0.014607234859234522	-5.186608841684277	-0.7791734
3426	CLCN2	CLCN2	False	False	False	0.600486940121625	0.25	True	False	0.0019326419543183935	-4.360048118988917	-0.033732347
3427	POLR2H	POLR2H	False	False	False	19.1563959618054	0.25	True	False	0.10123377104284387	-3.475290198814638	0.06686808
3428	EPHB3	EPHB3	False	False	False	0.392535235512348	0.25	True	False	0.0006314442930832641	-4.295979954384352	0.02404809
3429	MAGEF1	MAGEF1	False	False	False	5.76571697584889	0.25	True	False	0.02300140261737328	-3.78118494364875	0.4883205
3430	VPS8	VPS8	False	False	False	8.6637052756299	0.25	True	False	0.06523316941842056	-4.951133926101423	-1.7660936
3431	EHHADH	EHHADH	False	False	False	0.836557240006767	0.25	True	False	0.006324010451349881	-4.934320411746809	-0.55164486
3432	MAP3K13	MAP3K13	False	False	False	13.2712342975251	0.25	True	False	0.09778049407579952	-3.2305653914243386	0.3708103
3433	TMEM41A	TMEM41A	False	False	False	8.51755968005621	0.25	True	False	0.03577407157537334	-3.910417987109267	0.37177053
3434	SENP2	SENP2	False	False	False	11.7731507928312	0.25	True	False	0.05878635498550042	-3.863755303165524	-0.41559604
3435	IGF2BP2	IGF2BP2	False	False	False	21.2424581895458	0.25	True	True	0.10154774708486562	-2.457682942928702	1.3307114
3436	TRA2B	TRA2B	False	False	False	116.311112225346	0.25	True	False	0.4712662803193199	-2.743663272687151	-0.4792505
3437	ETV5	ETV5	False	False	False	1.71391640325542	0.25	True	False	0.014990423217782723	-4.1250481267026275	0.17820446
3438	DGKG	DGKG	False	False	False	3.09307215703783	0.25	True	True	0.021955299839564464	-3.3325479370662956	0.8929277
3439	CRYGS	CRYGS	False	False	False	0.336018567308218	0.25	True	False	0.002120472829950466	-5.854242672417142	-1.3812848
3440	TBCCD1	TBCCD1	False	False	False	1.78109543131806	0.25	True	False	0.007465192545323995	-4.632397217851995	-0.27935278
3441	DNAJB11	DNAJB11	False	False	False	30.6249858211914	0.25	True	False	0.1387544011507006	-2.7998517121958084	0.3663491
3442	AC068631.1	AC068631.1	False	False	False	0.746304955226578	0.25	True	False	0.003318487963224149	-2.769302385218557	1.4008956
3443	AC112907.3	AC112907.3	False	False	False	0.886095017735611	0.25	True	False	0.012348001122287339	-6.071987885673688	-1.5776602
3444	EIF4A2	EIF4A2	False	False	False	85.1726241279806	0.25	True	False	0.37727351194652026	-3.8813244396504976	-1.7724361
3445	RFC4	RFC4	False	False	False	10.290391577423	0.25	True	True	0.03029458320315897	-2.7434226914640423	1.4242355
3446	ST6GAL1	ST6GAL1	False	False	False	8.74042864241381	0.25	True	True	0.05680321287677128	-3.110221021692094	0.52027506
3447	RPL39L	RPL39L	False	False	False	4.46227651685411	0.25	True	False	0.019822319333458835	-4.498668333768564	-0.15874821
3448	RTP4	RTP4	False	False	False	1.14031691395401	0.25	True	False	0.014132130309131822	-5.391574136624198	-0.9640231
3449	BCL6	BCL6	False	False	False	21.2897244212147	0.25	True	True	0.2650889139261388	-0.9371843262050145	2.0184214
3450	AC072022.2	AC072022.2	False	False	False	0.548358804162838	0.25	True	False	0.009867003511340318	-4.186463192579798	0.12281674
3451	LPP-AS2	LPP-AS2	False	False	False	0.727090732352543	0.25	True	False	0.01671337766936478	-3.8905642479455813	0.3896758
3452	LPP	LPP	False	False	False	23.7436191482029	0.25	True	False	0.13979356730945167	-3.8924722491999026	-0.97811115
3453	TPRG1-AS1	TPRG1-AS1	False	False	False	0.385873707670828	0.25	True	False	0.0042884410641380296	-3.7787504713995324	0.49051604
3454	TPRG1	TPRG1	False	False	False	0.693543883943031	0.25	True	False	0.012213602160171986	-4.086045762222778	0.21337909
3455	P3H2	P3H2	False	False	False	0.430531193569823	0.25	True	False	0.0010670592295273294	-2.5192294880374884	1.6264261
3456	IL1RAP	IL1RAP	False	False	False	9.31898429631558	0.25	True	True	0.06546851168004517	-2.7464414650003652	0.97208035
3457	OSTN-AS1	OSTN-AS1	False	False	False	0.328035683404494	0.25	True	False	0.0023354224342231303	-3.4349505765387818	0.800575
3458	CCDC50	CCDC50	False	False	False	23.1318279442626	0.25	True	True	0.10542742025815266	-1.9855914837881279	1.9170374
3459	MB21D2	MB21D2	False	False	False	0.543650623114371	0.25	True	False	0.0031246767235145988	-4.993235292388243	-0.60477775
3460	ATP13A4	ATP13A4	False	False	False	0.253425893367328	0.25	True	False	0.00404801951084833	-6.496689013235132	-1.9606807
3461	OPA1	OPA1	False	False	False	21.2099558050955	0.25	True	True	0.06834252576000793	-2.8580066213274646	0.83351916
3462	HES1	HES1	False	False	False	2.89098618484167	0.25	True	False	0.006357330168420086	-4.3235050261975205	-0.0007756381
3463	ATP13A3	ATP13A3	False	False	False	33.319329771414	0.25	True	False	0.10895826945714436	-2.696047853267272	0.49407887
3464	LINC00884	LINC00884	False	False	False	2.41751637830436	0.25	True	False	0.006410308284576266	-3.979454016828673	0.30950978
3465	TMEM44-AS1	TMEM44-AS1	False	False	False	5.27343269021179	0.25	True	False	0.039911006117152203	-4.499592279451646	-0.15958147
3466	TMEM44	TMEM44	False	False	False	1.24756060319659	0.25	True	False	0.00412403769595618	-4.537482564500839	-0.19375315
3467	LSG1	LSG1	False	False	False	13.0847509978368	0.25	True	False	0.05922380761754641	-3.540643187729071	-0.014298726
3468	FAM43A	FAM43A	False	False	False	3.69594141543539	0.25	True	True	0.02938284812271856	-3.500248075453282	0.74168587
3469	XXYLT1	XXYLT1	False	False	False	3.9333217237482	0.25	True	False	0.01653879456386101	-4.2889167049331745	0.030418143
3470	XXYLT1-AS2	XXYLT1-AS2	False	False	False	0.414882141848647	0.25	True	False	-0.0005501002748710977		0.0
3471	ACAP2	ACAP2	False	False	False	47.2963866288097	0.25	True	False	0.28196977112100785	-3.432924425550668	-1.1567829
3472	ACAP2-IT1	ACAP2-IT1	False	False	False	0.254301618382092	0.25	True	False	0.0007390989185512348	-4.723105792671213	-0.3611591
3473	PPP1R2	PPP1R2	False	False	False	55.9790223890221	0.25	True	False	0.24383651692497726	-3.839693212807467	-1.5531659
3474	AC233280.1	AC233280.1	False	False	False	0.614209371789332	0.25	True	False	0.0020315289725880174	-5.449314708318914	-1.016097
3475	MUC20	MUC20	False	False	False	0.707895223303431	0.25	True	False	0.006613035646553923	-5.821430099485322	-1.3516926
3476	TNK2	TNK2	False	False	False	10.4624744706148	0.25	True	False	0.06015875401548411	-4.446508952897513	-1.1393617
3477	AC124944.3	AC124944.3	False	False	False	0.711216507113494	0.25	True	False	0.004693131800122451	-5.793787788503479	-1.326763
3478	TNK2-AS1	TNK2-AS1	False	False	False	0.862953276667587	0.25	True	False	0.0006402653600230702	-4.439021892773673	-0.10495554
3479	TFRC	TFRC	False	False	False	45.1256770811272	0.25	True	True	0.16777065650301642	-1.1862104402272562	2.1603336
3480	ZDHHC19	ZDHHC19	False	False	False	0.440368995796152	0.25	True	False	0.003881761664684781	-3.8543985355047394	0.42229217
3481	SLC51A	SLC51A	False	False	False	1.12025032913924	0.25	True	False	0.003062741314887994	-5.413204970826136	-0.9835311
3482	PCYT1A	PCYT1A	False	False	False	10.2849994341274	0.25	True	False	0.054748079247130856	-4.45031485338773	-1.1440886
3483	TCTEX1D2	TCTEX1D2	False	False	False	6.50233889210474	0.25	True	False	0.03401637035277742	-4.5597191331645845	-0.2138074
3484	TM4SF19-AS1	TM4SF19-AS1	False	False	False	0.414640412986255	0.25	True	False	0.0022427024553512234	-5.4642220629199985	-1.0295413
3485	UBXN7	UBXN7	False	False	False	25.1405129735888	0.25	True	False	0.10929198379933705	-3.3052276217236223	-0.25551164
3486	RNF168	RNF168	False	False	False	26.7532988271299	0.25	True	True	0.07316728299149064	-3.1143250311625175	0.51517797
3487	WDR53	WDR53	False	False	False	2.34168668291844	0.25	True	False	0.012688305692403212	-5.779806619938045	-1.314154
3488	FBXO45	FBXO45	False	False	False	6.89155968872183	0.25	True	False	0.021778990062689102	-4.184518198706864	0.124570854
3489	NRROS	NRROS	False	False	False	10.0362875303572	0.25	True	False	0.033192413453290034	-4.0104920943453966	0.28151783
3490	PIGX	PIGX	False	False	False	10.0426845429656	0.25	True	False	0.0471302047307795	-4.569185741551549	-0.22234495
3491	CEP19	CEP19	False	False	False	1.79957984814693	0.25	True	False	0.009039493347822723	-5.413963283454037	-0.98421496
3492	PAK2	PAK2	False	False	False	68.0196179755479	0.25	True	False	0.3740640297217965	-3.283427340812019	-1.0890069
3493	SENP5	SENP5	False	False	False	17.2918836887638	0.25	True	False	0.07420592280050838	-3.133171222581213	0.49177146
3494	AC016949.1	AC016949.1	False	False	False	8.44120365765328	0.25	True	False	0.03536209865482197	-3.7738021728594453	0.4949787
3495	NCBP2	NCBP2	False	False	False	23.525904116125	0.25	True	False	0.11733326525048801	-4.055305386143268	-1.178476
3496	NCBP2-AS1	NCBP2-AS1	False	False	False	0.255867987189559	0.25	True	False	0.00024157572246945812	-4.430652597113913	-0.09740762
3497	NCBP2AS2	NCBP2AS2	False	False	False	31.0207357885732	0.25	True	False	0.1299084108070524	-4.264225764828617	-1.4355507
3498	PIGZ	PIGZ	False	False	False	2.08008061745081	0.25	True	False	0.007498349788848681	-4.950792622674449	-0.5665005
3499	MELTF	MELTF	False	False	False	1.25274797986248	0.25	True	False	0.012173288712738546	-4.059404226638942	0.23740599
3500	MELTF-AS1	MELTF-AS1	False	False	False	1.17887610625826	0.25	True	False	0.003795407295016939	-5.0977246531695055	-0.6990124
3501	DLG1	DLG1	False	False	False	20.6167129472415	0.25	True	False	0.12992258660041028	-4.441761306025321	-1.6540067
3502	BDH1	BDH1	False	False	False	4.66097533832384	0.25	True	False	0.018087906976800374	-4.225028687784299	0.08803611
3503	AC024560.4	AC024560.4	False	False	False	0.782067481791886	0.25	True	False	0.004419147397509561	-5.958826215242663	-1.4756044
3504	AC024560.5	AC024560.5	False	False	False	5.6533515679006	0.25	True	False	0.02274689744010886	-4.140844555713078	0.16395831
3505	RUBCN	RUBCN	False	False	False	9.47654817687763	0.25	True	False	0.04899966583088766	-4.1024614911523525	0.19857441
3506	FYTTD1	FYTTD1	False	False	False	31.4164488651601	0.25	True	False	0.12904094799354085	-3.6787309325784783	-0.7151043
3507	AC055764.2	AC055764.2	False	False	False	0.26731326012162	0.25	True	False	0.0012983434641473442	-4.8196449802671575	-0.4482238
3508	LRCH3	LRCH3	False	False	False	8.24271061205518	0.25	True	False	0.0590181586359069	-4.257218012339457	-0.9042671
3509	IQCG	IQCG	False	False	False	3.37300173845772	0.25	True	False	0.028807209128566755	-5.558648301969504	-1.1147004
3510	RPL35A	RPL35A	False	False	False	331.566980367851	0.25	True	False	0.8404820397811072	-3.827739362655228	0.27884397
3511	LMLN	LMLN	False	False	False	1.34310232189367	0.25	True	False	0.005977655576919872	-4.37311990409269	-0.04552125
3512	ZNF595	ZNF595	False	False	False	2.81520657514519	0.25	True	False	0.01362287094540035	-4.5235044423271225	-0.18114686
3513	ZNF718	ZNF718	False	False	False	2.21899565545438	0.25	True	False	0.01077342563291198	-5.027089227657024	-0.6353092
3514	ZNF141	ZNF141	False	False	False	9.35177686226595	0.25	True	True	0.04134612471299043	-3.3891208313353145	0.84190696
3515	ZNF721	ZNF721	False	False	False	13.6617768063606	0.25	True	False	0.06134889048001675	-3.1402060210982263	0.4830344
3516	PIGG	PIGG	False	False	False	5.72583764450248	0.25	True	False	0.03317304321145702	-4.891391242232258	-0.5129288
3517	PDE6B	PDE6B	False	False	False	2.7525657586306	0.25	True	False	0.009736395994928104	-5.010496800640476	-0.6203452
3518	AC107464.3	AC107464.3	False	False	False	1.31640263170969	0.25	True	False	0.007533274170171526	-5.076726382894843	-0.68007493
3519	ATP5ME	ATP5ME	False	False	False	94.7476055671979	0.25	True	False	0.4531845813592138	-3.05416771877596	-0.8117941
3520	MYL5	MYL5	False	False	False	3.77532448503555	0.25	True	False	0.012714121136413962	-4.676107260265594	-0.31877306
3521	SLC49A3	SLC49A3	False	False	False	1.48459807898773	0.25	True	False	0.01511013894992299	-4.466183332637756	-0.12945132
3522	PCGF3	PCGF3	False	False	False	8.658475766693	0.25	True	False	0.05096914336806984	-4.348029976577352	-0.02289368
3523	AC139887.4	AC139887.4	False	False	False	0.663770052663059	0.25	True	False	0.005091766344325226	-5.671493075434273	-1.2164705
3524	AC139887.2	AC139887.2	False	False	False	6.90557157121707	0.25	True	False	0.038033397663986196	-3.8737871464923557	0.40480638
3525	CPLX1	CPLX1	False	False	False	0.2800404727164	0.25	True	False	0.0013679347594849377	-5.492980501456849	-1.0554774
3526	GAK	GAK	False	False	False	21.3568571796494	0.25	True	False	0.09144959483409734	-3.754362297480982	-0.2797326
3527	TMEM175	TMEM175	False	False	False	4.5874510608627	0.25	True	False	0.047814529765046514	-3.83944595967151	0.43577728
3528	DGKQ	DGKQ	False	False	False	4.34356647162373	0.25	True	False	0.019578852944542986	-4.7626080108766224	-0.3967845
3529	IDUA	IDUA	False	False	False	2.61209613401737	0.25	True	False	0.02175970269599022	-4.186537882328391	0.12274938
3530	FGFRL1	FGFRL1	False	False	False	3.91146013573369	0.25	True	False	0.01796244449966569	-4.07980475545061	0.2190076
3531	RNF212	RNF212	False	False	False	0.524860465462057	0.25	True	False	0.0008832270758565275	-4.6506464690859675	-0.29581103
3532	SPON2	SPON2	False	False	False	17.3995749655869	0.25	True	True	0.10019154355405722	-0.9499201712786576	3.2033157
3533	CTBP1-AS	CTBP1-AS	False	False	False	1.59008154085953	0.25	True	False	0.002080890440307773	-3.4953395577884723	0.74611264
3534	CTBP1	CTBP1	False	False	False	23.6439436623851	0.25	True	False	0.13998925142346924	-3.8989773298173507	-0.98611563
3535	CTBP1-DT	CTBP1-DT	False	False	False	4.7630276990054	0.25	True	False	0.027436875805535693	-5.202443233947287	-0.79345375
3536	MAEA	MAEA	False	False	False	10.7200776442961	0.25	True	False	0.05262383254376866	-4.755554643236351	-0.3904234
3537	UVSSA	UVSSA	False	False	False	5.77688317590018	0.25	True	False	0.026417845778402095	-4.616541777979556	-0.2650534
3538	CRIPAK	CRIPAK	False	False	False	1.38268649790045	0.25	True	False	0.012654648703971035	-6.155468965902026	-1.6529484
3539	AC147067.1	AC147067.1	False	False	False	2.44442274854075	0.25	True	False	0.031304484727936135	-4.321136923048605	0.0013600565
3540	SLBP	SLBP	False	False	False	33.6374855563622	0.25	True	False	0.1403699385339902	-3.1486581984535422	-0.06285431
3541	AC016773.1	AC016773.1	False	False	False	2.16462189427339	0.25	True	False	0.013323437062572212	-5.127540918192692	-0.72590244
3542	TACC3	TACC3	False	False	False	15.9562794357928	0.25	True	True	0.06733427239813605	-2.6375098491985796	1.1073707
3543	TMEM129	TMEM129	False	False	False	4.03647148182212	0.25	True	False	0.02366999916915769	-5.822912532411974	-1.3530295
3544	FGFR3	FGFR3	False	False	False	0.340007426831425	0.25	True	False	0.00016985868456564711	-2.683688716208635	1.4781071
3545	LETM1	LETM1	False	False	False	11.226079812605	0.25	True	False	0.050067825598754064	-3.908959203925498	0.37308615
3546	NSD2	NSD2	False	False	False	17.0617229974952	0.25	True	True	0.048521008305258455	-1.9767566674816255	2.11566
3547	NELFA	NELFA	False	False	False	10.4655024349875	0.25	True	False	0.05160409728593861	-4.254424893078294	0.061524887
3548	C4orf48	C4orf48	False	False	False	38.391767894194	0.25	True	True	0.29844187524498217	-1.6870368162827345	1.0952592
3549	POLN	POLN	False	False	False	0.448964902446312	0.25	True	False	0.0037259441230141064	-5.74786019868608	-1.2853428
3550	HAUS3	HAUS3	False	False	False	15.4577621378733	0.25	True	False	0.058827741549858426	-3.794864755932464	-0.3300357
3551	MXD4	MXD4	False	False	False	45.4415115784963	0.25	True	False	0.19102884839232115	-3.472615810312585	-0.8112347
3552	ZFYVE28	ZFYVE28	False	False	False	3.94846014204692	0.25	True	False	0.02547667435681877	-3.934073436497214	0.35043666
3553	RNF4	RNF4	False	False	False	19.5076894392435	0.25	True	False	0.0653379977668576	-3.579478457825687	-0.06253118
3554	FAM193A	FAM193A	False	False	False	11.4090586507514	0.25	True	False	0.060744980224761214	-4.366146443302414	-1.0395535
3555	TNIP2	TNIP2	False	False	False	14.5755249970214	0.25	True	False	0.08500202841240326	-4.059468295867628	-0.6586668
3556	SH3BP2	SH3BP2	False	False	False	22.4068007936142	0.25	True	True	0.15113477496625627	-2.431166742891245	0.8200128
3557	ADD1	ADD1	False	False	False	35.1440189468562	0.25	True	False	0.1687819936140771	-3.466426821834071	-0.80319107
3558	MFSD10	MFSD10	False	False	False	32.8786377101495	0.25	True	False	0.19102301716616218	-2.52989530319228	0.41398922
3559	NOP14-AS1	NOP14-AS1	False	False	False	3.21228518799068	0.25	True	False	0.017939648810133536	-6.000111990192016	-1.5128384
3560	NOP14	NOP14	False	False	False	14.7293513196703	0.25	True	False	0.06739113033929273	-3.3245106739815147	0.25413254
3561	GRK4	GRK4	False	False	False	1.86982193856027	0.25	True	False	0.004190918797028382	-4.280766424507916	0.037768546
3562	HTT	HTT	False	False	False	19.5578505430527	0.25	True	True	0.06879276619406897	-2.75242561452371	0.9646481
3563	RGS12	RGS12	False	False	False	4.52992535698396	0.25	True	False	0.019334766995087533	-4.517928160239663	-0.17611785
3564	DOK7	DOK7	False	False	False	0.452662451956014	0.25	True	False	0.0014706562554936704	-4.3366909492769885	-0.012667479
3565	LRPAP1	LRPAP1	False	False	False	40.4102908266607	0.25	True	True	0.28007121878877517	-2.1177094239585355	0.53972924
3566	TMEM128	TMEM128	False	False	False	5.17081878453131	0.25	True	False	0.03559981273629834	-4.706248226180974	-0.34595594
3567	LYAR	LYAR	False	False	False	29.9692734899634	0.25	True	False	0.24494957796671293	-2.5263076007419447	0.06297773
3568	ZBTB49	ZBTB49	False	False	False	2.26433528430379	0.25	True	False	0.017507704075044858	-6.0753399501079395	-1.5806834
3569	NSG1	NSG1	False	False	False	1.34239675564832	0.25	True	True	0.021407670303677403	-2.6002050951596445	1.5533975
3570	STX18	STX18	False	False	False	8.53962668422972	0.25	True	False	0.0472210497156489	-4.542809315704545	-0.19855714
3571	STX18-AS1	STX18-AS1	False	False	False	2.29210177258767	0.25	True	False	0.009025121988461473	-4.55340591773255	-0.20811377
3572	CYTL1	CYTL1	False	False	False	11.8485270276694	0.25	True	True	0.023765310743604846	-2.062947736314029	2.0379279
3573	STK32B	STK32B	False	False	False	0.594668180124606	0.25	True	False	0.002519799654222851	-4.693504283813207	-0.3344627
3574	EVC2	EVC2	False	False	False	0.407923211327988	0.25	True	False	0.0018320283345494561	-4.4224252551272585	-0.08998772
3575	JAKMIP1	JAKMIP1	False	False	False	0.713465758302703	0.25	True	False	0.009921638807474747	-4.095125571774775	0.20519038
3576	WFS1	WFS1	False	False	False	0.270495009154964	0.25	True	False	0.004568548862462093	-5.472390205031883	-1.0369078
3577	MAN2B2	MAN2B2	False	False	False	7.39424870085938	0.25	True	False	0.06254631704244963	-3.7361514970797183	-0.25711524
3578	MRFAP1	MRFAP1	False	False	False	42.1937084821385	0.25	True	False	0.19825306404485382	-3.8246771013745007	-1.2687975
3579	LINC02482	LINC02482	False	False	False	1.50305342639787	0.25	True	False	0.009735601516318667	-5.729335179013868	-1.2686359
3580	AC093323.1	AC093323.1	False	False	False	6.37990485776467	0.25	True	True	0.036089655438354	-3.1625045467583655	1.0462829
3581	LINC002481	LINC002481	False	False	False	0.679589754797502	0.25	True	True	0.019543575182229204	-3.6777898391725126	0.58156824
3582	S100P	S100P	False	False	False	3.26844239920871	0.25	True	True	0.05504269822661732	-2.1172096088090466	1.7535708
3583	MRFAP1L1	MRFAP1L1	False	False	False	9.54616381612618	0.25	True	False	0.056517234481657616	-3.7038440765545673	-0.21699022
3584	BLOC1S4	BLOC1S4	False	False	False	14.6929199449918	0.25	True	False	0.08937488848906303	-4.039329162839535	-0.6336545
3585	KIAA0232	KIAA0232	False	False	False	17.9698668847185	0.25	True	False	0.07043276998941557	-3.6775646727981335	-0.18435185
3586	TBC1D14	TBC1D14	False	False	False	6.71579431042544	0.25	True	False	0.040135246327221034	-4.8570625637221925	-0.48196918
3587	AC097382.3	AC097382.3	False	False	False	1.21092566028132	0.25	True	False	0.007597101165851378	-5.137040013152577	-0.7344693
3588	CCDC96	CCDC96	False	False	False	0.813221169355201	0.25	True	False	0.0034014446549826154	-5.369573825312302	-0.944182
3589	TADA2B	TADA2B	False	False	False	8.45753914826029	0.25	True	False	0.03529204747384068	-4.902761559286291	-0.5231832
3590	GRPEL1	GRPEL1	False	False	False	19.9213870535179	0.25	True	False	0.12058797346381599	-2.7321664918240325	0.4496352
3591	LINC02447	LINC02447	False	False	False	0.557263967730418	0.25	True	False	0.009369594206088855	-3.9426970668539942	0.34265935
3592	AFAP1	AFAP1	False	False	False	0.695105353948992	0.25	True	False	0.004165569496198009	-4.727238877094123	-0.36488655
3593	SH3TC1	SH3TC1	False	False	False	7.71179396385918	0.25	True	True	0.06887640736441107	-2.775170284832414	0.9363998
3594	HTRA3	HTRA3	False	False	False	1.10711117877422	0.25	True	False	0.005343716601975072	-4.951265546543047	-0.56692696
3595	AC104825.1	AC104825.1	False	False	False	0.654264029384882	0.25	True	False	0.0027387363241117907	-5.918899080489896	-1.4395958
3596	ACOX3	ACOX3	False	False	False	2.37468064924519	0.25	True	False	0.013595487081312013	-5.4103903746432085	-0.98099273
3597	TRMT44	TRMT44	False	False	False	3.63646420331389	0.25	True	False	0.01790580253390943	-4.886081693283401	-0.5081403
3598	AC105345.1	AC105345.1	False	False	False	0.510176859369317	0.25	True	False	0.0012469676449743347	-6.205293059288109	-1.6978827
3599	AC108519.1	AC108519.1	False	False	False	0.821745056000123	0.25	True	False	0.0036258485706563972	-4.142731581447865	0.16225648
3600	SLC2A9	SLC2A9	False	False	False	1.9090994656487	0.25	True	False	0.01746872564622998	-3.7934462998519742	0.47726247
3601	AC005674.2	AC005674.2	False	False	False	1.73599028852764	0.25	True	False	0.007527543839211532	-5.455810336562368	-1.0219551
