id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|Ery	B|Gran	B|HSPC	B|Mono	B|NK	B|T	Ery|B	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|NK	Ery|T	Gran|B	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|Ery	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|Ery	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS0D42CE25B	IFITM1_CD81	simple:P13164	simple:P60033	IFITM1	CD81	False	False	False	user_curated	False	0.385	0.079	0.141	0.284	0.09	0.643	0.45	0.395	0.088	0.15	0.293	0.099	0.652	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.417	0.11	0.173	0.315	0.121	0.674	0.482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.124	0.817	0.879	1.022	0.828	1.381	1.189	0.917	0.61	0.672	0.815	0.621	1.174	0.982
CPI-SS06D5D12CE	CD19_CD81	simple:P15391	simple:P60033	CD19	CD81	False	False	False	user_curated	False	0.424	0.117	0.179	0.322	0.128	0.681	0.489	0.379	0.072	0.134	0.277	0.083	0.636	0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.073	0.135	0.278	0.084	0.637	0.445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0549383BA	CLDN12_CD81	simple:P56749	simple:P60033	CLDN12	CD81	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.389	0.082	0.145	0.288	0.094	0.646	0.454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.397	0.09	0.153	0.296	0.101	0.654	0.462	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A9B4C05B	C3_ITGAX	simple:P01024	simple:P20702	C3	ITGAX	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.005	0.24	0.016	0.344	0.202	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0725F2A85	ICAM1_ITGAX	simple:P05362	simple:P20702	ICAM1	ITGAX	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.01	0.246	0.021	0.349	0.208	0.009	0.134	0.078	0.314	0.089	0.417	0.276	0.077	0.065	0.01	0.245	0.021	0.348	0.207	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.185	0.42	0.195	0.523	0.382	0.184	0.075	0.02	0.255	0.03	0.358	0.217	0.019
CPI-SS0D013DED0	MET_ITGAX	simple:P08581	simple:P20702	MET	ITGAX	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.083	0.318	0.094	0.421	0.28	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02B0933D1	C3_IFITM1	simple:P01024	simple:P13164	C3	IFITM1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.016	0.0	0.039	0.0	0.745	0.538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F75244FC	C3_CD19	simple:P01024	simple:P15391	C3	CD19	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0738BE261	HLA-DRA_CD19	simple:P01903	simple:P15391	HLA-DRA	CD19	False	False	False	user_curated	False	2.015	1.97	0.0	1.971	0.0	0.0	0.0	0.158	0.114	0.0	0.115	0.0	0.0	0.0	1.014	0.97	0.0	0.97	0.0	0.0	0.0	0.872	0.827	0.0	0.828	0.0	0.0	0.0	1.017	0.972	0.0	0.973	0.0	0.0	0.0	0.281	0.237	0.0	0.238	0.0	0.0	0.0	0.244	0.199	0.0	0.2	0.0	0.0	0.0
CPI-SS05B345F6F	HLA-DRB1_CD19	simple:P01911	simple:P15391	HLA-DRB1	CD19	False	False	False	user_curated	False	1.801	1.756	0.0	1.757	0.0	0.0	0.0	0.121	0.077	0.0	0.077	0.0	0.0	0.0	0.952	0.907	0.0	0.908	0.0	0.0	0.0	0.753	0.709	0.0	0.709	0.0	0.0	0.0	0.837	0.792	0.0	0.793	0.0	0.0	0.0	0.359	0.314	0.0	0.315	0.0	0.0	0.0	0.35	0.305	0.0	0.306	0.0	0.0	0.0
CPI-SS0E9D9622A	C3_CD46	simple:P01024	simple:P15529	C3	CD46	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.15	0.115	0.145	0.021	0.079	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS082CF5AC5	C3_CR1	simple:P01024	simple:P17927	C3	CR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.036	0.0	0.004	0.346	0.029	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0DC2398FC	C1QA_CR1	simple:P02745	simple:P17927	C1QA	CR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.037	0.0	0.005	0.347	0.03	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.038	0.0	0.007	0.349	0.032	0.019
CPI-SS01FB6A931	CD55_CR1	simple:P08174	simple:P17927	CD55	CR1	False	False	False	user_curated	False	0.42	0.428	0.0	0.397	0.739	0.422	0.409	0.168	0.177	0.0	0.145	0.487	0.17	0.157	0.35	0.358	0.0	0.326	0.668	0.352	0.339	0.146	0.154	0.0	0.122	0.464	0.147	0.135	0.432	0.441	0.0	0.409	0.751	0.434	0.421	0.154	0.162	0.0	0.13	0.473	0.156	0.143	0.192	0.201	0.0	0.169	0.511	0.194	0.181
CPI-SS010FDAF8D	C3_CR2	simple:P01024	simple:P20023	C3	CR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS089B144BB	HLA-DRA_CR2	simple:P01903	simple:P20023	HLA-DRA	CR2	False	False	False	user_curated	False	1.984	1.97	0.0	0.0	0.0	0.0	1.972	0.128	0.114	0.0	0.0	0.0	0.0	0.116	0.983	0.97	0.0	0.0	0.0	0.0	0.972	0.841	0.827	0.0	0.0	0.0	0.0	0.83	0.986	0.972	0.0	0.0	0.0	0.0	0.974	0.251	0.237	0.0	0.0	0.0	0.0	0.239	0.213	0.199	0.0	0.0	0.0	0.0	0.201
CPI-SS075ED3258	HLA-DRB1_CR2	simple:P01911	simple:P20023	HLA-DRB1	CR2	False	False	False	user_curated	False	1.77	1.756	0.0	0.0	0.0	0.0	1.759	0.091	0.077	0.0	0.0	0.0	0.0	0.079	0.921	0.907	0.0	0.0	0.0	0.0	0.909	0.723	0.709	0.0	0.0	0.0	0.0	0.711	0.806	0.793	0.0	0.0	0.0	0.0	0.795	0.328	0.314	0.0	0.0	0.0	0.0	0.316	0.319	0.305	0.0	0.0	0.0	0.0	0.307
CPI-SS000568A0E	FCER2_CR2	simple:P06734	simple:P20023	FCER2	CR2	False	False	False	user_curated	False	0.373	0.359	0.0	0.0	0.0	0.0	0.361	0.018	0.004	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.003	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.003	0.0	0.0	0.0	0.0	0.005
CPI-SS03E48EFEA	C3_C3AR1	simple:P01024	simple:Q16581	C3	C3AR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS025606B68	C3_CR1L	simple:P01024	simple:Q2VPA4	C3	CR1L	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.002	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04D46BF7B	C1QA_CR1L	simple:P02745	simple:Q2VPA4	C1QA	CR1L	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.311	0.0	0.003	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.313	0.0	0.005	0.0	0.0	0.006
CPI-SS00F4019EA	C3_C5AR2	simple:P01024	simple:Q9P296	C3	C5AR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A7E3A1AF	C5_C5AR2	simple:P01031	simple:Q9P296	C5	C5AR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.006	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.044	0.0	0.0
CPI-SS0036ACB31	PF4_THBD	simple:P02776	simple:P07204	PF4	THBD	False	False	False	user_curated	False	0.0	0.027	0.907	0.024	0.36	0.0	0.031	0.0	0.034	0.914	0.031	0.367	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.899	0.016	0.352	0.0	0.023	0.0	0.056	0.936	0.053	0.389	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.905	0.022	0.358	0.0	0.029
CPI-SS0C5E13DD2	PROC_THBD	simple:P04070	simple:P07204	PROC	THBD	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.887	0.004	0.34	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.889	0.006	0.342	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0948B3741	PF4_PROCR	simple:P02776	simple:Q9UNN8	PF4	PROCR	False	False	False	user_curated	False	0.0	0.0	0.0	0.026	0.0	0.052	0.023	0.0	0.0	0.0	0.033	0.0	0.059	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.043	0.015	0.0	0.0	0.0	0.055	0.0	0.081	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.05	0.021
CPI-SS01DB2E4BC	SIGLEC10_PROCR	simple:Q96LC7	simple:Q9UNN8	SIGLEC10	PROCR	False	False	False	user_curated	False	0.0	0.0	0.0	0.081	0.0	0.107	0.078	0.0	0.0	0.0	0.006	0.0	0.032	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.036	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.075	0.047	0.0	0.0	0.0	0.007	0.0	0.033	0.004
CPI-SS0291D3D2E	PROC_PROCR	simple:P04070	simple:Q9UNN8	PROC	PROCR	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.031	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.034	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C43E03D9	F2R_PROCR	simple:P25116	simple:Q9UNN8	F2R	PROCR	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.04	0.012	0.0	0.0	0.0	0.064	0.0	0.09	0.062	0.0	0.0	0.0	0.067	0.0	0.093	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106	0.0	0.132	0.104	0.0	0.0	0.0	0.083	0.0	0.108	0.08
CPI-SS007FBF398	APC_PROCR	simple:P25054	simple:Q9UNN8	APC	PROCR	False	False	False	user_curated	False	0.0	0.0	0.0	0.05	0.0	0.076	0.047	0.0	0.0	0.0	0.086	0.0	0.112	0.083	0.0	0.0	0.0	0.11	0.0	0.136	0.108	0.0	0.0	0.0	0.033	0.0	0.058	0.03	0.0	0.0	0.0	0.074	0.0	0.1	0.071	0.0	0.0	0.0	0.11	0.0	0.136	0.108	0.0	0.0	0.0	0.023	0.0	0.049	0.02
CPI-SS0C272BD3D	CORT_SSTR2	simple:O00230	simple:P30874	CORT	SSTR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.008	0.0	0.021	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.005	0.0	0.017	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0796F1776	CALR_HLA-F	simple:P27797	simple:P30511	CALR	HLA-F	False	False	False	user_curated	False	0.695	0.485	0.529	0.529	0.0	0.918	0.885	0.754	0.544	0.589	0.589	0.0	0.977	0.944	1.144	0.934	0.979	0.979	0.0	1.367	1.334	0.977	0.767	0.811	0.811	0.0	1.2	1.167	0.597	0.387	0.432	0.432	0.0	0.82	0.787	0.813	0.603	0.647	0.647	0.0	1.036	1.003	0.706	0.496	0.54	0.54	0.0	0.929	0.896
CPI-SS0BA9E8176	CD8A_HLA-F	simple:P01732	simple:P30511	CD8A	HLA-F	False	False	False	user_curated	False	0.23	0.02	0.064	0.064	0.0	0.453	0.42	0.233	0.023	0.068	0.068	0.0	0.456	0.423	0.357	0.147	0.192	0.192	0.0	0.58	0.547	0.244	0.035	0.079	0.079	0.0	0.467	0.434	0.252	0.042	0.087	0.087	0.0	0.475	0.442	0.32	0.111	0.155	0.155	0.0	0.543	0.51	0.735	0.525	0.569	0.569	0.0	0.958	0.925
CPI-SS0008FC8E2	CD8B_HLA-F	simple:P10966	simple:P30511	CD8B	HLA-F	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.236	0.026	0.071	0.07	0.0	0.459	0.426	0.354	0.144	0.188	0.188	0.0	0.577	0.544	0.238	0.028	0.072	0.072	0.0	0.461	0.428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.615	0.405	0.449	0.449	0.0	0.838	0.805
CPI-SS0D8CA8099	CALR_SCARF1	simple:P27797	simple:Q14162	CALR	SCARF1	False	False	False	user_curated	False	0.0	0.483	0.0	0.504	0.0	0.0	0.0	0.0	0.542	0.0	0.564	0.0	0.0	0.0	0.0	0.932	0.0	0.954	0.0	0.0	0.0	0.0	0.765	0.0	0.786	0.0	0.0	0.0	0.0	0.385	0.0	0.407	0.0	0.0	0.0	0.0	0.601	0.0	0.622	0.0	0.0	0.0	0.0	0.494	0.0	0.515	0.0	0.0	0.0
CPI-SS0EA05941A	CCL5_CCR4	simple:P13501	simple:P51679	CCL5	CCR4	False	False	False	user_curated	False	0.0	0.0	0.0	0.082	0.0	0.0	0.085	0.0	0.0	0.0	0.098	0.0	0.0	0.101	0.0	0.0	0.0	0.403	0.0	0.0	0.406	0.0	0.0	0.0	0.079	0.0	0.0	0.082	0.0	0.0	0.0	0.034	0.0	0.0	0.037	0.0	0.0	0.0	1.272	0.0	0.0	1.275	0.0	0.0	0.0	1.287	0.0	0.0	1.29
CPI-SS0EB4C5754	CCL2_CCR4	simple:P13500	simple:P51679	CCL2	CCR4	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.008
CPI-SS0080FF0BC	CCL3_CCR4	simple:P10147	simple:P51679	CCL3	CCR4	False	False	False	user_curated	False	0.0	0.0	0.0	0.023	0.0	0.0	0.026	0.0	0.0	0.0	0.014	0.0	0.0	0.017	0.0	0.0	0.0	0.246	0.0	0.0	0.249	0.0	0.0	0.0	0.017	0.0	0.0	0.02	0.0	0.0	0.0	0.084	0.0	0.0	0.088	0.0	0.0	0.0	0.619	0.0	0.0	0.622	0.0	0.0	0.0	0.206	0.0	0.0	0.209
CPI-SS07A5A3C0F	CCL3L1_CCR4	simple:P16619	simple:P51679	CCL3L1	CCR4	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.008	0.0	0.0	0.0	0.242	0.0	0.0	0.245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.182	0.0	0.0	0.185	0.0	0.0	0.0	0.111	0.0	0.0	0.114
CPI-SS0EB136379	WNT1_CD36	simple:P04628	simple:P16671	WNT1	CD36	False	False	False	user_curated	False	0.034	0.78	0.134	0.031	0.541	0.0	0.032	0.026	0.772	0.126	0.023	0.533	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.783	0.137	0.034	0.544	0.0	0.035
CPI-SS061D3FA11	TLR4_CD36	simple:O00206	simple:P16671	TLR4	CD36	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.776	0.13	0.027	0.537	0.0	0.028	0.091	0.836	0.191	0.087	0.597	0.0	0.089	0.032	0.778	0.132	0.029	0.539	0.0	0.03	0.261	1.007	0.361	0.258	0.768	0.0	0.259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.773	0.127	0.024	0.534	0.0	0.025
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	False	False	False	user_curated	False	0.06	0.805	0.16	0.056	0.566	0.0	0.057	0.031	0.776	0.131	0.027	0.537	0.0	0.028	0.244	0.99	0.344	0.241	0.751	0.0	0.242	0.033	0.779	0.133	0.029	0.54	0.0	0.031	0.474	1.22	0.574	0.471	0.981	0.0	0.472	0.044	0.789	0.144	0.04	0.55	0.0	0.041	0.043	0.789	0.143	0.04	0.55	0.0	0.041
CPI-SS07C25EA31	COL1A1_CD36	simple:P02452	simple:P16671	COL1A1	CD36	False	False	False	user_curated	False	0.051	0.797	0.151	0.047	0.558	0.0	0.049	0.026	0.772	0.126	0.022	0.533	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.774	0.128	0.024	0.535	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.785	0.14	0.036	0.546	0.0	0.037
CPI-SS0E60C1A74	S100A9_CD36	simple:P06702	simple:P16671	S100A9	CD36	False	False	False	user_curated	False	0.082	0.828	0.182	0.079	0.589	0.0	0.08	0.1	0.846	0.2	0.097	0.607	0.0	0.098	1.544	2.29	1.644	1.541	2.051	0.0	1.542	0.047	0.793	0.147	0.044	0.554	0.0	0.045	2.766	3.512	2.866	2.762	3.273	0.0	2.764	0.256	1.002	0.356	0.253	0.763	0.0	0.254	0.169	0.915	0.269	0.166	0.676	0.0	0.167
CPI-SS05056C314	TLR2_CD36	simple:O60603	simple:P16671	TLR2	CD36	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.774	0.128	0.024	0.535	0.0	0.026	0.292	1.038	0.393	0.289	0.799	0.0	0.29	0.06	0.805	0.16	0.056	0.566	0.0	0.057	0.421	1.167	0.521	0.417	0.927	0.0	0.419	0.034	0.78	0.134	0.031	0.541	0.0	0.032	0.025	0.771	0.125	0.022	0.532	0.0	0.023
CPI-SS0BE7A43A7	S100A8_CD36	simple:P05109	simple:P16671	S100A8	CD36	False	False	False	user_curated	False	0.083	0.829	0.183	0.079	0.59	0.0	0.081	0.13	0.876	0.23	0.126	0.637	0.0	0.128	1.552	2.297	1.652	1.548	2.058	0.0	1.549	0.05	0.796	0.15	0.046	0.557	0.0	0.048	2.697	3.443	2.797	2.694	3.204	0.0	2.695	0.163	0.909	0.263	0.16	0.67	0.0	0.161	0.171	0.917	0.271	0.168	0.678	0.0	0.169
CPI-SS00C7292A1	THBS1_SCARB1	simple:P07996	simple:Q8WTV0	THBS1	SCARB1	False	False	False	user_curated	False	0.039	0.043	0.0	0.069	0.0	0.0	0.037	0.01	0.014	0.0	0.04	0.0	0.0	0.008	0.223	0.227	0.0	0.253	0.0	0.0	0.221	0.012	0.016	0.0	0.042	0.0	0.0	0.01	0.453	0.457	0.0	0.483	0.0	0.0	0.451	0.023	0.027	0.0	0.053	0.0	0.0	0.021	0.022	0.026	0.0	0.052	0.0	0.0	0.02
CPI-SS0030B0238	APOE_SCARB1	simple:P02649	simple:Q8WTV0	APOE	SCARB1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.074	0.0	0.1	0.0	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.015	0.0	0.041	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.02	0.0	0.046	0.0	0.0	0.014
CPI-SS06B64DFB9	PTDSS1_SCARB1	simple:P48651	simple:Q8WTV0	PTDSS1	SCARB1	False	False	False	user_curated	False	0.044	0.048	0.0	0.074	0.0	0.0	0.042	0.039	0.043	0.0	0.069	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.096	0.0	0.123	0.0	0.0	0.091	0.076	0.08	0.0	0.107	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.053	0.0	0.08	0.0	0.0	0.048
CPI-SS0E68758BE	PROS1_MERTK	simple:P07225	simple:Q12866	PROS1	MERTK	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0289D6A1B	ZP3_MERTK	simple:P21754	simple:Q12866	ZP3	MERTK	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0
CPI-SS0D955E96D	TGFB1_CXCR4	simple:P01137	simple:P61073	TGFB1	CXCR4	False	False	False	user_curated	False	1.151	0.277	0.847	0.353	0.621	0.877	1.059	0.981	0.107	0.677	0.183	0.451	0.708	0.889	1.319	0.446	1.015	0.522	0.789	1.046	1.228	1.143	0.269	0.839	0.345	0.613	0.87	1.052	1.123	0.249	0.819	0.325	0.593	0.85	1.032	1.535	0.662	1.232	0.738	1.005	1.262	1.444	1.424	0.551	1.121	0.627	0.895	1.151	1.333
