"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","ligand_log2FC","ligand_p_val_adj","receptor_log2FC","receptor_p_val_adj"
"9536","HSPC:HLA-DRA_B:CD9","HSPC","HLA-DRA","B","CD9",NA,NA,NA,NA
"9537","HSPC:LIN7C_B:ABCA1","HSPC","LIN7C","B","ABCA1",NA,NA,NA,NA
"9538","HSPC:PLTP_B:ABCA1","HSPC","PLTP","B","ABCA1",NA,NA,NA,NA
"9539","NK:ARF6_B:SMAP1","NK","ARF6","B","SMAP1",0.261820497321048,3.52997274960059e-28,NA,NA
"9540","NK:CALM1_B:ABCA1","NK","CALM1","B","ABCA1",NA,NA,NA,NA
"9541","NK:CALM2_B:ABCA1","NK","CALM2","B","ABCA1",NA,NA,NA,NA
"9542","NK:CXCR4_B:CCR7","NK","CXCR4","B","CCR7",0.477840038972092,2.59210809391002e-128,NA,NA
"9543","NK:GNAI2_B:S1PR1","NK","GNAI2","B","S1PR1",NA,NA,NA,NA
"9544","NK:HLA-B_B:CANX","NK","HLA-B","B","CANX",NA,NA,NA,NA
"9545","NK:HLA-DRA_B:CD9","NK","HLA-DRA","B","CD9",NA,NA,NA,NA
"9546","NK:ITGA4_B:CD9","NK","ITGA4","B","CD9",NA,NA,NA,NA
"9547","NK:JAK1_B:IFNAR1","NK","JAK1","B","IFNAR1",NA,NA,NA,NA
"9548","NK:JAK1_B:IFNAR2","NK","JAK1","B","IFNAR2",NA,NA,NA,NA
"9549","NK:TGFB1_B:CXCR4","NK","TGFB1","B","CXCR4",0.295412803381331,7.68585727178364e-43,NA,NA
"9550","NK:TGFB1_B:ITGB1","NK","TGFB1","B","ITGB1",0.295412803381331,7.68585727178364e-43,NA,NA
"9551","NK:TGFB1_B:TGFBR1","NK","TGFB1","B","TGFBR1",0.295412803381331,7.68585727178364e-43,NA,NA
"9552","NK:TGFB1_B:TGFBR2","NK","TGFB1","B","TGFBR2",0.295412803381331,7.68585727178364e-43,NA,NA
"9553","DC:AGTRAP_B:RACK1","DC","AGTRAP","B","RACK1",NA,NA,NA,NA
"9554","DC:HLA-DRA_B:CD9","DC","HLA-DRA","B","CD9",NA,NA,NA,NA
"9555","DC:PIK3CA_B:IFNAR2","DC","PIK3CA","B","IFNAR2",NA,NA,NA,NA
"9556","DC:UBA52_B:TGFBR1","DC","UBA52","B","TGFBR1",NA,NA,NA,NA
"9557","Gran:HLA-DRA_B:CD9","Gran","HLA-DRA","B","CD9",-0.447825012493197,4.55369147793726e-82,NA,NA
"9558","Gran:LIN7C_B:ABCA1","Gran","LIN7C","B","ABCA1",NA,NA,NA,NA
"9559","Gran:PLAU_B:ITGB1","Gran","PLAU","B","ITGB1",NA,NA,NA,NA
"9560","Gran:UBA52_B:TGFBR1","Gran","UBA52","B","TGFBR1",NA,NA,NA,NA
"9561","B:ADAM10_B:TSPAN33","B","ADAM10","B","TSPAN33",NA,NA,NA,NA
"9562","B:CALM1_B:ABCA1","B","CALM1","B","ABCA1",NA,NA,NA,NA
"9563","B:CALM2_B:ABCA1","B","CALM2","B","ABCA1",NA,NA,NA,NA
"9564","B:HLA-DRA_B:CD9","B","HLA-DRA","B","CD9",NA,NA,NA,NA
"9565","B:ITGA4_B:CD9","B","ITGA4","B","CD9",NA,NA,NA,NA
"9566","B:UBA52_B:TGFBR1","B","UBA52","B","TGFBR1",NA,NA,NA,NA
"9567","Ery:AGRN_B:ITGB1","Ery","AGRN","B","ITGB1",NA,NA,NA,NA
"9568","Ery:APOE_B:ABCA1","Ery","APOE","B","ABCA1",NA,NA,NA,NA
"9569","Ery:CD4_B:CXCR4","Ery","CD4","B","CXCR4",NA,NA,NA,NA
"9570","Ery:CD40LG_B:CD40","Ery","CD40LG","B","CD40",NA,NA,NA,NA
"9571","Ery:CD40LG_B:CD53","Ery","CD40LG","B","CD53",NA,NA,-0.262254322349261,2.15900310282872e-49
"9572","Ery:CD40LG_B:CD9","Ery","CD40LG","B","CD9",NA,NA,NA,NA
"9573","Ery:CD40LG_B:TRAF3","Ery","CD40LG","B","TRAF3",NA,NA,NA,NA
"9574","Ery:FADD_B:ABCA1","Ery","FADD","B","ABCA1",NA,NA,NA,NA
"9575","Ery:LIN7C_B:ABCA1","Ery","LIN7C","B","ABCA1",NA,NA,NA,NA
"9576","Ery:NID1_B:ITGB1","Ery","NID1","B","ITGB1",NA,NA,NA,NA
"9577","Ery:PLTP_B:ABCA1","Ery","PLTP","B","ABCA1",NA,NA,NA,NA
"9578","Ery:RPS27A_B:TGFBR1","Ery","RPS27A","B","TGFBR1",NA,NA,NA,NA
"9579","Ery:SPTBN2_B:PTPRA","Ery","SPTBN2","B","PTPRA",NA,NA,NA,NA
"9580","Ery:UBA52_B:TGFBR1","Ery","UBA52","B","TGFBR1",NA,NA,NA,NA
"9581","Ery:UBB_B:TGFBR1","Ery","UBB","B","TGFBR1",NA,NA,NA,NA
"9582","Ery:UBC_B:TGFBR1","Ery","UBC","B","TGFBR1",NA,NA,NA,NA
"9583","Mono:PIK3CA_HSPC:IFNAR1","Mono","PIK3CA","HSPC","IFNAR1",NA,NA,NA,NA
"9584","Mono:PIK3CA_HSPC:IFNAR2","Mono","PIK3CA","HSPC","IFNAR2",NA,NA,NA,NA
"9585","Mono:S100A9_HSPC:CD36","Mono","S100A9","HSPC","CD36",NA,NA,NA,NA
"9586","Mono:TNFSF14_HSPC:TNFRSF14","Mono","TNFSF14","HSPC","TNFRSF14",NA,NA,NA,NA
"9587","T:ARF1_HSPC:CHRM3","T","ARF1","HSPC","CHRM3",0.262743108648173,4.22782604412243e-159,NA,NA
"9588","T:CD7_HSPC:ADAM15","T","CD7","HSPC","ADAM15",NA,NA,NA,NA
"9589","T:GNAI2_HSPC:F2R","T","GNAI2","HSPC","F2R",NA,NA,NA,NA
"9590","T:LRPAP1_HSPC:CD320","T","LRPAP1","HSPC","CD320",NA,NA,NA,NA
"9591","T:LRPAP1_HSPC:LDLR","T","LRPAP1","HSPC","LDLR",NA,NA,NA,NA
"9592","T:LRPAP1_HSPC:LRP8","T","LRPAP1","HSPC","LRP8",NA,NA,NA,NA
"9593","HSPC:ICAM4_HSPC:ITGA2B","HSPC","ICAM4","HSPC","ITGA2B",NA,NA,NA,NA
"9594","HSPC:NECTIN1_HSPC:FGFR1","HSPC","NECTIN1","HSPC","FGFR1",NA,NA,NA,NA
"9595","HSPC:TNFSF10_HSPC:RIPK1","HSPC","TNFSF10","HSPC","RIPK1",NA,NA,NA,NA
"9596","NK:ARF1_HSPC:CHRM3","NK","ARF1","HSPC","CHRM3",0.334816869878084,2.63218357718437e-53,NA,NA
"9597","NK:CD7_HSPC:ADAM15","NK","CD7","HSPC","ADAM15",NA,NA,NA,NA
"9598","NK:GNAI2_HSPC:F2R","NK","GNAI2","HSPC","F2R",NA,NA,NA,NA
"9599","NK:GNAI2_HSPC:S1PR4","NK","GNAI2","HSPC","S1PR4",NA,NA,NA,NA
"9600","NK:GZMB_HSPC:CHRM3","NK","GZMB","HSPC","CHRM3",NA,NA,NA,NA
"9601","NK:IGFBP7_HSPC:MPIG6B","NK","IGFBP7","HSPC","MPIG6B",NA,NA,NA,NA
"9602","NK:LRPAP1_HSPC:CD320","NK","LRPAP1","HSPC","CD320",NA,NA,NA,NA
"9603","NK:S100A8_HSPC:CD36","NK","S100A8","HSPC","CD36",NA,NA,NA,NA
"9604","NK:TNF_HSPC:RIPK1","NK","TNF","HSPC","RIPK1",NA,NA,NA,NA
"9605","DC:ADAM9_HSPC:ITGAV","DC","ADAM9","HSPC","ITGAV",NA,NA,NA,NA
"9606","DC:ADAM9_HSPC:ITGB1","DC","ADAM9","HSPC","ITGB1",NA,NA,NA,NA
"9607","DC:GZMB_HSPC:CHRM3","DC","GZMB","HSPC","CHRM3",-0.308078000112925,3.70061074944721e-09,NA,NA
"9608","DC:IL1RN_HSPC:IL1B","DC","IL1RN","HSPC","IL1B",NA,NA,NA,NA
"9609","DC:NECTIN1_HSPC:FGFR1","DC","NECTIN1","HSPC","FGFR1",NA,NA,NA,NA
"9610","DC:PIK3CA_HSPC:IFNAR1","DC","PIK3CA","HSPC","IFNAR1",NA,NA,NA,NA
"9611","DC:PIK3CA_HSPC:IFNAR2","DC","PIK3CA","HSPC","IFNAR2",NA,NA,NA,NA
"9612","DC:S100A8_HSPC:CD36","DC","S100A8","HSPC","CD36",NA,NA,NA,NA
"9613","DC:S100A9_HSPC:CD36","DC","S100A9","HSPC","CD36",NA,NA,NA,NA
"9614","Gran:ADM_HSPC:RAMP1","Gran","ADM","HSPC","RAMP1",NA,NA,NA,NA
"9615","Gran:PLAU_HSPC:ITGA5","Gran","PLAU","HSPC","ITGA5",NA,NA,NA,NA
"9616","Gran:PLAU_HSPC:ITGAV","Gran","PLAU","HSPC","ITGAV",NA,NA,NA,NA
"9617","Gran:PLAU_HSPC:ITGB1","Gran","PLAU","HSPC","ITGB1",NA,NA,NA,NA
"9618","Gran:PLAU_HSPC:ITGB2","Gran","PLAU","HSPC","ITGB2",NA,NA,NA,NA
"9619","Gran:PLAU_HSPC:PLAUR","Gran","PLAU","HSPC","PLAUR",NA,NA,NA,NA
"9620","Gran:S100A9_HSPC:CD36","Gran","S100A9","HSPC","CD36",-0.390436315698909,7.0809279121649e-46,NA,NA
"9621","Gran:TNFSF10_HSPC:RIPK1","Gran","TNFSF10","HSPC","RIPK1",NA,NA,NA,NA
"9622","B:AFDN_HSPC:NECTIN1","B","AFDN","HSPC","NECTIN1",NA,NA,NA,NA
"9623","B:ARF1_HSPC:CHRM3","B","ARF1","HSPC","CHRM3",NA,NA,NA,NA
"9624","B:CD9_HSPC:CD36","B","CD9","HSPC","CD36",NA,NA,NA,NA
"9625","B:CD9_HSPC:KIT","B","CD9","HSPC","KIT",NA,NA,NA,NA
"9626","B:GNAI2_HSPC:F2R","B","GNAI2","HSPC","F2R",NA,NA,NA,NA
"9627","B:GNAI2_HSPC:IGF1R","B","GNAI2","HSPC","IGF1R",NA,NA,NA,NA
"9628","B:GNAI2_HSPC:S1PR4","B","GNAI2","HSPC","S1PR4",NA,NA,NA,NA
"9629","B:LRPAP1_HSPC:CD320","B","LRPAP1","HSPC","CD320",NA,NA,NA,NA
"9630","B:TIMP2_HSPC:CD44","B","TIMP2","HSPC","CD44",NA,NA,0.309930995647344,2.78177603073879e-82
"9631","B:TIMP2_HSPC:ITGB1","B","TIMP2","HSPC","ITGB1",NA,NA,NA,NA
"9632","Ery:ADAM9_HSPC:ITGAV","Ery","ADAM9","HSPC","ITGAV",NA,NA,NA,NA
"9633","Ery:BICD1_HSPC:F2R","Ery","BICD1","HSPC","F2R",NA,NA,NA,NA
"9634","Ery:CALM2_HSPC:ABCA1","Ery","CALM2","HSPC","ABCA1",NA,NA,NA,NA
"9635","Ery:CD4_HSPC:CXCR4","Ery","CD4","HSPC","CXCR4",NA,NA,NA,NA
"9636","Ery:CD40LG_HSPC:CD53","Ery","CD40LG","HSPC","CD53",NA,NA,NA,NA
"9637","Ery:CD40LG_HSPC:ITGB2","Ery","CD40LG","HSPC","ITGB2",NA,NA,NA,NA
"9638","Ery:CD40LG_HSPC:TRAF3","Ery","CD40LG","HSPC","TRAF3",NA,NA,NA,NA
"9639","Ery:IGFBP7_HSPC:MPIG6B","Ery","IGFBP7","HSPC","MPIG6B",NA,NA,NA,NA
"9640","Ery:TCTN1_HSPC:CEP290","Ery","TCTN1","HSPC","CEP290",NA,NA,NA,NA
"9641","Ery:TNFSF10_HSPC:RIPK1","Ery","TNFSF10","HSPC","RIPK1",NA,NA,NA,NA
"9642","Mono:HLA-DMA_Ery:CD4","Mono","HLA-DMA","Ery","CD4",-0.401131158282466,0,NA,NA
"9643","Mono:HLA-DMB_Ery:CD4","Mono","HLA-DMB","Ery","CD4",-0.302824340710422,0,NA,NA
"9644","Mono:HLA-DPA1_Ery:CD4","Mono","HLA-DPA1","Ery","CD4",-0.440879013599167,0,NA,NA
"9645","Mono:HLA-DPB1_Ery:CD4","Mono","HLA-DPB1","Ery","CD4",-0.532969590968082,0,NA,NA
"9646","Mono:HLA-DQA1_Ery:CD4","Mono","HLA-DQA1","Ery","CD4",-0.276706574730164,0,NA,NA
"9647","Mono:HLA-DQA2_Ery:CD4","Mono","HLA-DQA2","Ery","CD4",NA,NA,NA,NA
"9648","Mono:HLA-DQB1_Ery:CD4","Mono","HLA-DQB1","Ery","CD4",-0.462548370438111,0,NA,NA
"9649","Mono:HLA-DRA_Ery:CD4","Mono","HLA-DRA","Ery","CD4",-0.514404387512692,0,NA,NA
"9650","Mono:HLA-DRB1_Ery:CD4","Mono","HLA-DRB1","Ery","CD4",-0.510387132729279,0,NA,NA
"9651","Mono:HLA-DRB5_Ery:CD4","Mono","HLA-DRB5","Ery","CD4",NA,NA,NA,NA
"9652","Mono:IGFBP7_Ery:MPIG6B","Mono","IGFBP7","Ery","MPIG6B",0.367949944922305,0,NA,NA
"9653","T:HLA-DPA1_Ery:CD4","T","HLA-DPA1","Ery","CD4",NA,NA,NA,NA
"9654","T:HLA-DPB1_Ery:CD4","T","HLA-DPB1","Ery","CD4",NA,NA,NA,NA
"9655","T:HLA-DRA_Ery:CD4","T","HLA-DRA","Ery","CD4",NA,NA,NA,NA
"9656","T:HLA-DRB1_Ery:CD4","T","HLA-DRB1","Ery","CD4",NA,NA,NA,NA
"9657","T:LRPAP1_Ery:LRP8","T","LRPAP1","Ery","LRP8",NA,NA,NA,NA
"9658","T:LTB_Ery:CD40","T","LTB","Ery","CD40",NA,NA,NA,NA
"9659","HSPC:BICD1_Ery:F2R","HSPC","BICD1","Ery","F2R",NA,NA,NA,NA
"9660","HSPC:HLA-DMA_Ery:CD4","HSPC","HLA-DMA","Ery","CD4",NA,NA,NA,NA
"9661","HSPC:HLA-DPA1_Ery:CD4","HSPC","HLA-DPA1","Ery","CD4",NA,NA,NA,NA
"9662","HSPC:HLA-DPB1_Ery:CD4","HSPC","HLA-DPB1","Ery","CD4",-0.25294619622187,3.41028354552456e-40,NA,NA
"9663","HSPC:HLA-DQA1_Ery:CD4","HSPC","HLA-DQA1","Ery","CD4",NA,NA,NA,NA
"9664","HSPC:HLA-DQA2_Ery:CD4","HSPC","HLA-DQA2","Ery","CD4",NA,NA,NA,NA
"9665","HSPC:HLA-DQB1_Ery:CD4","HSPC","HLA-DQB1","Ery","CD4",NA,NA,NA,NA
"9666","HSPC:HLA-DRA_Ery:CD4","HSPC","HLA-DRA","Ery","CD4",NA,NA,NA,NA
"9667","HSPC:HLA-DRB1_Ery:CD4","HSPC","HLA-DRB1","Ery","CD4",NA,NA,NA,NA
"9668","HSPC:HLA-DRB5_Ery:CD4","HSPC","HLA-DRB5","Ery","CD4",NA,NA,NA,NA
"9669","HSPC:IGFBP7_Ery:MPIG6B","HSPC","IGFBP7","Ery","MPIG6B",NA,NA,NA,NA
"9670","HSPC:TNFSF10_Ery:RIPK1","HSPC","TNFSF10","Ery","RIPK1",NA,NA,NA,NA
"9671","NK:HLA-DPA1_Ery:CD4","NK","HLA-DPA1","Ery","CD4",NA,NA,NA,NA
"9672","NK:HLA-DPB1_Ery:CD4","NK","HLA-DPB1","Ery","CD4",NA,NA,NA,NA
"9673","NK:HLA-DRA_Ery:CD4","NK","HLA-DRA","Ery","CD4",NA,NA,NA,NA
"9674","NK:HLA-DRB1_Ery:CD4","NK","HLA-DRB1","Ery","CD4",NA,NA,NA,NA
"9675","NK:IGFBP7_Ery:MPIG6B","NK","IGFBP7","Ery","MPIG6B",NA,NA,NA,NA
"9676","NK:PRNP_Ery:TNFRSF25","NK","PRNP","Ery","TNFRSF25",NA,NA,NA,NA
"9677","NK:TNF_Ery:FAS","NK","TNF","Ery","FAS",NA,NA,NA,NA
"9678","NK:TNF_Ery:TNFRSF1A","NK","TNF","Ery","TNFRSF1A",NA,NA,NA,NA
"9679","NK:TNF_Ery:TRADD","NK","TNF","Ery","TRADD",NA,NA,NA,NA
"9680","NK:TNF_Ery:TRAF2","NK","TNF","Ery","TRAF2",NA,NA,NA,NA
"9681","NK:TNF_Ery:VSIR","NK","TNF","Ery","VSIR",NA,NA,NA,NA
"9682","NK:TNFSF10_Ery:RIPK1","NK","TNFSF10","Ery","RIPK1",NA,NA,NA,NA
"9683","DC:HLA-DMA_Ery:CD4","DC","HLA-DMA","Ery","CD4",NA,NA,NA,NA
"9684","DC:HLA-DMB_Ery:CD4","DC","HLA-DMB","Ery","CD4",NA,NA,NA,NA
"9685","DC:HLA-DOA_Ery:CD4","DC","HLA-DOA","Ery","CD4",NA,NA,NA,NA
"9686","DC:HLA-DPA1_Ery:CD4","DC","HLA-DPA1","Ery","CD4",NA,NA,NA,NA
"9687","DC:HLA-DPB1_Ery:CD4","DC","HLA-DPB1","Ery","CD4",NA,NA,NA,NA
"9688","DC:HLA-DQA1_Ery:CD4","DC","HLA-DQA1","Ery","CD4",NA,NA,NA,NA
"9689","DC:HLA-DQA2_Ery:CD4","DC","HLA-DQA2","Ery","CD4",NA,NA,NA,NA
"9690","DC:HLA-DQB1_Ery:CD4","DC","HLA-DQB1","Ery","CD4",NA,NA,NA,NA
"9691","DC:HLA-DRA_Ery:CD4","DC","HLA-DRA","Ery","CD4",NA,NA,NA,NA
"9692","DC:HLA-DRB1_Ery:CD4","DC","HLA-DRB1","Ery","CD4",NA,NA,NA,NA
"9693","DC:HLA-DRB5_Ery:CD4","DC","HLA-DRB5","Ery","CD4",NA,NA,NA,NA
"9694","DC:IGFBP7_Ery:MPIG6B","DC","IGFBP7","Ery","MPIG6B",NA,NA,NA,NA
"9695","DC:LTB_Ery:CD40","DC","LTB","Ery","CD40",NA,NA,NA,NA
"9696","DC:LTB_Ery:TNFRSF1A","DC","LTB","Ery","TNFRSF1A",NA,NA,NA,NA
"9697","DC:PIK3CD_Ery:SLC16A4","DC","PIK3CD","Ery","SLC16A4",NA,NA,NA,NA
"9698","Gran:HLA-DMA_Ery:CD4","Gran","HLA-DMA","Ery","CD4",-0.301066199206883,1.79905114303341e-51,NA,NA
"9699","Gran:HLA-DMB_Ery:CD4","Gran","HLA-DMB","Ery","CD4",NA,NA,NA,NA
"9700","Gran:HLA-DPA1_Ery:CD4","Gran","HLA-DPA1","Ery","CD4",-0.2846393425168,4.3706470623949e-37,NA,NA
"9701","Gran:HLA-DPB1_Ery:CD4","Gran","HLA-DPB1","Ery","CD4",-0.332443578130535,1.11060944937866e-54,NA,NA
"9702","Gran:HLA-DQA1_Ery:CD4","Gran","HLA-DQA1","Ery","CD4",NA,NA,NA,NA
"9703","Gran:HLA-DQA2_Ery:CD4","Gran","HLA-DQA2","Ery","CD4",NA,NA,NA,NA
"9704","Gran:HLA-DQB1_Ery:CD4","Gran","HLA-DQB1","Ery","CD4",-0.347816722143458,1.78192492914929e-62,NA,NA
"9705","Gran:HLA-DRA_Ery:CD4","Gran","HLA-DRA","Ery","CD4",-0.447825012493197,4.55369147793726e-82,NA,NA
"9706","Gran:HLA-DRB1_Ery:CD4","Gran","HLA-DRB1","Ery","CD4",-0.478194771066588,1.21576656649759e-138,NA,NA
"9707","Gran:HLA-DRB5_Ery:CD4","Gran","HLA-DRB5","Ery","CD4",NA,NA,NA,NA
"9708","Gran:IGFBP7_Ery:MPIG6B","Gran","IGFBP7","Ery","MPIG6B",NA,NA,NA,NA
"9709","B:HLA-DMA_Ery:CD4","B","HLA-DMA","Ery","CD4",NA,NA,NA,NA
"9710","B:HLA-DMB_Ery:CD4","B","HLA-DMB","Ery","CD4",NA,NA,NA,NA
"9711","B:HLA-DPA1_Ery:CD4","B","HLA-DPA1","Ery","CD4",NA,NA,NA,NA
"9712","B:HLA-DPB1_Ery:CD4","B","HLA-DPB1","Ery","CD4",NA,NA,NA,NA
"9713","B:HLA-DQA1_Ery:CD4","B","HLA-DQA1","Ery","CD4",NA,NA,NA,NA
"9714","B:HLA-DQA2_Ery:CD4","B","HLA-DQA2","Ery","CD4",NA,NA,NA,NA
"9715","B:HLA-DQB1_Ery:CD4","B","HLA-DQB1","Ery","CD4",NA,NA,NA,NA
"9716","B:HLA-DRA_Ery:CD4","B","HLA-DRA","Ery","CD4",NA,NA,NA,NA
"9717","B:HLA-DRB1_Ery:CD4","B","HLA-DRB1","Ery","CD4",NA,NA,NA,NA
"9718","B:HLA-DRB5_Ery:CD4","B","HLA-DRB5","Ery","CD4",NA,NA,NA,NA
"9719","B:LTB_Ery:CD40","B","LTB","Ery","CD40",-0.367301712302093,9.33511976883981e-125,NA,NA
"9720","B:SYK_Ery:FCGR2A","B","SYK","Ery","FCGR2A",NA,NA,NA,NA
"9721","B:SYK_Ery:LAT","B","SYK","Ery","LAT",NA,NA,NA,NA
"9722","Ery:BICD1_Ery:F2R","Ery","BICD1","Ery","F2R",NA,NA,NA,NA
"9723","Ery:GAL_Ery:GALR3","Ery","GAL","Ery","GALR3",NA,NA,NA,NA
"9724","Ery:GAL_Ery:HLA-DPA1","Ery","GAL","Ery","HLA-DPA1",NA,NA,NA,NA
"9725","Ery:HLA-DMA_Ery:CD4","Ery","HLA-DMA","Ery","CD4",NA,NA,NA,NA
"9726","Ery:HLA-DPA1_Ery:CD4","Ery","HLA-DPA1","Ery","CD4",NA,NA,NA,NA
"9727","Ery:HLA-DPB1_Ery:CD4","Ery","HLA-DPB1","Ery","CD4",NA,NA,NA,NA
"9728","Ery:IGFBP7_Ery:MPIG6B","Ery","IGFBP7","Ery","MPIG6B",NA,NA,NA,NA
"9729","Ery:PRNP_Ery:TNFRSF25","Ery","PRNP","Ery","TNFRSF25",NA,NA,NA,NA
"9730","Ery:SYK_Ery:FCGR2A","Ery","SYK","Ery","FCGR2A",NA,NA,NA,NA
"9731","Ery:TCTN1_Ery:B9D1","Ery","TCTN1","Ery","B9D1",NA,NA,NA,NA
"9732","Ery:TCTN1_Ery:CEP290","Ery","TCTN1","Ery","CEP290",NA,NA,NA,NA
"9733","Ery:TCTN1_Ery:MKS1","Ery","TCTN1","Ery","MKS1",NA,NA,NA,NA
"9734","Ery:TCTN1_Ery:TCTN3","Ery","TCTN1","Ery","TCTN3",NA,NA,NA,NA
"9735","Ery:TCTN1_Ery:TMEM216","Ery","TCTN1","Ery","TMEM216",NA,NA,NA,NA
"9736","Ery:TCTN1_Ery:TMEM67","Ery","TCTN1","Ery","TMEM67",NA,NA,NA,NA
"9737","Ery:TNFSF10_Ery:RIPK1","Ery","TNFSF10","Ery","RIPK1",NA,NA,NA,NA
"9738","Mono:HSP90B1_DC:LRP1","Mono","HSP90B1","DC","LRP1",NA,NA,NA,NA
"9739","Mono:IL1B_DC:IL1R2","Mono","IL1B","DC","IL1R2",0.290397533324859,2.87318281237088e-302,NA,NA
"9740","Mono:IL1RN_DC:IL1R2","Mono","IL1RN","DC","IL1R2",NA,NA,NA,NA
"9741","Mono:S100A8_DC:CD69","Mono","S100A8","DC","CD69",NA,NA,NA,NA
"9742","Mono:TNFSF13B_DC:IL1R2","Mono","TNFSF13B","DC","IL1R2",NA,NA,NA,NA
"9743","Mono:TNFSF14_DC:TNFRSF14","Mono","TNFSF14","DC","TNFRSF14",NA,NA,NA,NA
"9744","T:CALM1_DC:KCNQ1","T","CALM1","DC","KCNQ1",NA,NA,NA,NA
"9745","T:CALM2_DC:KCNQ1","T","CALM2","DC","KCNQ1",NA,NA,NA,NA
"9746","T:CALR_DC:LRP1","T","CALR","DC","LRP1",NA,NA,NA,NA
"9747","T:CD47_DC:SIRPA","T","CD47","DC","SIRPA",NA,NA,NA,NA
"9748","T:CD55_DC:ADGRE2","T","CD55","DC","ADGRE2",NA,NA,NA,NA
"9749","T:CD7_DC:ADAM15","T","CD7","DC","ADAM15",NA,NA,NA,NA
"9750","T:HMGB1_DC:THBD","T","HMGB1","DC","THBD",NA,NA,NA,NA
"9751","T:HSP90AA1_DC:LRP1","T","HSP90AA1","DC","LRP1",NA,NA,NA,NA
"9752","T:HSP90B1_DC:LRP1","T","HSP90B1","DC","LRP1",NA,NA,NA,NA
"9753","T:IL4R_DC:IL2RG","T","IL4R","DC","IL2RG",NA,NA,NA,NA
"9754","HSPC:CSF1_DC:CSF2RA","HSPC","CSF1","DC","CSF2RA",NA,NA,NA,NA
"9755","HSPC:CSF1_DC:CSF3R","HSPC","CSF1","DC","CSF3R",NA,NA,NA,NA
"9756","HSPC:CSF1_DC:SIRPA","HSPC","CSF1","DC","SIRPA",NA,NA,NA,NA
"9757","HSPC:CXADR_DC:JAML","HSPC","CXADR","DC","JAML",NA,NA,NA,NA
"9758","HSPC:HSP90AA1_DC:LRP1","HSPC","HSP90AA1","DC","LRP1",NA,NA,NA,NA
"9759","HSPC:HSP90B1_DC:LRP1","HSPC","HSP90B1","DC","LRP1",NA,NA,NA,NA
"9760","HSPC:ICAM4_DC:ITGA4","HSPC","ICAM4","DC","ITGA4",NA,NA,NA,NA
"9761","HSPC:ICAM4_DC:ITGB1","HSPC","ICAM4","DC","ITGB1",NA,NA,NA,NA
"9762","HSPC:ICAM4_DC:ITGB2","HSPC","ICAM4","DC","ITGB2",NA,NA,NA,NA
"9763","HSPC:IL1B_DC:IL1R2","HSPC","IL1B","DC","IL1R2",NA,NA,NA,NA
"9764","HSPC:TNFSF13B_DC:IL1R2","HSPC","TNFSF13B","DC","IL1R2",NA,NA,NA,NA
"9765","NK:CALM1_DC:KCNQ1","NK","CALM1","DC","KCNQ1",NA,NA,NA,NA
"9766","NK:CALR_DC:LRP1","NK","CALR","DC","LRP1",0.276264775361161,3.15216392228584e-31,NA,NA
"9767","NK:CD7_DC:ADAM15","NK","CD7","DC","ADAM15",NA,NA,NA,NA
"9768","NK:HLA-B_DC:LILRB2","NK","HLA-B","DC","LILRB2",NA,NA,NA,NA
"9769","NK:HMGB1_DC:THBD","NK","HMGB1","DC","THBD",NA,NA,NA,NA
"9770","NK:HSP90AA1_DC:LRP1","NK","HSP90AA1","DC","LRP1",NA,NA,NA,NA
"9771","NK:HSP90B1_DC:LRP1","NK","HSP90B1","DC","LRP1",NA,NA,NA,NA
"9772","NK:IFNG_DC:IFNGR1","NK","IFNG","DC","IFNGR1",NA,NA,NA,NA
"9773","NK:IFNG_DC:IFNGR2","NK","IFNG","DC","IFNGR2",NA,NA,NA,NA
"9774","NK:S100A8_DC:CD69","NK","S100A8","DC","CD69",NA,NA,NA,NA
"9775","NK:TNF_DC:TNFRSF1A","NK","TNF","DC","TNFRSF1A",NA,NA,NA,NA
"9776","DC:CD69_DC:SIRPA","DC","CD69","DC","SIRPA",NA,NA,NA,NA
"9777","DC:HLA-B_DC:LILRB2","DC","HLA-B","DC","LILRB2",NA,NA,NA,NA
"9778","DC:HSP90AA1_DC:LRP1","DC","HSP90AA1","DC","LRP1",NA,NA,NA,NA
"9779","DC:HSP90B1_DC:LRP1","DC","HSP90B1","DC","LRP1",NA,NA,NA,NA
"9780","DC:IL1B_DC:IL1R2","DC","IL1B","DC","IL1R2",NA,NA,NA,NA
"9781","DC:IL1RN_DC:IL1R2","DC","IL1RN","DC","IL1R2",NA,NA,NA,NA
"9782","DC:MIF_DC:TNFRSF14","DC","MIF","DC","TNFRSF14",NA,NA,NA,NA
"9783","DC:PROC_DC:ITGB2","DC","PROC","DC","ITGB2",NA,NA,NA,NA
"9784","DC:PROC_DC:THBD","DC","PROC","DC","THBD",NA,NA,NA,NA
"9785","DC:S100A8_DC:CD69","DC","S100A8","DC","CD69",NA,NA,NA,NA
"9786","DC:SYK_DC:FCGR2A","DC","SYK","DC","FCGR2A",NA,NA,NA,NA
"9787","DC:THBS1_DC:CD36","DC","THBS1","DC","CD36",NA,NA,NA,NA
"9788","DC:THBS1_DC:CD47","DC","THBS1","DC","CD47",NA,NA,NA,NA
"9789","DC:THBS1_DC:ITGA4","DC","THBS1","DC","ITGA4",NA,NA,NA,NA
