uniprot	protein_name	transmembrane	peripheral	secreted	secreted_desc	secreted_highlight	receptor	receptor_desc	integrin	other	other_desc	tags	tags_reason	tags_description	pfam
P16066	ANPRA_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	Receptor (uniprot)	PF01094;PF00211;PF07714;
P16066	NPR1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P16070	CD44_HUMAN	True	False	False	nan	False	True	Cytokine_receptor	False	False	nan	To_add	nan	nan	PF00193;
P16070	CD44_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P16109	LYAM3_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	Ca2+-dependent receptor (uniprot)	PF00059;PF00084;
P16109	SELP_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P16112	PGCA_HUMAN	False	True	True	nan	False	False	nan	False	True	nan	To_remove	nan	no ensembl	nan
P16112	ACAN_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P16144	ITGB4_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P16144	ITB4_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	Integrin	PF03160;PF07974;PF00041;PF18372;PF07965;PF00362;PF17205;
P16150	LEUK_HUMAN	True	False	False	nan	False	False	nan	False	False	False	To_add | To_comment	transmembrane_add | extracellular_add	Uniprot: cell surface sialoprotein	nan
P16150	SPN_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P16234	PDGFRA_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P16234	PGFRA_HUMAN	True	False	False	nan	False	True	growth factor receptor	False	False	nan	To_add	nan	nan	PF07679;PF07714;
P16284	PECA1_HUMAN	True	False	False	nan	False	True	Inflammation	False	False	nan	To_add	nan	nan	PF13895;PF17736;
P16284	PECAM1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P16389	KCNA2_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P16389	KCNA2_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P16410	CTLA4_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_comment	Extracellular_add	nan	PF07686;
P16410	CTLA4_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P16422	EPCAM_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_comment	Adhesion_add	nan	nan
P16422	EPCAM_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P16471	PRLR_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P16471	PRLR_HUMAN	True	False	True	nan	False	True	Hormone_receptor_add	False	False	nan	To_add	nan	cytokine_receptor	PF09067;
P16473	TSHR_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P16473	TSHR_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF00001;PF13306;
P16520	GBB3_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P16520	GNB3_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P16562	CRIS2_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P16562	CRISP2_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P16581	SELE_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P16581	LYAM2_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	PF00008;PF00059;PF00084;
P16619	CL3L1_HUMAN	False	False	True	Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00048;
P16619	CCL3L1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P16671	CD36_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF01130;
P16671	CD36_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P16860	ANFB_HUMAN	False	False	True	Hormone	True	False	nan	False	False	nan	To_add	nan	nan	PF00212;
P16860	NPPB_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P16871	IL7RA_HUMAN	True	False	True	Cytokine	True	True	Cytokine_receptor_add	False	False	nan	To_add	nan	nan	PF00041;PF18447;
P16871	IL7R_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P17181	INAR1_HUMAN	True	False	False	nan	False	True	Interferon_receptor_add	False	False	nan	To_add	nan	nan	PF09294;PF01108;
P17181	IFNAR1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P17213	BPI_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P17213	BPI_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P17301	ITA2_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	Integrin (uniprot)	PF01839;PF08441;PF00092;
P17301	ITGA2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P17342	ANPRC_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	Receptor for the natriuretic peptide hormones (uniprot)	PF01094;
P17342	NPR3_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P17693	HLAG_HUMAN	True	False	False	nan	False	True	nan	False	True	nan	To_add | To_comment	Extracellular_add | Receptor_add	Iglike	PF07654;PF00129;
P17693	HLA-G_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P17787	ACHB2_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P17787	CHRNB2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P17813	ENG_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P17813	EGLN_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add | To_comment	nan	Migration (uniprot)	nan
P17927	CR1_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	Mediates cellular binding (uniprot)	nan
P17927	CR1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P17931	LEG3_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P17931	LGALS3_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P17936	IBP3_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P17936	IGFBP3_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P17948	VGFR1_HUMAN	True	False	True	nan	False	True	nan	False	False	nan	To_add	nan	Migration	PF07679;PF00047;PF07714;PF17988;
P17948	FLT1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P18065	IBP2_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P18065	IGFBP2_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P18075	BMP7_HUMAN	False	False	True	Growthfactor | Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00019;PF00688;
P18075	BMP7_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P18084	ITB5_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	Integrin (uniprot)	PF18372;PF08725;PF07965;PF00362;PF17205;
P18084	ITGB5_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P18089	ADA2B_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_remove	nan	no ensembl	nan
P18089	ADRA2B_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P18206	VINC_HUMAN	False	True	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P18206	VCL_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P18433	PTPRA_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P18433	PTPRA_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	complex	nan
P18509	ADCYAP1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P18509	PACA_HUMAN	False	False	True	Hormone	True	False	nan	False	False	nan	To_add	nan	nan	PF00123;
P18510	IL1RA_HUMAN	False	False	True	Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00340;
P18510	IL1RN_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P18564	ITGB6_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P18564	ITB6_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	Integrin (uniprot)	PF07974;PF18372;PF08725;PF07965;PF00362;PF17205;
P18627	LAG3_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P18627	LAG3_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add | To_comment	nan	Iglike | Possible_receptor	nan
P18827	SDC1_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P18827	SDC1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P19021	PAM_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P19021	AMD_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P19022	CADH2_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	Migration	nan
P19022	CDH2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P19113	HDC_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P19113	DCHS_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P19235	EPOR_HUMAN	True	False	True	nan	False	True	Cytokine_receptor_add	False	False	nan	To_add	nan	nan	PF09067;PF00041;
P19235	EPOR_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P19256	LFA3_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_comment	Extracellular_add	nan	nan
P19256	CD58_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P19320	VCAM1_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add | To_comment	nan	Iglike | ligandIUPHAR	PF05790;PF07679;PF00047;
P19320	VCAM1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P19397	CD53_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	Possible_receptor	nan
P19397	CD53_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P19438	TNFRSF1A_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P19438	TNR1A_HUMAN	True	False	True	nan	False	True	TNF_receptor_add	False	False	nan	To_add	nan	nan	PF00531;PF00020;
P19440	GGT1_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P19440	GGT1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P19793	RXRA_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P19793	RXRA_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P19823	ITIH2_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P19823	ITIH2_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P19835	CEL_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P19835	CEL_HUMAN	False	False	True	nan	False	False	nan	False	True	nan	To_remove	nan	no ensembl	nan
P19875	CXCL2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P19875	CXCL2_HUMAN	False	False	True	Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00048;
P19876	CXCL3_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P19876	CXCL3_HUMAN	False	False	True	Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00048;
P19883	FST_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P19883	FST_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P19957	PI3_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P19957	ELAF_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20023	CR2_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	Receptor for complement C3Dd (uniprot)	PF00084;
P20023	CR2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P20036	DPA1_HUMAN	True	False	False	nan	False	False	nan	False	True	HLA	To_add	nan	HLA	nan
P20036	HLA-DPA1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P20061	TCN1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20061	TCO1_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20062	TCN2_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20062	TCO2_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20138	CD33_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20138	CD33_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P20231	TRYB2_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20231	TPSB2_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20273	CD22_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_comment	Receptor_add	nan	PF08205;PF13895;
P20273	CD22_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P20292	AL5AP_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	PF01124;
P20292	ALOX5AP_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20309	CHRM3_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P20309	ACM3_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P20333	TNR1B_HUMAN	True	False	True	nan	False	True	TNF_receptor_add	False	False	nan	To_add	nan	nan	PF00020;
P20333	TNFRSF1B_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P20366	TKN1_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20366	TAC1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20382	MCH_HUMAN	False	False	True	Hormone	True	False	nan	False	False	nan	To_add	nan	nan	PF05824;
P20382	PMCH_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20396	TRH_HUMAN	False	False	True	Hormone	True	False	nan	False	False	nan	To_add	nan	nan	PF05438;
P20396	TRH_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20594	NPR2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P20594	ANPRB_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF01094;PF00211;PF07714;
P20701	ITGAL_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P20701	ITAL_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_comment	Extracellular_add	Integrin	PF01839;PF00357;PF08441;PF00092;
P20702	ITGAX_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P20702	ITAX_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	Integrin (uniprot)	PF01839;PF00357;PF08441;PF00092;
P20774	OGN_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20774	MIME_HUMAN	False	False	True	Growthfactor	True	False	nan	False	False	nan	To_add	nan	nan	PF13855;
P20783	NTF3_HUMAN	False	False	True	Growthfactor	True	False	nan	False	False	nan	To_add	nan	nan	PF00243;
P20783	NTF3_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P20800	EDN2_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20800	EDN2_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	PF00322;
P20809	IL11_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20809	IL11_HUMAN	False	False	True	Growthfactor | Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF07400;
P20827	EFNA1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P20827	EFNA1_HUMAN	True	False	True	nan	False	False	nan	False	False	nan	To_comment	extracellular_add	ligandIUPHAR	PF00812;
P20849	COL9A1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20849	CO9A1_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	Collagen	PF01391;
P20908	COL5A1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P20908	CO5A1_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	Collagen	PF01410;PF01391;
P20916	MAG_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P20916	MAG_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P21246	PTN_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21246	PTN_HUMAN	False	False	True	Growthfactor	True	False	nan	False	False	nan	To_add	nan	nan	PF01091;PF05196;
P21452	TACR2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21452	NK2R_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21453	S1PR1_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	Migration	nan
P21453	S1PR1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21462	FPR1_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF00001;
P21462	FPR1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21554	CNR1_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21554	CNR1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21579	SYT1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21579	SYT1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P21583	KITLG_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P21583	SCF_HUMAN	True	False	True	Growthfactor	True	False	nan	False	False	nan	To_add	nan	nan	PF02404;
P21589	NT5E_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21589	5NTD_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P21709	EPHA1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21709	EPHA1_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF14575;PF01404;PF00041;PF07714;PF00536;
P21730	C5AR1_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF00001;
P21730	C5AR1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21731	TA2R_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF00001;
P21731	TBXA2R_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21741	MK_HUMAN	False	False	True	Growthfactor	True	False	nan	False	False	nan	To_add	nan	nan	PF01091;PF05196;
P21741	MDK_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21754	ZP3_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P21754	ZP3_HUMAN	True	False	True	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21781	FGF7_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P21781	FGF7_HUMAN	False	False	True	Growthfactor	True	False	nan	False	False	nan	To_add	nan	nan	PF00167;
P21802	FGFR2_HUMAN	True	False	True	Growthfactor	True	True	nan	False	False	nan	To_add	nan	nan	PF18123;PF07679;PF07714;
P21802	FGFR2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21810	PGS1_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P21810	BGN_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P21815	IBSP_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P21815	SIAL_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P21817	RYR1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21817	RYR1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P21854	CD72_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add | To_comment	Extracellular_add	Plays a role in B-cell proliferation and differentiation (uniprot)	PF00059;
P21854	CD72_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21860	ERBB3_HUMAN	True	False	True	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF00757;PF14843;PF07714;PF01030;
P21860	ERBB3_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21926	CD9_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P21926	CD9_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P21941	MATN1_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P21941	MATN1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P22001	KCNA3_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P22001	KCNA3_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P22003	BMP5_HUMAN	False	False	True	Growthfactor | Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00019;PF00688;
P22003	BMP5_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P22004	BMP6_HUMAN	False	False	True	Growthfactor | Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00019;PF00688;
P22004	BMP6_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P22105	TNXB_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P22105	TENX_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P22301	IL10_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P22301	IL10_HUMAN	False	False	True	Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00726;
P22362	CCL1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P22362	CCL1_HUMAN	False	False	True	Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00048;
P22413	ENPP1_HUMAN	True	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P22413	ENPP1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P22455	FGFR4_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P22455	FGFR4_HUMAN	True	False	True	Growthfactor	True	True	nan	False	False	nan	To_add	nan	Migration	PF07679;PF07714;
P22466	GAL_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P22466	GALA_HUMAN	False	False	True	Hormone	True	False	nan	False	False	nan	To_add	nan	nan	PF01296;PF06540;
P22607	FGFR3_HUMAN	True	False	True	Growthfactor	True	True	nan	False	False	nan	To_add	nan	nan	PF18123;PF07679;PF07714;
P22607	FGFR3_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P22681	CBL_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P22681	CBL_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P22692	IGFBP4_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P22692	IBP4_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P22888	LSHR_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF00001;PF13306;
P22888	LHCGR_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P23142	FBLN1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P23142	FBLN1_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P23229	ITA6_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	Integrin	PF01839;PF08441;
P23229	ITGA6_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P23276	KELL_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P23276	KEL_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P23297	S10A1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P23297	S100A1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P23352	KALM_HUMAN	False	True	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P23352	ANOS1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P23416	GLRA2_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF02931;PF02932;
P23416	GLRA2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P23458	JAK1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P23458	JAK1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P23467	PTPRB_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
P23467	PTPRB_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P23468	PTPRD_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
P23468	PTPRD_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	Iglike	nan
