id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Gran	B|HSPC	B|Mono	B|NK	B|T	DC|B	DC|DC	DC|Gran	DC|HSPC	DC|Mono	DC|NK	DC|T	Gran|B	Gran|DC	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|DC	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|DC	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|DC	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|DC	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS0E04E9A81	CALM1_MYLK	simple:P0DP23	simple:Q15746	CALM1	MYLK	False	False	False	user_curated	False	0.0	0.0	0.0	0.573	0.573	0.0	0.572	0.0	0.0	0.0	0.461	0.461	0.0	0.46	0.0	0.0	0.0	0.464	0.465	0.0	0.464	0.0	0.0	0.0	0.223	0.224	0.0	0.223	0.0	0.0	0.0	0.44	0.441	0.0	0.44	0.0	0.0	0.0	0.678	0.679	0.0	0.678	0.0	0.0	0.0	0.673	0.673	0.0	0.672
CPI-SS0173E68B5	CALM2_MYLK	simple:P0DP24	simple:Q15746	CALM2	MYLK	False	False	False	user_curated	False	0.0	0.0	0.0	0.341	0.341	0.0	0.34	0.0	0.0	0.0	0.347	0.347	0.0	0.346	0.0	0.0	0.0	0.214	0.214	0.0	0.213	0.0	0.0	0.0	0.264	0.264	0.0	0.263	0.0	0.0	0.0	0.241	0.241	0.0	0.24	0.0	0.0	0.0	0.306	0.306	0.0	0.305	0.0	0.0	0.0	0.375	0.375	0.0	0.374
CPI-SS055C24209	CALM3_MYLK	simple:P0DP25	simple:Q15746	CALM3	MYLK	False	False	False	user_curated	False	0.0	0.0	0.0	0.09	0.09	0.0	0.089	0.0	0.0	0.0	0.181	0.181	0.0	0.18	0.0	0.0	0.0	0.194	0.194	0.0	0.193	0.0	0.0	0.0	0.158	0.158	0.0	0.157	0.0	0.0	0.0	0.256	0.256	0.0	0.255	0.0	0.0	0.0	0.175	0.175	0.0	0.174	0.0	0.0	0.0	0.12	0.12	0.0	0.119
CPI-SS0FC70E068	CALM1_PLPP6	simple:P0DP23	simple:Q8IY26	CALM1	PLPP6	False	False	False	user_curated	False	0.0	0.577	0.589	0.581	0.0	0.573	0.576	0.0	0.465	0.477	0.469	0.0	0.462	0.464	0.0	0.468	0.481	0.472	0.0	0.465	0.467	0.0	0.227	0.24	0.231	0.0	0.224	0.226	0.0	0.444	0.457	0.448	0.0	0.441	0.443	0.0	0.682	0.695	0.686	0.0	0.679	0.681	0.0	0.676	0.689	0.681	0.0	0.673	0.675
CPI-SS0F9F553CD	CALM2_PLPP6	simple:P0DP24	simple:Q8IY26	CALM2	PLPP6	False	False	False	user_curated	False	0.0	0.345	0.357	0.349	0.0	0.341	0.344	0.0	0.351	0.363	0.355	0.0	0.348	0.35	0.0	0.218	0.23	0.222	0.0	0.214	0.217	0.0	0.268	0.28	0.272	0.0	0.265	0.267	0.0	0.244	0.257	0.249	0.0	0.241	0.243	0.0	0.31	0.322	0.314	0.0	0.306	0.309	0.0	0.379	0.391	0.383	0.0	0.375	0.378
CPI-SS057DAA58A	CALM3_PLPP6	simple:P0DP25	simple:Q8IY26	CALM3	PLPP6	False	False	False	user_curated	False	0.0	0.094	0.106	0.098	0.0	0.091	0.093	0.0	0.185	0.197	0.189	0.0	0.181	0.184	0.0	0.198	0.21	0.202	0.0	0.195	0.197	0.0	0.161	0.174	0.165	0.0	0.158	0.16	0.0	0.26	0.272	0.264	0.0	0.256	0.259	0.0	0.179	0.191	0.183	0.0	0.176	0.178	0.0	0.124	0.136	0.128	0.0	0.12	0.123
CPI-SS0CD590A32	CALM1_KCNQ5	simple:P0DP23	simple:Q9NR82	CALM1	KCNQ5	False	False	False	user_curated	False	0.579	0.0	0.0	0.606	0.0	0.575	0.574	0.468	0.0	0.0	0.494	0.0	0.463	0.462	0.471	0.0	0.0	0.497	0.0	0.467	0.466	0.23	0.0	0.0	0.256	0.0	0.226	0.225	0.447	0.0	0.0	0.473	0.0	0.442	0.442	0.685	0.0	0.0	0.711	0.0	0.68	0.679	0.679	0.0	0.0	0.705	0.0	0.675	0.674
CPI-SS0A07CBD62	CALM2_KCNQ5	simple:P0DP24	simple:Q9NR82	CALM2	KCNQ5	False	False	False	user_curated	False	0.347	0.0	0.0	0.374	0.0	0.343	0.342	0.354	0.0	0.0	0.38	0.0	0.349	0.348	0.22	0.0	0.0	0.247	0.0	0.216	0.215	0.271	0.0	0.0	0.297	0.0	0.266	0.265	0.247	0.0	0.0	0.273	0.0	0.243	0.242	0.312	0.0	0.0	0.339	0.0	0.308	0.307	0.382	0.0	0.0	0.408	0.0	0.377	0.376
CPI-SS0A502B263	CALM3_KCNQ5	simple:P0DP25	simple:Q9NR82	CALM3	KCNQ5	False	False	False	user_curated	False	0.097	0.0	0.0	0.123	0.0	0.092	0.091	0.187	0.0	0.0	0.214	0.0	0.183	0.182	0.201	0.0	0.0	0.227	0.0	0.196	0.195	0.164	0.0	0.0	0.19	0.0	0.16	0.159	0.262	0.0	0.0	0.289	0.0	0.258	0.257	0.182	0.0	0.0	0.208	0.0	0.177	0.176	0.126	0.0	0.0	0.153	0.0	0.122	0.121
CPI-SS03FCE1B02	APP_APLP2	simple:P05067	simple:Q06481	APP	APLP2	False	False	False	user_curated	False	0.153	0.285	0.574	0.364	0.61	0.215	0.13	0.44	0.571	0.86	0.65	0.896	0.502	0.416	0.221	0.353	0.642	0.432	0.678	0.283	0.198	0.287	0.419	0.708	0.498	0.744	0.349	0.264	0.254	0.386	0.674	0.464	0.71	0.316	0.231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.264	0.553	0.343	0.589	0.194	0.109
CPI-SS05836EF4C	HLA-A_APLP2	simple:P04439	simple:Q06481	HLA-A	APLP2	False	False	False	user_curated	False	0.78	0.912	1.2	0.99	1.236	0.842	0.757	0.711	0.842	1.131	0.921	1.167	0.773	0.687	0.733	0.864	1.153	0.943	1.189	0.795	0.709	0.677	0.808	1.097	0.887	1.133	0.739	0.653	0.76	0.891	1.18	0.97	1.216	0.822	0.736	0.885	1.017	1.306	1.096	1.342	0.947	0.862	0.839	0.971	1.259	1.049	1.295	0.901	0.816
CPI-SS02E8DCFA1	APP_NOTCH2	simple:P05067	simple:Q04721	APP	NOTCH2	False	False	False	user_curated	False	0.081	0.11	0.087	0.06	0.146	0.064	0.063	0.367	0.396	0.373	0.346	0.432	0.35	0.349	0.149	0.178	0.155	0.128	0.214	0.131	0.131	0.215	0.244	0.221	0.194	0.28	0.197	0.197	0.182	0.211	0.188	0.16	0.247	0.164	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.089	0.066	0.039	0.125	0.042	0.041
CPI-SS05E7C3938	MDK_NOTCH2	simple:P21741	simple:Q04721	MDK	NOTCH2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113	0.142	0.119	0.092	0.178	0.096	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134	0.164	0.14	0.113	0.2	0.117	0.116	0.052	0.081	0.058	0.031	0.117	0.035	0.034	0.056	0.086	0.062	0.035	0.122	0.039	0.038	0.047	0.077	0.053	0.026	0.112	0.03	0.029
CPI-SS01C1704E6	ADAM10_NOTCH2	simple:O14672	simple:Q04721	ADAM10	NOTCH2	False	False	False	user_curated	False	0.079	0.108	0.085	0.058	0.144	0.062	0.061	0.12	0.15	0.126	0.099	0.185	0.103	0.102	0.156	0.186	0.162	0.135	0.221	0.139	0.138	0.146	0.175	0.152	0.125	0.211	0.128	0.127	0.188	0.217	0.194	0.167	0.253	0.171	0.17	0.17	0.199	0.176	0.149	0.235	0.153	0.152	0.09	0.12	0.096	0.069	0.155	0.073	0.072
CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	DLL1	NOTCH2	False	False	False	user_curated	False	0.071	0.101	0.077	0.05	0.137	0.054	0.053	0.048	0.078	0.054	0.027	0.114	0.031	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.073	0.05	0.023	0.109	0.026	0.025	0.044	0.074	0.05	0.023	0.11	0.027	0.026	0.045	0.074	0.051	0.024	0.11	0.027	0.026	0.044	0.074	0.05	0.023	0.109	0.027	0.026
CPI-SS0EB8A7582	PSEN1_NOTCH2	simple:P49768	simple:Q04721	PSEN1	NOTCH2	False	False	False	user_curated	False	0.097	0.126	0.103	0.076	0.162	0.08	0.079	0.113	0.143	0.119	0.092	0.178	0.096	0.095	0.093	0.122	0.099	0.072	0.158	0.075	0.074	0.093	0.123	0.099	0.072	0.158	0.076	0.075	0.134	0.163	0.14	0.113	0.199	0.117	0.116	0.07	0.099	0.076	0.049	0.135	0.052	0.051	0.078	0.107	0.084	0.056	0.143	0.06	0.059
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	False	False	False	user_curated	False	0.046	0.076	0.052	0.025	0.111	0.029	0.028	0.129	0.158	0.135	0.108	0.194	0.111	0.11	0.106	0.135	0.112	0.085	0.171	0.089	0.088	0.082	0.111	0.088	0.06	0.147	0.064	0.063	0.137	0.166	0.143	0.116	0.202	0.12	0.119	0.078	0.107	0.084	0.057	0.143	0.06	0.059	0.045	0.075	0.051	0.024	0.11	0.028	0.027
CPI-SS0776A4CD9	MFNG_NOTCH2	simple:O00587	simple:Q04721	MFNG	NOTCH2	False	False	False	user_curated	False	0.054	0.083	0.06	0.033	0.119	0.037	0.036	0.076	0.105	0.082	0.055	0.141	0.059	0.058	0.09	0.12	0.096	0.069	0.155	0.073	0.072	0.087	0.117	0.093	0.066	0.153	0.07	0.069	0.071	0.1	0.077	0.05	0.136	0.054	0.053	0.089	0.119	0.095	0.068	0.155	0.072	0.071	0.102	0.132	0.108	0.081	0.167	0.085	0.084
CPI-SS0DEC00331	APP_AGER	simple:P05067	simple:Q15109	APP	AGER	False	False	False	user_curated	False	0.0	0.0	0.058	0.043	0.042	0.046	0.043	0.0	0.0	0.344	0.329	0.328	0.332	0.329	0.0	0.0	0.125	0.111	0.11	0.114	0.111	0.0	0.0	0.191	0.177	0.176	0.18	0.177	0.0	0.0	0.158	0.144	0.143	0.146	0.144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.022	0.021	0.024	0.022
CPI-SS0257A6A81	MPIG6B_AGER	simple:O95866	simple:Q15109	MPIG6B	AGER	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.01	0.009	0.013	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.007	0.007	0.01	0.007	0.0	0.0	0.019	0.005	0.004	0.007	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS011F0AEE9	S100A9_AGER	simple:P06702	simple:Q15109	S100A9	AGER	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.213	0.199	0.198	0.202	0.199	0.0	0.0	0.745	0.73	0.729	0.733	0.73	0.0	0.0	0.02	0.005	0.005	0.008	0.005	0.0	0.0	0.854	0.839	0.839	0.842	0.839	0.0	0.0	0.061	0.046	0.046	0.049	0.046	0.0	0.0	0.024	0.009	0.009	0.012	0.009
CPI-SS0E9DF6D80	S100B_AGER	simple:P04271	simple:Q15109	S100B	AGER	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.009	0.008	0.012	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.008	0.007	0.01	0.008	0.0	0.0	0.019	0.005	0.004	0.007	0.005	0.0	0.0	0.039	0.025	0.024	0.027	0.025	0.0	0.0	0.019	0.004	0.004	0.007	0.004
CPI-SS0201A88AD	HMGB1_AGER	simple:P09429	simple:Q15109	HMGB1	AGER	False	False	False	user_curated	False	0.0	0.0	0.553	0.539	0.538	0.542	0.539	0.0	0.0	0.643	0.628	0.627	0.631	0.628	0.0	0.0	0.624	0.61	0.609	0.612	0.61	0.0	0.0	0.59	0.576	0.575	0.578	0.576	0.0	0.0	0.574	0.559	0.558	0.562	0.559	0.0	0.0	0.684	0.67	0.669	0.672	0.67	0.0	0.0	0.621	0.607	0.606	0.609	0.606
CPI-SS0E611C429	LTF_AGER	simple:P02788	simple:Q15109	LTF	AGER	False	False	False	user_curated	False	0.0	0.0	0.02	0.006	0.005	0.008	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.026	0.025	0.029	0.026	0.0	0.0	0.022	0.007	0.006	0.01	0.007	0.0	0.0	0.018	0.004	0.003	0.007	0.004
CPI-SS038717371	S100A8_AGER	simple:P05109	simple:Q15109	S100A8	AGER	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.138	0.137	0.14	0.137	0.0	0.0	0.55	0.535	0.534	0.538	0.535	0.0	0.0	0.02	0.005	0.005	0.008	0.005	0.0	0.0	0.7	0.686	0.685	0.688	0.686	0.0	0.0	0.047	0.032	0.032	0.035	0.032	0.0	0.0	0.019	0.004	0.004	0.007	0.004
CPI-SS0F66EA6BE	APP_FPR2	simple:P05067	simple:P25090	APP	FPR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.046	0.04	0.0	0.0	0.0	0.0	0.0	0.332	0.326	0.0	0.0	0.0	0.0	0.0	0.113	0.108	0.0	0.0	0.0	0.0	0.0	0.179	0.174	0.0	0.0	0.0	0.0	0.0	0.146	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.019	0.0
CPI-SS030BB46BB	ANXA1_FPR2	simple:P04083	simple:P25090	ANXA1	FPR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.019	0.013	0.0	0.0	0.0	0.0	0.0	0.366	0.36	0.0	0.0	0.0	0.0	0.0	0.777	0.772	0.0	0.0	0.0	0.0	0.0	0.502	0.496	0.0	0.0	0.0	0.0	0.0	0.683	0.677	0.0	0.0	0.0	0.0	0.0	0.195	0.189	0.0	0.0	0.0	0.0	0.0	0.206	0.2	0.0
CPI-SS048D2A753	APP_RPSA	simple:P05067	simple:P08865	APP	RPSA	False	False	False	user_curated	False	0.744	0.735	0.713	0.763	0.634	0.677	0.754	1.03	1.021	0.999	1.049	0.92	0.964	1.04	0.811	0.803	0.781	0.831	0.702	0.745	0.822	0.877	0.869	0.847	0.897	0.768	0.811	0.888	0.844	0.836	0.813	0.864	0.735	0.778	0.855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.722	0.714	0.692	0.742	0.613	0.656	0.733
CPI-SS0BBD5658B	APP_PTGER2	simple:P05067	simple:P43116	APP	PTGER2	False	False	False	user_curated	False	0.0	0.054	0.124	0.083	0.114	0.066	0.048	0.0	0.34	0.41	0.37	0.4	0.352	0.334	0.0	0.122	0.192	0.151	0.182	0.134	0.115	0.0	0.188	0.258	0.217	0.248	0.2	0.181	0.0	0.155	0.224	0.184	0.215	0.167	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.102	0.062	0.093	0.045	0.026
CPI-SS05EE9C0C9	APP_BACE1	simple:P05067	simple:P56817	APP	BACE1	False	False	False	user_curated	False	0.0	0.043	0.093	0.054	0.049	0.0	0.04	0.0	0.329	0.379	0.341	0.335	0.0	0.326	0.0	0.11	0.161	0.122	0.117	0.0	0.108	0.0	0.176	0.227	0.188	0.183	0.0	0.174	0.0	0.143	0.194	0.155	0.15	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.072	0.033	0.028	0.0	0.019
CPI-SS0C14AFF28	APP_PLD1	simple:P05067	simple:Q13393	APP	PLD1	False	False	False	user_curated	False	0.0	0.067	0.161	0.083	0.082	0.048	0.043	0.0	0.353	0.447	0.37	0.368	0.334	0.329	0.0	0.135	0.229	0.151	0.149	0.116	0.111	0.0	0.201	0.295	0.217	0.215	0.182	0.177	0.0	0.167	0.262	0.184	0.182	0.149	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.14	0.062	0.06	0.027	0.021
CPI-SS07A55EDCB	ARF6_PLD1	simple:P62330	simple:Q13393	ARF6	PLD1	False	False	False	user_curated	False	0.0	0.35	0.445	0.367	0.365	0.332	0.326	0.0	0.443	0.537	0.46	0.458	0.424	0.419	0.0	0.436	0.531	0.453	0.451	0.418	0.412	0.0	0.28	0.374	0.296	0.294	0.261	0.255	0.0	0.521	0.615	0.538	0.536	0.502	0.497	0.0	0.34	0.435	0.357	0.355	0.322	0.316	0.0	0.248	0.342	0.264	0.262	0.229	0.223
CPI-SS0B312F541	APP_LRP10	simple:P05067	simple:Q7Z4F1	APP	LRP10	False	False	False	user_curated	False	0.107	0.084	0.113	0.053	0.098	0.114	0.083	0.393	0.37	0.399	0.339	0.384	0.4	0.369	0.175	0.151	0.181	0.121	0.166	0.181	0.151	0.241	0.217	0.247	0.187	0.232	0.247	0.217	0.208	0.184	0.214	0.153	0.198	0.214	0.184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.062	0.092	0.032	0.076	0.092	0.062
CPI-SS068020509	APP_NCSTN	simple:P05067	simple:Q92542	APP	NCSTN	False	False	False	user_curated	False	0.058	0.072	0.091	0.086	0.109	0.069	0.059	0.344	0.358	0.377	0.372	0.395	0.355	0.345	0.126	0.14	0.158	0.154	0.177	0.137	0.127	0.192	0.206	0.224	0.22	0.243	0.203	0.193	0.159	0.173	0.191	0.186	0.21	0.17	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.051	0.069	0.064	0.088	0.048	0.038
CPI-SS0F6424029	LRP1_NCSTN	simple:Q07954	simple:Q92542	LRP1	NCSTN	False	False	False	user_curated	False	0.019	0.033	0.051	0.047	0.07	0.03	0.02	0.038	0.052	0.07	0.065	0.089	0.049	0.039	0.029	0.043	0.061	0.056	0.08	0.04	0.03	0.02	0.034	0.052	0.047	0.071	0.031	0.021	0.252	0.266	0.285	0.28	0.303	0.263	0.253	0.023	0.037	0.055	0.05	0.074	0.034	0.024	0.02	0.035	0.053	0.048	0.072	0.032	0.022
CPI-SS0A0EBE8BC	PSEN1_NCSTN	simple:P49768	simple:Q92542	PSEN1	NCSTN	False	False	False	user_curated	False	0.074	0.088	0.106	0.102	0.125	0.085	0.075	0.091	0.105	0.123	0.118	0.142	0.102	0.092	0.07	0.084	0.102	0.097	0.121	0.081	0.071	0.07	0.084	0.103	0.098	0.121	0.081	0.072	0.111	0.125	0.144	0.139	0.162	0.122	0.112	0.047	0.061	0.079	0.074	0.098	0.058	0.048	0.055	0.069	0.087	0.082	0.106	0.066	0.056
CPI-SS0327657E5	LRP8_NCSTN	simple:Q14114	simple:Q92542	LRP8	NCSTN	False	False	False	user_curated	False	0.021	0.035	0.053	0.048	0.072	0.032	0.022	0.138	0.152	0.17	0.165	0.189	0.149	0.139	0.057	0.071	0.089	0.084	0.108	0.068	0.058	0.042	0.056	0.075	0.07	0.093	0.053	0.043	0.033	0.047	0.065	0.06	0.084	0.044	0.034	0.036	0.05	0.068	0.063	0.087	0.047	0.037	0.031	0.045	0.064	0.059	0.082	0.042	0.032
CPI-SS0C7088467	APP_SLC45A3	simple:P05067	simple:Q96JT2	APP	SLC45A3	False	False	False	user_curated	False	0.045	0.043	0.05	0.042	0.048	0.0	0.0	0.331	0.329	0.336	0.328	0.334	0.0	0.0	0.112	0.111	0.118	0.11	0.116	0.0	0.0	0.178	0.177	0.184	0.176	0.182	0.0	0.0	0.145	0.143	0.151	0.142	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.022	0.029	0.021	0.027	0.0	0.0
CPI-SS0B4EE5AF6	APP_SPON1	simple:P05067	simple:Q9HCB6	APP	SPON1	False	False	False	user_curated	False	0.042	0.0	0.0	0.057	0.0	0.043	0.048	0.328	0.0	0.0	0.343	0.0	0.329	0.334	0.11	0.0	0.0	0.124	0.0	0.11	0.116	0.176	0.0	0.0	0.191	0.0	0.176	0.182	0.143	0.0	0.0	0.157	0.0	0.143	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.035	0.0	0.021	0.027
CPI-SS0106687D0	LRP8_SPON1	simple:Q14114	simple:Q9HCB6	LRP8	SPON1	False	False	False	user_curated	False	0.005	0.0	0.0	0.019	0.0	0.005	0.011	0.122	0.0	0.0	0.136	0.0	0.122	0.128	0.04	0.0	0.0	0.055	0.0	0.041	0.047	0.026	0.0	0.0	0.041	0.0	0.027	0.032	0.017	0.0	0.0	0.031	0.0	0.017	0.023	0.02	0.0	0.0	0.034	0.0	0.02	0.026	0.015	0.0	0.0	0.03	0.0	0.016	0.021
CPI-SS06FC8A673	ADRB2_CCR7	simple:P07550	simple:P32248	ADRB2	CCR7	False	False	False	user_curated	False	0.179	0.009	0.015	0.008	0.0	0.007	0.084	0.177	0.008	0.014	0.006	0.0	0.006	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.177	0.007	0.014	0.006	0.0	0.006	0.082	0.178	0.008	0.014	0.006	0.0	0.006	0.083	0.204	0.034	0.041	0.033	0.0	0.033	0.109	0.198	0.028	0.035	0.027	0.0	0.027	0.103
CPI-SS08B249DBA	CCL2_CCR10	simple:P13500	simple:P46092	CCL2	CCR10	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.003	0.004	0.005	0.004	0.0	0.029	0.0	0.02	0.022	0.023	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.027	0.028	0.029	0.028	0.0	0.012	0.0	0.003	0.004	0.005	0.004	0.0	0.01	0.0	0.001	0.003	0.003	0.003
CPI-SS0CF0E4DE9	CCL2_CCR2	simple:P13500	simple:P41597	CCL2	CCR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.002	0.017	0.003	0.002	0.0	0.023	0.0	0.02	0.035	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.026	0.041	0.027	0.026	0.0	0.005	0.0	0.002	0.017	0.003	0.002	0.0	0.004	0.0	0.001	0.016	0.001	0.001
CPI-SS0B0235E0A	MMP2_CCR2	simple:P08253	simple:P41597	MMP2	CCR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.021	0.036	0.022	0.021	0.0	0.057	0.0	0.054	0.069	0.054	0.054	0.0	0.005	0.0	0.002	0.017	0.003	0.002	0.0	0.004	0.0	0.001	0.016	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FB27CBD3	C3_CD81	simple:P01024	simple:P60033	C3	CD81	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.261	0.152	0.133	0.304	0.117	0.227	0.191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.257	0.148	0.128	0.299	0.113	0.223	0.187	0.253	0.143	0.124	0.295	0.108	0.218	0.182	0.252	0.142	0.123	0.294	0.107	0.217	0.181
CPI-SS0B76625FA	HLA-C_CD81	simple:P10321	simple:P60033	HLA-C	CD81	False	False	False	user_curated	False	0.875	0.766	0.746	0.917	0.731	0.841	0.805	0.793	0.684	0.665	0.835	0.649	0.759	0.723	0.77	0.661	0.641	0.812	0.625	0.736	0.699	0.686	0.577	0.557	0.728	0.542	0.652	0.616	0.836	0.727	0.707	0.878	0.692	0.802	0.766	1.018	0.909	0.889	1.06	0.873	0.984	0.947	0.942	0.833	0.813	0.984	0.797	0.908	0.871
CPI-SS0B8AF9735	ITGB1_CD81	simple:P05556	simple:P60033	ITGB1	CD81	False	False	False	user_curated	False	0.295	0.186	0.167	0.337	0.151	0.261	0.225	0.386	0.277	0.257	0.428	0.242	0.352	0.316	0.514	0.405	0.385	0.556	0.369	0.48	0.443	0.386	0.277	0.258	0.428	0.242	0.352	0.316	0.583	0.474	0.455	0.626	0.439	0.549	0.513	0.374	0.265	0.245	0.416	0.23	0.34	0.304	0.382	0.272	0.253	0.424	0.237	0.347	0.311
CPI-SS07CB7ACC9	ITGA6_CD81	simple:P23229	simple:P60033	ITGA6	CD81	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.273	0.164	0.145	0.316	0.129	0.239	0.203	0.307	0.198	0.178	0.349	0.163	0.273	0.237	0.293	0.184	0.164	0.335	0.148	0.259	0.222	0.283	0.174	0.154	0.325	0.139	0.249	0.213	0.267	0.158	0.138	0.309	0.123	0.233	0.197	0.27	0.16	0.141	0.312	0.125	0.235	0.199
CPI-SS0F32BCE50	CD99_CD81	simple:P14209	simple:P60033	CD99	CD81	False	False	False	user_curated	False	0.403	0.294	0.275	0.446	0.259	0.369	0.333	0.709	0.599	0.58	0.751	0.564	0.674	0.638	0.719	0.61	0.591	0.762	0.575	0.685	0.649	0.754	0.645	0.625	0.796	0.61	0.72	0.683	0.717	0.608	0.588	0.759	0.573	0.683	0.647	0.712	0.603	0.583	0.754	0.568	0.678	0.642	0.632	0.523	0.504	0.674	0.488	0.598	0.562
CPI-SS059D3627B	CR2_CD81	simple:P20023	simple:P60033	CR2	CD81	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.253	0.144	0.124	0.295	0.109	0.219	0.183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08EFD7526	KIT_CD81	simple:P10721	simple:P60033	KIT	CD81	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.181	0.161	0.332	0.146	0.256	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.252	0.143	0.123	0.294	0.108	0.218	0.181	0.257	0.147	0.128	0.299	0.112	0.222	0.186
CPI-SS0C8CA6114	ITGA4_CD81	simple:P13612	simple:P60033	ITGA4	CD81	False	False	False	user_curated	False	0.28	0.17	0.151	0.322	0.135	0.245	0.209	0.374	0.265	0.245	0.416	0.23	0.34	0.304	0.339	0.23	0.21	0.381	0.195	0.305	0.269	0.389	0.28	0.26	0.431	0.244	0.355	0.318	0.391	0.282	0.262	0.433	0.247	0.357	0.321	0.362	0.253	0.234	0.405	0.218	0.328	0.292	0.361	0.252	0.233	0.404	0.217	0.327	0.291
